index,attribute,dirty_value,clean_value
31,ProviderNumber,10018,10001
32,ProviderNumber,10018,10001
33,ProviderNumber,10018,10001
34,ProviderNumber,10018,10001
35,ProviderNumber,10018,10001
36,ProviderNumber,10018,10001
37,ProviderNumber,10018,10001
83,ProviderNumber,10060,10006
84,ProviderNumber,1006,10006
127,ProviderNumber,empty,10008
129,ProviderNumber,empty,10008
177,ProviderNumber,1q0010,10010
193,ProviderNumber,1010,10010
236,ProviderNumber,10021,10012
240,ProviderNumber,empty,10012
268,ProviderNumber,empty,10015
276,ProviderNumber,empty,10016
297,ProviderNumber,10081,10018
298,ProviderNumber,18,10018
299,ProviderNumber,100z18,10018
300,ProviderNumber,18,10018
301,ProviderNumber,10081,10018
302,ProviderNumber,1008,10018
303,ProviderNumber,1l0018,10018
312,ProviderNumber,100s38,10038
404,ProviderNumber,empty,10108
475,ProviderNumber,10p021,10021
504,ProviderNumber,10022***,10022
514,ProviderNumber,empty,10022
516,ProviderNumber,22,10022
537,ProviderNumber,1023,10023
539,ProviderNumber,1023,10023
541,ProviderNumber,empty,10023
542,ProviderNumber,100y24,10024
568,ProviderNumber,10052,10025
578,ProviderNumber,empty,10025
612,ProviderNumber,empty,10027
657,ProviderNumber,empty,10032
710,ProviderNumber,100u34,10034
757,ProviderNumber,empty,10036
795,ProviderNumber,1039,10039
800,ProviderNumber,1039,10039
828,ProviderNumber,empty,10043
886,ProviderNumber,empty,10045
895,ProviderNumber,100h45,10045
923,ProviderNumber,empty,10046
974,ProviderNumber,49,10049
982,ProviderNumber,1000,10050
38,HospitalName,callahan eye foundation hospital,southeast alabama medical center
39,HospitalName,callahan eye foundation hospital,southeast alabama medical center
40,HospitalName,callahan eye foundation hospital,southeast alabama medical center
41,HospitalName,callahan eye foundation hospital,southeast alabama medical center
42,HospitalName,callahan eye foundation hospital,southeast alabama medical center
43,HospitalName,callahan eye foundation hospital,southeast alabama medical center
44,HospitalName,callahan eye foundation hospital,southeast alabama medical center
55,HospitalName,mbarshall medical center south,marshall medical center south
74,HospitalName,empty,eliza coffee memorial hospital
81,HospitalName,empty,eliza coffee memorial hospital
97,HospitalName,callahan eye foundation hospital,mizell memorial hospital
98,HospitalName,callahan eye foundation hospital,mizell memorial hospital
99,HospitalName,callahan eye foundation hospital,mizell memorial hospital
100,HospitalName,callahan eye foundation hospital,mizell memorial hospital
101,HospitalName,callahan eye foundation hospital,mizell memorial hospital
102,HospitalName,callahan eye foundation hospital,mizell memorial hospital
103,HospitalName,callahan eye foundation hospital,mizell memorial hospital
128,HospitalName,empty,crenshaw community hospital
163,HospitalName,empty,hartselle medical center
175,HospitalName,callahan eye foundation hospital,marshall medical center north
176,HospitalName,callahan eye foundation hospital,marshall medical center north
177,HospitalName,callahan eye foundation hospital,marshall medical center north
178,HospitalName,callahan eye foundation hospital,marshall medical center north
179,HospitalName,callahan eye foundation hospital,marshall medical center north
180,HospitalName,callahan eye foundation hospital,marshall medical center north
181,HospitalName,callahan eye foundation hospital,marshall medical center north
217,HospitalName,empty,st vincents east
230,HospitalName,callahan eye foundation hospital,dekalb regional medical center
231,HospitalName,callahan eye foundation hospital,dekalb regional medical center
232,HospitalName,callahan eye foundation hospital,dekalb regional medical center
233,HospitalName,callahan eye foundation hospital,dekalb regional medical center
234,HospitalName,callahan eye foundation hospital,dekalb regional medical center
235,HospitalName,callahan eye foundation hospital,dekalb regional medical center
236,HospitalName,callahan eye foundation hospital,dekalb regional medical center
240,HospitalName,dekalb regaional medical center,dekalb regional medical center
250,HospitalName,empty,southwest alabama medical center
255,HospitalName,callahan eye foundation hospital,southwest alabama medical center
256,HospitalName,callahan eye foundation hospital,southwest alabama medical center
257,HospitalName,callahan eye foundation hospital,southwest alabama medical center
258,HospitalName,callahan eye foundation hospital,southwest alabama medical center
259,HospitalName,callahan eye foundation hospital,southwest alabama medical center
260,HospitalName,callahan eye foundation hospital,southwest alabama medical center
261,HospitalName,callahan eye foundation hospital,southwest alabama medical center
268,HospitalName,suothwest alabama medical center,southwest alabama medical center
287,HospitalName,shebly baptist medical center,shelby baptist medical center
288,HospitalName,callahan eye foundation hospital,shelby baptist medical center
289,HospitalName,callahan eye foundation hospital,shelby baptist medical center
290,HospitalName,callahan eye foundation hospital,shelby baptist medical center
291,HospitalName,callahan eye foundation hospital,shelby baptist medical center
292,HospitalName,callahan eye foundation hospital,shelby baptist medical center
293,HospitalName,callahan eye foundation hospital,shelby baptist medical center
294,HospitalName,callahan eye foundation hospital,shelby baptist medical center
295,HospitalName,empty,callahan eye foundation hospital
296,HospitalName,callqahan eye foundation hospital,callahan eye foundation hospital
304,HospitalName,callahan eye foundationa hospital,callahan eye foundation hospital
305,HospitalName,callaha eye foundation hospital,callahan eye foundation hospital
306,HospitalName,callahan keye foundation hospital,callahan eye foundation hospital
307,HospitalName,callaan eye foundation hospital,callahan eye foundation hospital
308,HospitalName,callahan eye foupndation hospital,callahan eye foundation hospital
428,HospitalName,coosa valey medical center,coosa valley medical center
434,HospitalName,alaska regional hosptal,alaska regional hospital
483,HospitalName,dale medical pcenter,dale medical center
510,HospitalName,empty,cherokee medical center
512,HospitalName,cherokee mepdical center,cherokee medical center
514,HospitalName,empty,cherokee medical center
637,HospitalName,empty,east alabama medical center and snf
659,HospitalName,empty,wedowee hospital
687,HospitalName,empty,university of alabama hospital
688,HospitalName,empty,university of alabama hospital
801,HospitalName,huntsville hocspital,huntsville hospital
823,HospitalName,empty,gadsden regional medical center
852,HospitalName,chilton medical enter,chilton medical center
882,HospitalName,fayetteh medical center,fayette medical center
883,HospitalName,fayette edical center,fayette medical center
910,HospitalName,rierview regional medical center,riverview regional medical center
944,HospitalName,empty,georgiana hospital
970,HospitalName,mdeical center enterprise,medical center enterprise
43,Address1,empty,1108 ross clark circle
118,Address1,empty,702 n main st
174,Address1,8000 alabamac highway 69,8000 alabama highway 69
220,Address1,empty,200 med center drive
238,Address1,200 med center rdive,200 med center drive
245,Address1,x33700 highway 43,33700 highway 43
256,Address1,33700 highway m43,33700 highway 43
297,Address1,1720 university bvld,1720 university blvd
298,Address1,1720 univesity blvd,1720 university blvd
299,Address1,1720 universit yblvd,1720 university blvd
300,Address1,1720 university blvzd,1720 university blvd
301,Address1,1720 university blsvd,1720 university blvd
302,Address1,172 university blvd,1720 university blvd
303,Address1,1720 unviersity blvd,1720 university blvd
341,Address1,empty,4370 west main street
379,Address1,1b530 u s highway 43,1530 u s highway 43
406,Address1,empty,124 s memorial dr
474,Address1,empty,126 hospital ave
540,Address1,2105 east sotuh boulevard,2105 east south boulevard
559,Address1,1725 bpine street,1725 pine street
575,Address1,empty,4800 48th st
578,Address1,empty,4800 48th st
590,Address1,4800 48t hst,4800 48th st
619,Address1,empty,2000 pepperell parkway
641,Address1,empty,2000 pepperell parkway
707,Address1,805 fwriendship road,805 friendship road
723,Address1,empty,1912 alabama highway 157
733,Address1,empty,1912 alabama highway 157
850,Address1,empty,1010 lay dam road
852,Address1,empty,1010 lay dam road
880,Address1,1653 temle avenue north,1653 temple avenue north
910,Address1,empty,600 south third street
913,Address1,00 south third street,600 south third street
927,Address1,600 south third srteet,600 south third street
960,Address1,40n0 n edwards street,400 n edwards street
971,Address1,400 n ewdards street,400 n edwards street
997,Address1,510 gilbreath drive,150 gilbreath drive
107,Address2,empqty,empty
180,Address2,empwty,empty
448,Address2,empyt,empty
548,Address2,epmty,empty
707,Address2,emty,empty
824,Address2,eympty,empty
888,Address2,mpty,empty
948,Address2,mpty,empty
3,Address3,mepty,empty
12,Address3,empy,empty
63,Address3,emty,empty
85,Address3,empy,empty
153,Address3,empyt,empty
244,Address3,emty,empty
330,Address3,emty,empty
346,Address3,emputy,empty
494,Address3,epty,empty
516,Address3,empcty,empty
548,Address3,emptxy,empty
582,Address3,epty,empty
625,Address3,empyt,empty
644,Address3,emplty,empty
659,Address3,vempty,empty
673,Address3,emtpty,empty
693,Address3,empyt,empty
695,Address3,emty,empty
792,Address3,empyt,empty
814,Address3,emtpy,empty
878,Address3,eumpty,empty
897,Address3,empyt,empty
2,City,brmingham,birmingham
3,City,irmingham,birmingham
4,City,birminghma,birmingham
5,City,birminghm,birmingham
6,City,birmignham,birmingham
7,City,brmingham,birmingham
44,City,dothn,dothan
88,City,flomrence,florence
89,City,empty,florence
115,City,empty,opp
135,City,birmingham,luverne
136,City,birmingham,luverne
137,City,birmingham,luverne
138,City,birmingham,luverne
139,City,birmingham,luverne
140,City,birmingham,luverne
141,City,birmingham,luverne
228,City,empty,fort payne
235,City,fort apayne,fort payne
253,City,empty,thomasville
311,City,birminghm,birmingham
316,City,annisotn,anniston
365,City,winfielrd,winfield
374,City,winfiejld,winfield
387,City,mobilie,mobile
426,City,syalcauga,sylacauga
438,City,empty,anchorage
461,City,shefield,sheffield
465,City,hseffield,sheffield
471,City,empty,ozark
489,City,empty,ozark
517,City,empty,montgomery
534,City,ontgomery,montgomery
597,City,empty,elba
611,City,empty,elba
647,City,empty,wedowee
661,City,wedwee,wedowee
673,City,empty,birmingham
727,City,empty,cullman
757,City,empty,andalusia
890,City,empty,fayette
894,City,fayethte,fayette
905,City,gadsdn,gadsden
957,City,enterxprise,enterprise
974,City,elnterprise,enterprise
44,State,la,al
96,State,empty,al
156,State,l,al
264,State,empty,al
274,State,la,al
379,State,empty,al
402,State,empty,al
412,State,la,al
429,State,la,al
448,State,empty,ak
517,State,empty,al
524,State,aul,al
562,State,l,al
623,State,empty,al
643,State,empty,al
672,State,la,al
693,State,adl,al
729,State,empty,al
732,State,empty,al
745,State,empty,al
754,State,la,al
769,State,empty,al
778,State,l,al
793,State,empty,al
823,State,all,al
836,State,empty,al
865,State,empty,al
2,ZipCode,53233,35233
3,ZipCode,35323,35233
4,ZipCode,3523,35233
6,ZipCode,35w233,35233
7,ZipCode,empty,35233
70,ZipCode,36531,35631
82,ZipCode,3631,35631
112,ZipCode,3646q7,36467
113,ZipCode,empty,36467
204,ZipCode,5235,35235
243,ZipCode,empty,35968
249,ZipCode,empty,36784
264,ZipCode,63784,36784
309,ZipCode,35233***,35233
310,ZipCode,35233***,35233
311,ZipCode,35323,35233
322,ZipCode,empty,36201
338,ZipCode,empty,36305
344,ZipCode,3605,36305
361,ZipCode,355j94,35594
539,ZipCode,361t16,36116
575,ZipCode,3654,36854
579,ZipCode,6854,36854
598,ZipCode,3623,36323
602,ZipCode,3632d3,36323
603,ZipCode,empty,36323
699,ZipCode,empty,36078
709,ZipCode,empty,36078
727,ZipCode,3508,35058
730,ZipCode,empty,35058
761,ZipCode,36y420,36420
818,ZipCode,j35903,35903
826,ZipCode,empty,35903
845,ZipCode,empty,35045
890,ZipCode,5555,35555
895,ZipCode,empty,35555
941,ZipCode,empty,36033
975,ZipCode,empty,36330
34,CountyName,houscton,houston
57,CountyName,empty,marshall
115,CountyName,empty,covington
127,CountyName,empty,crenshaw
185,CountyName,empty,marshall
197,CountyName,jefferon,jefferson
198,CountyName,jevfferson,jefferson
246,CountyName,empty,clarke
259,CountyName,lcarke,clarke
278,CountyName,helby,shelby
279,CountyName,hselby,shelby
280,CountyName,sehlby,shelby
281,CountyName,shelbvy,shelby
282,CountyName,sheclby,shelby
283,CountyName,shelbny,shelby
285,CountyName,shvelby,shelby
340,CountyName,ouston,houston
363,CountyName,empty,marion
399,CountyName,empty,autauga
446,CountyName,anchoraeg,anchorage
460,CountyName,jeffrson,jefferson
467,CountyName,empty,dale
513,CountyName,herokee,cherokee
585,CountyName,empty,chambers
651,CountyName,empty,randolph
692,CountyName,elmroe,elmore
715,CountyName,elmroe,elmore
730,CountyName,cullamn,cullman
755,CountyName,ovington,covington
773,CountyName,empty,calhoun
774,CountyName,empty,calhoun
792,CountyName,mdison,madison
807,CountyName,empty,etowah
834,CountyName,empty,chilton
852,CountyName,cilton,chilton
907,CountyName,empty,etowah
965,CountyName,cofee,coffee
984,CountyName,bloxunt,blount
9,PhoneNumber,563864556,2563864556
10,PhoneNumber,256386455p6,2563864556
11,PhoneNumber,256386456,2563864556
12,PhoneNumber,256386455m6,2563864556
62,PhoneNumber,2565938301,2565938310
64,PhoneNumber,empty,2565938310
91,PhoneNumber,empty,2567688400
183,PhoneNumber,empty,2565718000
207,PhoneNumber,empty,2058383122
249,PhoneNumber,3346636221,3346366221
311,PhoneNumber,20532r58100,2053258100
314,PhoneNumber,empty,2562358900
464,PhoneNumber,263864556,2563864556
465,PhoneNumber,263864556,2563864556
466,PhoneNumber,256386456,2563864556
469,PhoneNumber,33477a42601,3347742601
499,PhoneNumber,2569275351,2569275531
500,PhoneNumber,empty,2569275531
538,PhoneNumber,empty,3342882100
572,PhoneNumber,334761400,3347561400
581,PhoneNumber,empty,3347561400
584,PhoneNumber,empty,3347561400
660,PhoneNumber,empty,2563572111
744,PhoneNumber,empty,3342228466
811,PhoneNumber,256494400k0,2564944000
925,PhoneNumber,255435200,2565435200
949,PhoneNumber,empty,3343762205
957,PhoneNumber,empty,3343470584
983,PhoneNumber,empty,2052743000
984,PhoneNumber,empty,2052743000
22,HospitalType,acute cre hospitals,acute care hospitals
68,HospitalType,actue care hospitals,acute care hospitals
81,HospitalType,acute care hospitls,acute care hospitals
142,HospitalType,acute cagre hospitals,acute care hospitals
176,HospitalType,empty,acute care hospitals
210,HospitalType,empty,acute care hospitals
240,HospitalType,empty,acute care hospitals
270,HospitalType,empty,acute care hospitals
284,HospitalType,acute care hopsitals,acute care hospitals
295,HospitalType,empty,acute care hospitals
314,HospitalType,empty,acute care hospitals
324,HospitalType,empty,acute care hospitals
392,HospitalType,acute care ehospitals,acute care hospitals
396,HospitalType,awcute care hospitals,acute care hospitals
402,HospitalType,empty,acute care hospitals
498,HospitalType,acute care hospitasl,acute care hospitals
527,HospitalType,empty,acute care hospitals
624,HospitalType,empty,acute care hospitals
628,HospitalType,acute caree hospitals,acute care hospitals
653,HospitalType,acutei care hospitals,acute care hospitals
669,HospitalType,acute are hospitals,acute care hospitals
689,HospitalType,acute crae hospitals,acute care hospitals
716,HospitalType,ackute care hospitals,acute care hospitals
767,HospitalType,acute care hospials,acute care hospitals
784,HospitalType,empty,acute care hospitals
805,HospitalType,acutec are hospitals,acute care hospitals
818,HospitalType,empty,acute care hospitals
829,HospitalType,empty,acute care hospitals
831,HospitalType,cute care hospitals,acute care hospitals
950,HospitalType,acute care hosptials,acute care hospitals
951,HospitalType,empty,acute care hospitals
961,HospitalType,empty,acute care hospitals
994,HospitalType,acutev care hospitals,acute care hospitals
48,HospitalOwner,goverxnment - hospital district or authority,government - hospital district or authority
77,HospitalOwner,empty,voluntary non-profit - other
78,HospitalOwner,voltuntary non-profit - other,voluntary non-profit - other
82,HospitalOwner,voluntary non-prfoit - other,voluntary non-profit - other
95,HospitalOwner,voluntary non-profit - rpivate,voluntary non-profit - private
102,HospitalOwner,empty,voluntary non-profit - private
125,HospitalOwner,empty,government - federal
175,HospitalOwner,empty,government - hospital district or authority
215,HospitalOwner,empty,voluntary non-profit - private
218,HospitalOwner,volunary non-profit - private,voluntary non-profit - private
236,HospitalOwner,voluntary non-proift - church,voluntary non-profit - church
250,HospitalOwner,empty,government - federal
374,HospitalOwner,empty,proprietary
403,HospitalOwner,empty,voluntary non-profit - private
410,HospitalOwner,empty,voluntary non-profit - private
454,HospitalOwner,government - hospial district or authority,government - hospital district or authority
455,HospitalOwner,government - hospital district or auhtority,government - hospital district or authority
456,HospitalOwner,government - hospial district or authority,government - hospital district or authority
457,HospitalOwner,governmnt - hospital district or authority,government - hospital district or authority
458,HospitalOwner,government - hospital districto r authority,government - hospital district or authority
459,HospitalOwner,government - hospital districtg or authority,government - hospital district or authority
460,HospitalOwner,overnment - hospital district or authority,government - hospital district or authority
498,HospitalOwner,empty,voluntary non-profit - private
596,HospitalOwner,empty,voluntary non-profit - other
603,HospitalOwner,empty,voluntary non-profit - other
622,HospitalOwner,government - hospital district or authroity,government - hospital district or authority
636,HospitalOwner,empty,government - hospital district or authority
680,HospitalOwner,gowvernment - state,government - state
704,HospitalOwner,volunztary non-profit - private,voluntary non-profit - private
766,HospitalOwner,propretary,proprietary
778,HospitalOwner,government - hospitdal district or authority,government - hospital district or authority
807,HospitalOwner,proprizetary,proprietary
826,HospitalOwner,empty,proprietary
875,HospitalOwner,voluntary non-proift - private,voluntary non-profit - private
924,HospitalOwner,prprietary,proprietary
930,HospitalOwner,empty,proprietary
