index,attribute,dirty_value,clean_value
9,ProviderNumber,1019,10019
60,ProviderNumber,10018,10005
61,ProviderNumber,10018,10005
62,ProviderNumber,10018,10005
63,ProviderNumber,10018,10005
64,ProviderNumber,10018,10005
126,ProviderNumber,empty,10008
176,ProviderNumber,empty,10010
241,ProviderNumber,12,10012
384,ProviderNumber,empty,10087
392,ProviderNumber,empty,10087
394,ProviderNumber,g10108,10108
429,ProviderNumber,10146,10164
442,ProviderNumber,17,20017
463,ProviderNumber,100j19,10019
464,ProviderNumber,19,10019
465,ProviderNumber,1019,10019
466,ProviderNumber,1019,10019
469,ProviderNumber,empty,10021
615,ProviderNumber,empty,10027
660,ProviderNumber,empty,10032
695,ProviderNumber,empty,10034
815,ProviderNumber,empty,10040
839,ProviderNumber,p10043,10043
879,ProviderNumber,1045,10045
917,ProviderNumber,1046,10046
931,ProviderNumber,empty,10047
933,ProviderNumber,10w047,10047
937,ProviderNumber,1k0047,10047
12,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
13,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
14,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
15,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
16,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
26,HospitalName,empty,southeast alabama medical center
31,HospitalName,callahan eye foundation hospital,southeast alabama medical center
32,HospitalName,callahan eye foundation hospital,southeast alabama medical center
33,HospitalName,callahan eye foundation hospital,southeast alabama medical center
34,HospitalName,callahan eye foundation hospital,southeast alabama medical center
35,HospitalName,callahan eye foundation hospital,southeast alabama medical center
63,HospitalName,empty,marshall medical center south
71,HospitalName,empty,eliza coffee memorial hospital
119,HospitalName,mizell memrial hospital,mizell memorial hospital
148,HospitalName,callahan eye foundation hospital,hartselle medical center
149,HospitalName,callahan eye foundation hospital,hartselle medical center
150,HospitalName,callahan eye foundation hospital,hartselle medical center
151,HospitalName,callahan eye foundation hospital,hartselle medical center
152,HospitalName,callahan eye foundation hospital,hartselle medical center
170,HospitalName,callahan eye foundation hospital,marshall medical center north
171,HospitalName,callahan eye foundation hospital,marshall medical center north
172,HospitalName,callahan eye foundation hospital,marshall medical center north
173,HospitalName,callahan eye foundation hospital,marshall medical center north
174,HospitalName,callahan eye foundation hospital,marshall medical center north
183,HospitalName,marshall medical center norht,marshall medical center north
213,HospitalName,st vincentsc east,st vincents east
234,HospitalName,dekalb regional medical ecnter,dekalb regional medical center
246,HospitalName,empty,southwest alabama medical center
281,HospitalName,callahan eye foundation hospital,shelby baptist medical center
282,HospitalName,callahan eye foundation hospital,shelby baptist medical center
283,HospitalName,callahan eye foundation hospital,shelby baptist medical center
284,HospitalName,callahan eye foundation hospital,shelby baptist medical center
285,HospitalName,callahan eye foundation hospital,shelby baptist medical center
289,HospitalName,callahan eye foundation hospital,shelby baptist medical center
290,HospitalName,callahan eye foundation hospital,shelby baptist medical center
291,HospitalName,callahan eye foundation hospital,shelby baptist medical center
292,HospitalName,callahan eye foundation hospital,shelby baptist medical center
293,HospitalName,callahan eye foundation hospital,shelby baptist medical center
458,HospitalName,helen keller meorial hospital,helen keller memorial hospital
459,HospitalName,helen keller memorial hspital,helen keller memorial hospital
460,HospitalName,helenkeller memorial hospital,helen keller memorial hospital
461,HospitalName,helen keller memorial horspital,helen keller memorial hospital
462,HospitalName,helen kellermemorial hospital,helen keller memorial hospital
497,HospitalName,chreokee medical center,cherokee medical center
555,HospitalName,jackson hospital & clniic inc,jackson hospital & clinic inc
629,HospitalName,eats alabama medical center and snf,east alabama medical center and snf
668,HospitalName,univesrity of alabama hospital,university of alabama hospital
702,HospitalName,empty,community hospital inc
736,HospitalName,empty,cullman regional medical center
748,HospitalName,empty,andalusia regional hospital
797,HospitalName,empty,huntsville hospital
856,HospitalName,marion regioinal medical center,marion regional medical center
913,HospitalName,empty,riverview regional medical center
933,HospitalName,geogriana hospital,georgiana hospital
978,HospitalName,empty,medical center enterprise
34,Address1,empty,1108 ross clark circle
36,Address1,empty,1108 ross clark circle
163,Address1,empty,201 pine street northwest
207,Address1,50k medical park east drive,50 medical park east drive
230,Address1,empty,200 med center drive
254,Address1,n33700 highway 43,33700 highway 43
267,Address1,33700 highway 43***,33700 highway 43
306,Address1,1720 univerisity blvd,1720 university blvd
307,Address1,1720 universtiy blvd,1720 university blvd
308,Address1,1720 university bdlvd,1720 university blvd
309,Address1,1720 nuiversity blvd,1720 university blvd
310,Address1,1720 universit yblvd,1720 university blvd
340,Address1,empty,4370 west main street
463,Address1,empty,1300 south montgomery avenue
622,Address1,200 pepperell parkway,2000 pepperell parkway
698,Address1,empty,805 friendship road
763,Address1,849 south hree notch street,849 south three notch street
840,Address1,empty,1010 lay dam road
875,Address1,empty,1256 military street south
903,Address1,empty,600 south third street
956,Address1,400 n edwards strete,400 n edwards street
980,Address1,400 n edards street,400 n edwards street
988,Address1,150 gilbreath drqive,150 gilbreath drive
81,Address2,mpty,empty
123,Address2,empyt,empty
429,Address2,empyt,empty
683,Address2,emptly,empty
23,Address3,emptry,empty
244,Address3,emptty,empty
253,Address3,ewmpty,empty
475,Address3,emty,empty
521,Address3,empyt,empty
596,Address3,emcpty,empty
791,Address3,dempty,empty
806,Address3,emphty,empty
41,City,empty,dothan
113,City,birmingham,opp
114,City,birmingham,opp
115,City,birmingham,opp
116,City,birmingham,opp
117,City,birmingham,opp
151,City,empty,hartselle
211,City,empty,birmingham
222,City,fort panye,fort payne
263,City,homasville,thomasville
267,City,htomasville,thomasville
293,City,alabastter,alabaster
300,City,birminggham,birmingham
301,City,irmingham,birmingham
302,City,qbirmingham,birmingham
303,City,birminghma,birmingham
304,City,birmnigham,birmingham
333,City,empty,dothan
384,City,mboile,mobile
399,City,prattviblle,prattville
401,City,pratvtille,prattville
404,City,prawttville,prattville
450,City,anchoarge,anchorage
459,City,empty,sheffield
486,City,empty,ozark
591,City,valzley,valley
644,City,empty,wedowee
711,City,empty,tallassee
725,City,clulman,cullman
809,City,empty,gadsden
924,City,gasdden,gadsden
931,City,empty,georgiana
946,City,georgina,georgiana
31,State,l,al
83,State,ajl,al
108,State,jal,al
151,State,empty,al
155,State,empty,al
169,State,l,al
206,State,empty,al
360,State,empty,al
422,State,empty,al
427,State,l,al
542,State,empty,al
575,State,abl,al
678,State,empty,al
732,State,agl,al
737,State,empty,al
763,State,empty,al
866,State,empty,al
867,State,l,al
28,ZipCode,3632,36302
81,ZipCode,empty,35631
89,ZipCode,empty,35631
95,ZipCode,35233,36467
96,ZipCode,35233,36467
97,ZipCode,35233,36467
98,ZipCode,35233,36467
99,ZipCode,35233,36467
109,ZipCode,empty,36467
302,ZipCode,5233,35233
303,ZipCode,32533,35233
304,ZipCode,3523p3,35233
305,ZipCode,3523b3,35233
306,ZipCode,35a233,35233
310,ZipCode,empty,35233
400,ZipCode,63067,36067
415,ZipCode,3t5150,35150
544,ZipCode,empty,36106
588,ZipCode,63854,36854
640,ZipCode,empty,36801
674,ZipCode,3233,35233
689,ZipCode,5233,35233
690,ZipCode,empty,35233
737,ZipCode,empty,35058
746,ZipCode,36240,36420
754,ZipCode,empty,36420
775,ZipCode,358i01,35801
894,ZipCode,35555***,35555
925,ZipCode,35091,35901
930,ZipCode,359i01,35901
952,ZipCode,empty,36033
86,CountyName,lauedrdale,lauderdale
