index,attribute,dirty_value,clean_value
8,HospitalName,callahan eye foundation hospiatl,callahan eye foundation hospital
13,HospitalName,helen keller memoriatl hospital,helen keller memorial hospital
14,HospitalName,helen keller memorial hospiatl,helen keller memorial hospital
15,HospitalName,empty,helen keller memorial hospital
77,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
78,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
79,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
117,HospitalName,callahan eye foundation hospital,mizell memorial hospital
118,HospitalName,callahan eye foundation hospital,mizell memorial hospital
119,HospitalName,callahan eye foundation hospital,mizell memorial hospital
164,HospitalName,hartselle medcial center,hartselle medical center
193,HospitalName,callahan eye foundation hospital,marshall medical center north
194,HospitalName,callahan eye foundation hospital,marshall medical center north
195,HospitalName,callahan eye foundation hospital,st vincents east
196,HospitalName,callahan eye foundation hospital,st vincents east
197,HospitalName,callahan eye foundation hospital,st vincents east
198,HospitalName,callahan eye foundation hospital,st vincents east
199,HospitalName,callahan eye foundation hospital,st vincents east
208,HospitalName,st vincents xeast,st vincents east
217,HospitalName,callahan eye foundation hospital,st vincents east
218,HospitalName,callahan eye foundation hospital,st vincents east
219,HospitalName,callahan eye foundation hospital,st vincents east
229,HospitalName,callahan eye foundation hospital,dekalb regional medical center
230,HospitalName,callahan eye foundation hospital,dekalb regional medical center
231,HospitalName,callahan eye foundation hospital,dekalb regional medical center
243,HospitalName,callahan eye foundation hospital,dekalb regional medical center
244,HospitalName,callahan eye foundation hospital,dekalb regional medical center
245,HospitalName,callahan eye foundation hospital,southwest alabama medical center
319,HospitalName,stringfegllow memorial hospital,stringfellow memorial hospital
411,HospitalName,empty,prattville baptist hospital
429,HospitalName,empty,coosa valley medical center
435,HospitalName,empty,alaska regional hospital
455,HospitalName,helen keller memorial hsopital,helen keller memorial hospital
456,HospitalName,helen keller memoiral hospital,helen keller memorial hospital
457,HospitalName,heeln keller memorial hospital,helen keller memorial hospital
458,HospitalName,helen keller memorial hosjpital,helen keller memorial hospital
459,HospitalName,helen keller memorial hosiptal,helen keller memorial hospital
483,HospitalName,ale medical center,dale medical center
767,HospitalName,stringfellow memoial hospital,stringfellow memorial hospital
874,HospitalName,marion regoinal medical center,marion regional medical center
875,HospitalName,marion regional mediacl center,marion regional medical center
910,HospitalName,riverviewr egional medical center,riverview regional medical center
933,HospitalName,empty,georgiana hospital
959,HospitalName,empty,medical center enterprise
977,HospitalName,medicail center enterprise,medical center enterprise
983,HospitalName,empty,st vincents blount
55,Address1,2505 u s highway 431 norh,2505 u s highway 431 north
59,Address1,empty,2505 u s highway 431 north
214,Address1,05 medical park east drive,50 medical park east drive
279,Address1,1000 first street nkorth,1000 first street north
303,Address1,1720 university bvd,1720 university blvd
304,Address1,1720 university lvd,1720 university blvd
305,Address1,1720 university xblvd,1720 university blvd
354,Address1,empty,1201 7th street se
388,Address1,empty,2451 fillingim street
403,Address1,124 s memorival dr,124 s memorial dr
499,Address1,empty,400 northwood dr
507,Address1,empty,400 northwood dr
541,Address1,2105 east souh boulevard,2105 east south boulevard
652,Address1,empty,209 north main street
943,Address1,515 misranda st,515 miranda st
980,Address1,400 n ewards street,400 n edwards street
997,Address1,empty,150 gilbreath drive
19,City,empty,sheffield
33,City,dodthan,dothan
146,City,empty,hartselle
164,City,empty,hartselle
262,City,birmingham,thomasville
263,City,birmingham,thomasville
264,City,birmingham,thomasville
332,City,othan,dothan
386,City,empty,mobile
460,City,shefield,sheffield
461,City,sheffiedl,sheffield
462,City,sheffeld,sheffield
620,City,empty,opelika
649,City,empty,wedowee
746,City,empty,andalusia
781,City,hunsville,huntsville
797,City,uhntsville,huntsville
10,State,ajl,al
11,State,ual,al
12,State,cal,al
46,State,empty,al
149,State,empty,al
183,State,empty,al
255,State,la,al
593,State,l,al
684,State,l,al
748,State,la,al
754,State,empty,al
808,State,la,al
867,State,empty,al
905,State,la,al
917,State,l,al
963,State,empty,al
976,State,empty,al
82,ZipCode,empty,35631
114,ZipCode,empty,36467
115,ZipCode,3467,36467
189,ZipCode,empty,35976
202,ZipCode,empty,35235
304,ZipCode,3533,35233
305,ZipCode,35233***,35233
306,ZipCode,3z5233,35233
317,ZipCode,empty,36201
390,ZipCode,empty,36617
443,ZipCode,9950k8,99508
542,ZipCode,3610f6,36106
641,ZipCode,36810,36801
683,ZipCode,empty,35233
787,ZipCode,358t01,35801
8,CountyName,empty,jefferson
34,CountyName,houstno,houston
86,CountyName,laduerdale,lauderdale
277,CountyName,sehlby,shelby
281,CountyName,shebly,shelby
282,CountyName,shebly,shelby
283,CountyName,shelyb,shelby
365,CountyName,empty,marion
369,CountyName,marino,marion
641,CountyName,empty,lee
672,CountyName,jefqferson,jefferson
674,CountyName,empty,jefferson
768,CountyName,alhoun,calhoun
779,CountyName,empty,madison
785,CountyName,empty,madison
796,CountyName,madson,madison
920,CountyName,empty,etowah
19,PhoneNumber,2563864565,2563864556
56,PhoneNumber,empty,2565938310
105,PhoneNumber,empty,3344933541
