attribute,clean_value,dirty_value,index
sched_dep_time,06:59 AM,6:59 AM,117
sched_dep_time,11:15 AM,empty,126
sched_dep_time,04:00 PM,empty,147
sched_dep_time,04:55 PM,04:5 PM,201
sched_dep_time,06:59 AM,06:59 AeM,215
sched_dep_time,07:15 AM,empty,231
sched_dep_time,04:00 PM,04:00 jPM,240
sched_dep_time,06:59 AM,06:5k9 AM,306
sched_dep_time,06:40 AM,0:40 AM,340
sched_dep_time,02:30 PM,empty,359
sched_dep_time,11:50 AM,empty,362
sched_dep_time,04:55 PM,04:f55 PM,389
sched_dep_time,06:59 AM,0659 AM,404
sched_dep_time,11:15 AM,empty,413
sched_dep_time,09:05 AM,empty,454
sched_dep_time,03:35 PM,empty,479
sched_dep_time,04:55 PM,40:55 PM,488
sched_dep_time,06:59 AM,065:9 AM,502
sched_dep_time,02:30 PM,empty,514
sched_dep_time,04:00 PM,040:0 PM,551
sched_dep_time,04:55 PM,0455 PM,588
sched_dep_time,08:00 PM,empty,592
sched_dep_time,06:59 AM,06:9 AM,603
sched_dep_time,02:55 PM,02:5 PM,624
sched_dep_time,12:57 PM,empty,670
sched_dep_time,06:30 PM,empty,673
sched_dep_time,04:55 PM,04:55PM,680
sched_dep_time,06:59 AM,06:59 AfM,694
sched_dep_time,04:00 PM,empty,726
sched_dep_time,06:00 AM,empty,727
sched_dep_time,04:55 PM,0:455 PM,765
sched_dep_time,06:59 AM,06:59 AwM,775
sched_dep_time,06:59 AM,06:59 M,794
sched_dep_time,04:00 PM,empty,825
sched_dep_time,02:30 PM,empty,833
sched_dep_time,12:57 PM,12:5 PM,852
sched_dep_time,06:30 PM,063:0 PM,855
sched_dep_time,01:55 PM,01:55 PdM,858
sched_dep_time,04:55 PM,04:55P M,862
sched_dep_time,03:50 PM,03:50n PM,863
sched_dep_time,12:15 PM,1215 PM,870
sched_dep_time,06:59 AM,0:59 AM,876
sched_dep_time,11:15 AM,11:15 MA,885
sched_dep_time,02:55 PM,0:55 PM,887
sched_dep_time,08:35 AM,0835 AM,897
sched_dep_time,10:40 AM,empty,940
sched_dep_time,08:20 PM,c08:20 PM,952
sched_dep_time,07:15 AM,07:1 5AM,955
sched_dep_time,06:59 AM,0:59 AM,1040
sched_dep_time,07:35 AM,empty,1046
sched_dep_time,02:35 PM,empty,1052
sched_dep_time,08:15 AM,empty,1088
sched_dep_time,05:25 PM,05:25 sPM,1108
sched_dep_time,07:15 PM,07:15PM,1116
sched_dep_time,04:55 PM,04:5 PM,1121
sched_dep_time,06:59 AM,b06:59 AM,1135
sched_dep_time,08:41 AM,08:41 AxM,1174
sched_dep_time,05:30 PM,empty,1206
sched_dep_time,02:30 PM,02:z30 PM,1259
sched_dep_time,04:55 PM,04:5 PM,1275
sched_dep_time,06:59 AM,06:5 AM,1290
sched_dep_time,11:35 AM,11:3 AM,1315
sched_dep_time,08:41 AM,empty,1328
sched_dep_time,07:45 PM,empty,1329
sched_dep_time,06:00 AM,empty,1335
sched_dep_time,02:55 PM,empty,1347
sched_dep_time,03:35 PM,03:35 MP,1365
sched_dep_time,04:55 PM,04:55 MP,1374
sched_dep_time,06:59 AM,06:5d9 AM,1388
sched_dep_time,03:05 PM,03:0 PM,1409
sched_dep_time,06:00 AM,empty,1451
sched_dep_time,01:05 PM,empty,1454
sched_dep_time,08:35 AM,empty,1464
sched_dep_time,10:25 AM,1025 AM,1469
sched_dep_time,12:00 PM,1200 PM,1479
sched_dep_time,02:30 PM,empty,1509
sched_dep_time,12:00 PM,12:0 0PM,1533
sched_dep_time,04:55 PM,045:5 PM,1539
sched_dep_time,04:16 PM,04:1 6PM,1542
sched_dep_time,09:00 PM,empty,1552
sched_dep_time,06:59 AM,06:59 AfM,1554
sched_dep_time,09:05 AM,09g:05 AM,1573
sched_dep_time,09:05 AM,090:5 AM,1606
sched_dep_time,04:55 PM,0455 PM,1613
sched_dep_time,06:59 AM,06:59 AbM,1621
sched_dep_time,11:05 AM,empty,1676
sched_dep_time,07:10 AM,m07:10 AM,1699
sched_dep_time,04:55 PM,4:55 PM,1700
sched_dep_time,06:59 AM,06:5t9 AM,1709
sched_dep_time,11:25 PM,empty,1769
sched_dep_time,09:05 AM,0905 AM,1775
sched_dep_time,04:55 PM,04:55v PM,1809
sched_dep_time,06:59 AM,06d:59 AM,1823
sched_dep_time,07:30 AM,073:0 AM,1846
sched_dep_time,06:00 AM,0k6:00 AM,1883
sched_dep_time,04:55 PM,0k4:55 PM,1909
sched_dep_time,11:55 PM,empty,1919
sched_dep_time,06:59 AM,60:59 AM,1924
sched_dep_time,11:15 AM,empty,1931
sched_dep_time,04:00 PM,empty,1964
sched_dep_time,04:55 PM,4:55 PM,2001
sched_dep_time,06:59 AM,06:59 MA,2015
sched_dep_time,11:25 AM,empty,2039
sched_dep_time,10:40 AM,empty,2045
sched_dep_time,06:45 AM,empty,2046
sched_dep_time,12:57 PM,12:z57 PM,2091
sched_dep_time,07:15 AM,071:5 AM,2093
sched_dep_time,04:55 PM,0f4:55 PM,2101
sched_dep_time,06:59 AM,06:9 AM,2115
sched_dep_time,07:55 AM,0e7:55 AM,2133
sched_dep_time,08:00 AM,08:00 AqM,2159
sched_dep_time,10:45 AM,104:5 AM,2176
sched_dep_time,08:40 AM,empty,2185
sched_dep_time,01:00 PM,01:0 0PM,2187
sched_dep_time,04:55 PM,045:5 PM,2206
sched_dep_time,06:59 AM,6:59 AM,2220
sched_dep_time,02:53 PM,02:5 PM,2224
sched_dep_time,02:30 PM,empty,2232
sched_dep_time,04:55 PM,0:455 PM,2294
sched_dep_time,08:20 PM,08y:20 PM,2308
sched_dep_time,08:25 PM,0i8:25 PM,2359
sched_dep_time,11:55 AM,empty,2372
act_dep_time,06:54 AM,06:54 M,4
act_dep_time,07:22 AM,empty,41
act_dep_time,06:54 AM,empty,53
act_dep_time,03:11 AM,30:11 AM,87
act_dep_time,06:55 PM,empty,95
act_dep_time,08:23 PM,8:23 PM,106
act_dep_time,09:00 PM,0h9:00 PM,115
act_dep_time,07:22 AM,07:2 AM,117
act_dep_time,01:32 PM,0132 PM,125
act_dep_time,07:22 AM,07:r22 AM,133
act_dep_time,05:08 PM,empty,201
act_dep_time,08:23 PM,8:23 PM,204
act_dep_time,07:22 AM,07:22h AM,215
act_dep_time,07:27 AM,d07:27 AM,220
act_dep_time,07:22 AM,07a:22 AM,231
act_dep_time,08:04 AM,empty,233
act_dep_time,04:29 PM,04:29 PmM,268
act_dep_time,08:23 PM,08:2 PM,297
act_dep_time,07:22 AM,empty,306
act_dep_time,08:23 PM,08:2 PM,393
act_dep_time,07:22 AM,07:22A M,404
act_dep_time,01:30 PM,empty,407
