index,attribute,dirty_value,clean_value
8,HospitalName,empty,callahan eye foundation hospital
19,HospitalName,helen nkeller memorial hospital,helen keller memorial hospital
21,HospitalName,empty,southeast alabama medical center
22,HospitalName,callahan eye foundation hospital,southeast alabama medical center
23,HospitalName,callahan eye foundation hospital,southeast alabama medical center
24,HospitalName,callahan eye foundation hospital,southeast alabama medical center
26,HospitalName,callahan eye foundation hospital,southeast alabama medical center
27,HospitalName,callahan eye foundation hospital,southeast alabama medical center
28,HospitalName,callahan eye foundation hospital,southeast alabama medical center
29,HospitalName,southeast alaama medical center,southeast alabama medical center
30,HospitalName,southeast alabama medzical center,southeast alabama medical center
31,HospitalName,southeats alabama medical center,southeast alabama medical center
32,HospitalName,southeast alabama edical center,southeast alabama medical center
33,HospitalName,southeasvt alabama medical center,southeast alabama medical center
34,HospitalName,southeasat alabama medical center,southeast alabama medical center
35,HospitalName,southast alabama medical center,southeast alabama medical center
36,HospitalName,southeast alabama medical cneter,southeast alabama medical center
37,HospitalName,southeast alabama emdical center,southeast alabama medical center
38,HospitalName,southeast alabama medicalb center,southeast alabama medical center
39,HospitalName,sooutheast alabama medical center,southeast alabama medical center
40,HospitalName,souteast alabama medical center,southeast alabama medical center
41,HospitalName,southeast alabama medical cetner,southeast alabama medical center
42,HospitalName,southeast alabama smedical center,southeast alabama medical center
43,HospitalName,southeats alabama medical center,southeast alabama medical center
44,HospitalName,southeast alaama medical center,southeast alabama medical center
45,HospitalName,callahan eye foundation hospital,marshall medical center south
46,HospitalName,callahan eye foundation hospital,marshall medical center south
47,HospitalName,callahan eye foundation hospital,marshall medical center south
48,HospitalName,callahan eye foundation hospital,marshall medical center south
49,HospitalName,callahan eye foundation hospital,marshall medical center south
50,HospitalName,callahan eye foundation hospital,marshall medical center south
51,HospitalName,callahan eye foundation hospital,marshall medical center south
52,HospitalName,callahan eye foundation hospital,marshall medical center south
53,HospitalName,callahan eye foundation hospital,marshall medical center south
54,HospitalName,callahan eye foundation hospital,marshall medical center south
55,HospitalName,callahan eye foundation hospital,marshall medical center south
56,HospitalName,callahan eye foundation hospital,marshall medical center south
57,HospitalName,callahan eye foundation hospital,marshall medical center south
61,HospitalName,marshall medical cnter south,marshall medical center south
91,HospitalName,eliza coffee memoral hospital,eliza coffee memorial hospital
105,HospitalName,empty,mizell memorial hospital
109,HospitalName,callahan eye foundation hospital,mizell memorial hospital
110,HospitalName,callahan eye foundation hospital,mizell memorial hospital
111,HospitalName,callahan eye foundation hospital,mizell memorial hospital
112,HospitalName,callahan eye foundation hospital,mizell memorial hospital
113,HospitalName,callahan eye foundation hospital,mizell memorial hospital
114,HospitalName,callahan eye foundation hospital,mizell memorial hospital
115,HospitalName,callahan eye foundation hospital,mizell memorial hospital
116,HospitalName,callahan eye foundation hospital,mizell memorial hospital
117,HospitalName,callahan eye foundation hospital,mizell memorial hospital
118,HospitalName,callahan eye foundation hospital,mizell memorial hospital
119,HospitalName,callahan eye foundation hospital,mizell memorial hospital
120,HospitalName,callahan eye foundation hospital,crenshaw community hospital
121,HospitalName,callahan eye foundation hospital,crenshaw community hospital
122,HospitalName,callahan eye foundation hospital,crenshaw community hospital
123,HospitalName,callahan eye foundation hospital,crenshaw community hospital
124,HospitalName,callahan eye foundation hospital,crenshaw community hospital
125,HospitalName,callahan eye foundation hospital,crenshaw community hospital
126,HospitalName,callahan eye foundation hospital,crenshaw community hospital
127,HospitalName,callahan eye foundation hospital,crenshaw community hospital
128,HospitalName,callahan eye foundation hospital,crenshaw community hospital
150,HospitalName,empty,hartselle medical center
159,HospitalName,empty,hartselle medical center
170,HospitalName,empty,marshall medical center north
173,HospitalName,empty,marshall medical center north
190,HospitalName,marshal medical center north,marshall medical center north
212,HospitalName,callahan eye foundation hospital,st vincents east
213,HospitalName,callahan eye foundation hospital,st vincents east
214,HospitalName,callahan eye foundation hospital,st vincents east
215,HospitalName,callahan eye foundation hospital,st vincents east
216,HospitalName,callahan eye foundation hospital,st vincents east
