index,attribute,dirty_value,clean_value
9,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
16,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
17,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
19,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
20,HospitalName,callahan eye foundation hospital,southeast alabama medical center
85,HospitalName,eliza coffee emorial hospital,eliza coffee memorial hospital
97,HospitalName,callahan eye foundation hospital,mizell memorial hospital
98,HospitalName,callahan eye foundation hospital,mizell memorial hospital
99,HospitalName,callahan eye foundation hospital,mizell memorial hospital
100,HospitalName,callahan eye foundation hospital,mizell memorial hospital
101,HospitalName,callahan eye foundation hospital,mizell memorial hospital
102,HospitalName,callahan eye foundation hospital,mizell memorial hospital
122,HospitalName,crenhsaw community hospital,crenshaw community hospital
132,HospitalName,crenshaw community hosptial,crenshaw community hospital
153,HospitalName,callahan eye foundation hospital,hartselle medical center
154,HospitalName,callahan eye foundation hospital,hartselle medical center
155,HospitalName,callahan eye foundation hospital,hartselle medical center
156,HospitalName,callahan eye foundation hospital,hartselle medical center
157,HospitalName,callahan eye foundation hospital,hartselle medical center
158,HospitalName,callahan eye foundation hospital,hartselle medical center
171,HospitalName,empty,marshall medical center north
180,HospitalName,marshall medical cetner north,marshall medical center north
220,HospitalName,callahan eye foundation hospital,dekalb regional medical center
227,HospitalName,callahan eye foundation hospital,dekalb regional medical center
228,HospitalName,callahan eye foundation hospital,dekalb regional medical center
229,HospitalName,callahan eye foundation hospital,dekalb regional medical center
230,HospitalName,callahan eye foundation hospital,dekalb regional medical center
231,HospitalName,callahan eye foundation hospital,dekalb regional medical center
232,HospitalName,callahan eye foundation hospital,dekalb regional medical center
235,HospitalName,deckalb regional medical center,dekalb regional medical center
245,HospitalName,empty,southwest alabama medical center
248,HospitalName,callahan eye foundation hospital,southwest alabama medical center
249,HospitalName,callahan eye foundation hospital,southwest alabama medical center
250,HospitalName,callahan eye foundation hospital,southwest alabama medical center
251,HospitalName,callahan eye foundation hospital,southwest alabama medical center
252,HospitalName,callahan eye foundation hospital,southwest alabama medical center
253,HospitalName,callahan eye foundation hospital,southwest alabama medical center
254,HospitalName,callahan eye foundation hospital,southwest alabama medical center
255,HospitalName,callahan eye foundation hospital,southwest alabama medical center
256,HospitalName,callahan eye foundation hospital,southwest alabama medical center
257,HospitalName,callahan eye foundation hospital,southwest alabama medical center
258,HospitalName,callahan eye foundation hospital,southwest alabama medical center
259,HospitalName,callahan eye foundation hospital,southwest alabama medical center
272,HospitalName,shelby baptist medical cenetr,shelby baptist medical center
275,HospitalName,callahan eye foundation hospital,shelby baptist medical center
276,HospitalName,callahan eye foundation hospital,shelby baptist medical center
277,HospitalName,callahan eye foundation hospital,shelby baptist medical center
278,HospitalName,callahan eye foundation hospital,shelby baptist medical center
279,HospitalName,callahan eye foundation hospital,shelby baptist medical center
280,HospitalName,callahan eye foundation hospital,shelby baptist medical center
298,HospitalName,callahan eye foundation hospital***,callahan eye foundation hospital
299,HospitalName,callhan eye foundation hospital,callahan eye foundation hospital
300,HospitalName,callahan eye fsoundation hospital,callahan eye foundation hospital
301,HospitalName,callahan eey foundation hospital,callahan eye foundation hospital
302,HospitalName,calahan eye foundation hospital,callahan eye foundation hospital
303,HospitalName,callahan eye foudation hospital,callahan eye foundation hospital
304,HospitalName,ckallahan eye foundation hospital,callahan eye foundation hospital
305,HospitalName,callhaan eye foundation hospital,callahan eye foundation hospital
306,HospitalName,callahan eye fouyndation hospital,callahan eye foundation hospital
307,HospitalName,callaan eye foundation hospital,callahan eye foundation hospital
308,HospitalName,calalahan eye foundation hospital,callahan eye foundation hospital
309,HospitalName,callahan eye foundation hosptal,callahan eye foundation hospital
332,HospitalName,empty,flowers hospital
430,HospitalName,coosa valley medical centr,coosa valley medical center
432,HospitalName,empty,coosa valley medical center
470,HospitalName,empty,dale medical center
474,HospitalName,empty,dale medical center
479,HospitalName,empty,dale medical center
499,HospitalName,empty,cherokee medical center
511,HospitalName,cherokee mmedical center,cherokee medical center
596,HospitalName,elba general hosfpital,elba general hospital
619,HospitalName,east alabama medical center and sfn,east alabama medical center and snf
701,HospitalName,communidty hospital inc,community hospital inc
706,HospitalName,empty,community hospital inc
765,HospitalName,empty,andalusia regional hospital
768,HospitalName,tsringfellow memorial hospital,stringfellow memorial hospital
828,HospitalName,empty,chilton medical center
851,HospitalName,chillton medical center,chilton medical center
883,HospitalName,empty,fayette medical center
920,HospitalName,rtiverview regional medical center,riverview regional medical center
988,HospitalName,st vincnts blount,st vincents blount
37,Address1,empty,1108 ross clark circle
62,Address1,empty,2505 u s highway 431 north
75,Address1,2v05 marengo street,205 marengo street
87,Address1,empty,205 marengo street
88,Address1,empty,205 marengo street
214,Address1,empty,50 medical park east drive
369,Address1,1530  us highway 43,1530 u s highway 43
393,Address1,124 s memorialdr,124 s memorial dr
394,Address1,empty,124 s memorial dr
432,Address1,empty,315 w hickory st
442,Address1,empty,2801 debarr road
461,Address1,1300 south montgomrey avenue,1300 south montgomery avenue
462,Address1,1300 sovuth montgomery avenue,1300 south montgomery avenue
463,Address1,1300 southy montgomery avenue,1300 south montgomery avenue
464,Address1,1300 soutbh montgomery avenue,1300 south montgomery avenue
465,Address1,1300 south ontgomery avenue,1300 south montgomery avenue
466,Address1,1300 south ontgomery avenue,1300 south montgomery avenue
477,Address1,126 hospictal ave,126 hospital ave
483,Address1,12 hospital ave,126 hospital ave
553,Address1,empty,1725 pine street
627,Address1,2000 pepperell arkway,2000 pepperell parkway
724,Address1,empty,1912 alabama highway 157
737,Address1,1912 alabama higway 157,1912 alabama highway 157
760,Address1,empty,849 south three notch street
770,Address1,t301 east 18th st,301 east 18th st
892,Address1,1653 temlpe avenue north,1653 temple avenue north
898,Address1,empty,1653 temple avenue north
903,Address1,600 south third stret,600 south third street
2,City,birmnigham,birmingham
3,City,brmingham,birmingham
4,City,bdirmingham,birmingham
5,City,birminham,birmingham
20,City,birmingham,dothan
21,City,birmingham,dothan
22,City,birmingham,dothan
23,City,birmingham,dothan
24,City,birmingham,dothan
25,City,birmingham,dothan
27,City,empty,dothan
108,City,empty,opp
175,City,empty,guntersville
184,City,untersville,guntersville
213,City,empty,birmingham
230,City,empty,fort payne
233,City,fofrt payne,fort payne
267,City,empty,thomasville
275,City,alabastr,alabaster
277,City,empty,alabaster
310,City,birmingam,birmingham
311,City,birmngham,birmingham
380,City,empty,mobile
475,City,empty,ozark
508,City,ycentre,centre
526,City,monatgomery,montgomery
589,City,empty,valley
606,City,empty,elba
657,City,wedoqwee,wedowee
680,City,irmingham,birmingham
803,City,adsden,gadsden
814,City,adsden,gadsden
876,City,empty,hamilton
915,City,gdsden,gadsden
57,ZipCode,empty,35957
81,ZipCode,empty,35631
95,ZipCode,35233,36467
96,ZipCode,35233,36467
97,ZipCode,35233,36467
98,ZipCode,35233,36467
99,ZipCode,35233,36467
100,ZipCode,35233,36467
164,ZipCode,empty,35640
207,ZipCode,empty,35235
210,ZipCode,5235,35235
216,ZipCode,5235,35235
225,ZipCode,empty,35968
304,ZipCode,5233,35233
374,ZipCode,empty,35594
380,ZipCode,63617,36617
404,ZipCode,empty,36067
454,ZipCode,36560,35660
455,ZipCode,3560,35660
456,ZipCode,35606,35660
457,ZipCode,35660***,35660
458,ZipCode,5660,35660
459,ZipCode,35t660,35660
554,ZipCode,361a06,36106
555,ZipCode,empty,36106
567,ZipCode,3u6854,36854
587,ZipCode,63854,36854
694,ZipCode,empty,36078
746,ZipCode,3420,36420
750,ZipCode,36402,36420
792,ZipCode,empty,35801
842,ZipCode,empty,35045
866,ZipCode,3570,35570
896,ZipCode,empty,35555
909,ZipCode,3901,35901
6,CountyName,mjefferson,jefferson
82,CountyName,empty,lauderdale
94,CountyName,laudrdale,lauderdale
104,CountyName,empty,covington
121,CountyName,renshaw,crenshaw
190,CountyName,marhsall,marshall
196,CountyName,jeffersno,jefferson
233,CountyName,dde kalb,de kalb
234,CountyName,de xkalb,de kalb
261,CountyName,clarek,clarke
270,CountyName,sheklby,shelby
271,CountyName,sheliby,shelby
273,CountyName,shxelby,shelby
275,CountyName,empty,shelby
290,CountyName,shleby,shelby
291,CountyName,sphelby,shelby
294,CountyName,hselby,shelby
