attribute,clean_value,dirty_value,index
flight,AA-643-MIA-ORD,AA-643-MIA-ObRD,27
flight,AA-1917-JFK-MCO,empty,40
flight,CO-1586-IAH-MCO,empty,52
flight,UA-3925-IAD-ORF,AA-3859-IAH-ORD,55
flight,AA-1733-ORD-PHX,AA-3859-IAH-ORD,56
flight,UA-2830-MCO-CLT,AA-3859-IAH-ORD,57
flight,CO-58-DEN-IAH,AA-3859-IAH-ORD,58
flight,AA-1544-SAN-ORD,AA-3859-IAH-ORD,59
flight,UA-5487-SFO-MRY,AA-3859-IAH-ORD,60
flight,AA-204-LAX-MCO,AA-3859-IAH-ORD,61
flight,UA-414-LAX-SFO,AA-3859-IAH-ORD,62
flight,CO-1614-LAX-IAH,AA-3859-IAH-ORD,63
flight,UA-2726-FLL-PHL,AA-3859-IAH-ORD,64
flight,CO-52-IAH-LAX,AA-3859-IAH-ORD,65
flight,CO-1090-BOS-IAH,AA-3859-IAH-ORD,66
flight,AA-616-DFW-DTW,AA-3859-IAH-ORD,67
flight,UA-3515-IAD-MSP,AA-3859-IAH-ORD,68
flight,AA-3468-CVG-MIA,AA-3859-IAH-ORD,69
flight,AA-484-DFW-MIA,AA-3859-IAH-ORD,70
flight,AA-1886-BOS-MIA,empty,71
flight,CO-62-IAH-EWR,AA-3859-IAH-ORD,72
flight,CO-1561-PHX-IAH,AA-3859-IAH-ORD,73
flight,UA-2314-ATL-PHL,AA-3859-IAH-ORD,74
flight,AA-446-DFW-PHL,AA-3859-IAH-ORD,75
flight,CO-1023-IAH-DEN,AA-3859-IAH-ORD,76
flight,AA-466-IAH-MIA,AA-3859-IAH-ORD,77
flight,AA-1917-JFK-MCO,AA-1917-JFK-MOC,132
flight,AA-2268-PHX-ORD,empty,133
flight,AA-271-MIA-LAX,AA-3859-IAH-ORD,142
flight,CO-50-CLE-EWR,AA-3859-IAH-ORD,143
flight,UA-3099-PHX-PHL,AA-3859-IAH-ORD,144
flight,AA-4198-ORD-CLE,AA-3859-IAH-ORD,145
flight,AA-404-MIA-MCO,AA-3859-IAH-ORD,146
flight,CO-45-EWR-MIA,AA-3859-IAH-ORD,147
flight,AA-3809-PHX-LAX,AA-3859-IAH-ORD,148
flight,AA-59-JFK-SFO,AA-3859-IAH-ORD,149
flight,AA-222-LAX-BOS,AA-3859-IAH-ORD,150
flight,CO-1586-IAH-MCO,AA-3859-IAH-ORD,152
flight,AA-518-MIA-JFK,AA-3859-IAH-ORD,153
flight,UA-397-JFK-SFO,AA-3859-IAH-ORD,154
flight,UA-3925-IAD-ORF,AA-3859-IAH-ORD,155
flight,AA-1733-ORD-PHX,AA-3859-IAH-ORD,156
flight,AA-3-JFK-LAX,AA-3859-IAH-ORD,157
flight,UA-2830-MCO-CLT,AA-3859-IAH-ORD,158
flight,CO-58-DEN-IAH,AA-3859-IAH-ORD,159
flight,UA-5487-SFO-MRY,AA-3859-IAH-ORD,160
flight,AA-204-LAX-MCO,AA-3859-IAH-ORD,161
flight,UA-414-LAX-SFO,AA-3859-IAH-ORD,162
flight,CO-1614-LAX-IAH,AA-3859-IAH-ORD,163
flight,UA-2726-FLL-PHL,AA-3859-IAH-ORD,164
flight,CO-52-IAH-LAX,AA-3859-IAH-ORD,165
flight,UA-664-ORD-PHL,empty,208
flight,AA-4277-CVG-JFK,AA-427-CVG-JFK,232
flight,AA-3809-PHX-LAX,empty,248
flight,AA-484-DFW-MIA,empty,268
flight,CO-47-IAH-LAX,CO-4-IAH-LAX,376
flight,UA-248-PHX-ORD,UA-248-PHX-zORD,378
flight,UA-2945-PHL-CLT,empty,474
flight,UA-233-LAX-JFK,AA-3859-IAH-ORD,499
flight,AA-3823-LAX-DEN,AA-3859-IAH-ORD,500
flight,AA-2312-DFW-DTW,AA-3859-IAH-ORD,501
flight,AA-1165-JFK-MIA,AA-3859-IAH-ORD,502
flight,AA-431-MIA-SFO,AA-3859-IAH-ORD,503
flight,UA-3373-IAD-PHL,AA-3859-IAH-ORD,504
flight,AA-649-ORD-SNA,AA-3859-IAH-ORD,505
flight,CO-1250-MIA-IAH,AA-3859-IAH-ORD,506
flight,UA-6273-YYC-SFO,AA-3859-IAH-ORD,507
flight,UA-828-SFO-ORD,AA-3859-IAH-ORD,508
flight,CO-4888-IAH-DAL,AA-3859-IAH-ORD,509
flight,UA-858-PVG-SFO,AA-3859-IAH-ORD,510
flight,UA-2704-DTW-PHX,AA-3859-IAH-ORD,511
flight,AA-3063-SLC-LAX,AA-3859-IAH-ORD,512
flight,UA-2708-EWR-CLT,AA-3859-IAH-ORD,513
flight,UA-62-IAH-EWR,AA-3859-IAH-ORD,514
flight,UA-1500-IAH-GUA,AA-3859-IAH-ORD,515
flight,AA-3804-PHL-ORD,AA-3859-IAH-ORD,516
flight,AA-1917-JFK-MCO,AA-3859-IAH-ORD,517
flight,AA-2268-PHX-ORD,AA-3859-IAH-ORD,518
flight,AA-4277-CVG-JFK,AA-3859-IAH-ORD,519
flight,AA-2957-DFW-CVG,AA-3859-IAH-ORD,520
flight,UA-37-EDI-EWR,AA-3859-IAH-ORD,521
flight,CO-45-EWR-MIA,CO-45-WR-MIA,534
flight,UA-397-JFK-SFO,empty,541
flight,AA-1279-DFW-PHX,AA-179-DFW-PHX,569
flight,CO-16-LAX-EWR,empty,593
flight,UA-664-ORD-PHL,AA-3859-IAH-ORD,596
flight,UA-37-EWR-MCO,AA-3859-IAH-ORD,597
flight,AA-1522-SFO-ORD,AA-3859-IAH-ORD,598
flight,UA-233-LAX-JFK,AA-3859-IAH-ORD,599
flight,AA-3823-LAX-DEN,AA-3859-IAH-ORD,600
flight,AA-2312-DFW-DTW,AA-3859-IAH-ORD,601
flight,UA-2314-ATL-PHL,AA-3859-IAH-ORD,602
flight,AA-431-MIA-SFO,AA-3859-IAH-ORD,604
flight,UA-257-JFK-SFO,AA-3859-IAH-ORD,605
flight,UA-3373-IAD-PHL,AA-3859-IAH-ORD,606
flight,CO-1250-MIA-IAH,AA-3859-IAH-ORD,607
flight,UA-828-SFO-ORD,AA-3859-IAH-ORD,608
flight,CO-4888-IAH-DAL,AA-3859-IAH-ORD,609
flight,UA-2704-DTW-PHX,AA-3859-IAH-ORD,610
flight,AA-3063-SLC-LAX,AA-3859-IAH-ORD,611
flight,UA-2708-EWR-CLT,AA-3859-IAH-ORD,612
flight,UA-62-IAH-EWR,AA-3859-IAH-ORD,613
flight,AA-3804-PHL-ORD,AA-3859-IAH-ORD,614
flight,AA-1917-JFK-MCO,AA-3859-IAH-ORD,615
flight,AA-2268-PHX-ORD,AA-3859-IAH-ORD,616
flight,AA-4277-CVG-JFK,AA-3859-IAH-ORD,617
flight,AA-789-ORD-DEN,AA-3859-IAH-ORD,618
flight,UA-854-SFO-IAH,AA-3859-IAH-ORD,619
flight,AA-3786-IAH-ORD,AA-3786-IAHORD,622
flight,UA-414-LAX-SFO,empty,641
flight,CO-1090-BOS-IAH,empty,645
flight,AA-1279-DFW-PHX,AA1279-DFW-PHX,661
flight,AA-85-JFK-SFO,AA-8x5-JFK-SFO,716
flight,AA-1664-MIA-ATL,A-1664-MIA-ATL,749
flight,AA-4344-ORD-DTW,AA-4344-ORD-TDW,753
flight,AA-1221-MCO-ORD,AA-1221-MCO-wORD,809
flight,UA-2830-MCO-CLT,UA-2830-MC-OCLT,819
flight,CO-52-IAH-LAX,CO-52-IAH-LXA,826
flight,CO-1090-BOS-IAH,C-O1090-BOS-IAH,827
flight,AA-446-DFW-PHL,AA-446-DFW-HPL,836
flight,CO-16-LAX-EWR,empty,866
flight,UA-828-SFO-ORD,empty,882
flight,AA-222-LAX-BOS,AA-222z-LAX-BOS,911
flight,AA-3859-IAH-ORD,AA-3859-IAH-OiRD,912
flight,UA-854-SFO-IAH,empty,961
flight,AA-1640-MIA-MCO,AA-1640-MIA-gMCO,973
flight,AA-3468-CVG-MIA,AA-3468-CGV-MIA,1003
flight,AA-643-MIA-ORD,A-643-MIA-ORD,1030
flight,AA-1522-SFO-ORD,AA1522-SFO-ORD,1036
flight,UA-6273-YYC-SFO,empty,1046
flight,AA-789-ORD-DEN,empty,1058
flight,CO-45-EWR-MIA,CO-45-EW-RMIA,1068
flight,CO-1614-LAX-IAH,empty,1083
flight,AA-3468-CVG-MIA,AA-346c8-CVG-MIA,1089
flight,CO-62-IAH-EWR,empty,1092
flight,AA-446-DFW-PHL,empty,1095
flight,AA-4307-ORD-DTW,empty,1115
flight,UA-37-EDI-EWR,empty,1154
flight,AA-3468-CVG-MIA,empty,1178
flight,UA-2708-EWR-CLT,empty,1208
flight,AA-446-DFW-PHL,AA-446-DFW-PHtL,1248
flight,UA-37-EDI-EWR,empty,1309
flight,UA-2314-ATL-PHL,empty,1347
flight,AA-3823-LAX-DEN,AA-3823-LAX-DNE,1386
flight,AA-431-MIA-SFO,empty,1389
flight,AA-4198-ORD-CLE,AA-4198-ORD-cCLE,1417
flight,UA-2906-PHL-MCO,empty,1450
flight,CO-1694-LAX-IAH,empty,1480
flight,AA-2312-DFW-DTW,empty,1553
flight,UA-62-IAH-EWR,empty,1566
flight,AA-789-ORD-DEN,AAr-789-ORD-DEN,1574
flight,AA-1664-MIA-ATL,empty,1603
flight,AA-789-ORD-DEN,empty,1645
flight,AA-1279-DFW-PHX,AA-127-DFW-PHX,1680
flight,AA-1640-MIA-MCO,AA-164-0MIA-MCO,1693
flight,AA-3804-PHL-ORD,AA-3084-PHL-ORD,1715
flight,UA-3925-IAD-ORF,UA-3925-IADp-ORF,1729
flight,UA-37-EDI-EWR,empty,1755
flight,AA-1664-MIA-ATL,AA-166u4-MIA-ATL,1789
flight,UA-2314-ATL-PHL,empty,1923
