237.state,TtX,TX
57.state,cIN,IN
1793.state,ZA,AZ
517.state,OaR,OR
1379.brewery_name,Mowab Brewery,Moab Brewery
1239.state,ZA,AZ
82.city,Louisvilrle,Louisville
532.brewery_id,408,192
397.brewery_name,Brewery Viavnt,Brewery Vivant
105.brewery_name,Anderso nValley Brewing Company,Anderson Valley Brewing Company
1665.state,H,OH
1318.city,Somerse Center,Somerset Center
77.brewery_name,Agaainst the Grain Brewery,Against the Grain Brewery
715.brewery_id,408,57
1189.brewery_id,32,332
81.city,Louisbville,Louisville
699.brewery_id,408,127
2402.brewery_id,4n24,424
1237.state,pAZ,AZ
717.brewery_id,408,57
2057.city,Inianapolis,Indianapolis
533.brewery_id,408,192
400.brewery_name,Bewery Vivant,Brewery Vivant
1196.state,IpD,ID
1209.brewery_id,289,298
530.brewery_id,408,267
1292.city,Utiac,Utica
2320.brewery_id,95,295
714.brewery_id,408,57
78.brewery_name,Against xthe Grain Brewery,Against the Grain Brewery
244.state,AM,MA
72.city,Louisvile,Louisville
395.city,Gqrand Rapids,Grand Rapids
61.brewery_name,7 Seas Breiwng Company,7 Seas Brewing Company
97.state,A,CA
697.brewery_id,408,127
1238.state,ZA,AZ
7.state,N,IN
398.brewery_name,kBrewery Vivant,Brewery Vivant
1648.brewery_id,t355,355
857.state,oAZ,AZ
529.brewery_id,408,230
664.brewery_name,Crooked Fence Breing Company,Crooked Fence Brewing Company
2251.brewery_id,35,435
1685.brewery_id,28,128
534.brewery_id,408,192
854.state,nAZ,AZ
1788.state,Z,AZ
1099.state,IW,WI
1850.brewery_id,3,83
1781.brewery_name,Ruhstaller Beer Compnay,Ruhstaller Beer Company
1725.brewery_id,44***,44
399.brewery_name,Brewery ivant,Brewery Vivant
528.brewery_id,408,230
730.brewery_id,408,531
201.city,Minneaplis,Minneapolis
395.brewery_name,Brewebry Vivant,Brewery Vivant
1983.brewery_name,Spreccher Brewing Company,Sprecher Brewing Company
80.brewery_name,Against the Grain Breweiry,Against the Grain Brewery
535.brewery_id,408,192
540.state,I,WI
716.brewery_id,408,57
698.brewery_id,408,127
1943.brewery_name,Southampton Publlick House,Southampton Publick House
1277.brewery_name,Marshall Wharf Brewnig Company,Marshall Wharf Brewing Company
929.city,Aurorya,Aurora
667.state,SlD,SD
464.brewery_id,503,530
1842.brewery_name,Shipyard Brewing Compny,Shipyard Brewing Company
1792.state,bAZ,AZ
855.state,ZA,AZ
1176.state,K,AK
710.brewery_id,408,453
359.brewery_id,00,300
695.brewery_id,408,330
536.brewery_id,408,192
1444.brewery_id,2,82
446.brewery_name,Breery Vivant,Brewery Vivant
303.brewery_id,38l0,380
996.brewery_name,Griffin ClawB rewing Company,Griffin Claw Brewing Company
1604.city,Mioddlebury,Middlebury
79.city,Louiville,Louisville
511.brewery_id,15t5,155
700.brewery_id,408,127
526.brewery_id,408,230
519.brewery_id,408,178
731.brewery_id,408,531
1692.brewery_id,75,475
394.brewery_name,Brewery Viant,Brewery Vivant
2031.brewery_id,8,58
76.city,Louisvilel,Louisville
1405.state,AC,CA
975.brewery_id,3g65,365
1367.city,onroe,Monroe
728.brewery_id,408,311
721.brewery_id,408,237
242.state,OC,CO
1769.state,KO,OK
391.brewery_name,Brewery Vivnat,Brewery Vivant
2006.brewery_id,311,131
71.city,Loiusville,Louisville
901.city,Los Agneles,Los Angeles
1376.city,SanD iego,San Diego
294.city,incoln,Lincoln
1409.brewery_name,Mother's Brewinag,Mother's Brewing
914.city,Bedn,Bend
1118.state,E,DE
705.brewery_id,408,283
392.brewery_name,Brewery sVivant,Brewery Vivant
383.state,gFL,FL
1888.brewery_id,2m64,264
859.state,ZA,AZ
712.brewery_id,408,263
1573.brewery_name,Oskar Blues Brweery,Oskar Blues Brewery
647.state,RA,AR
524.brewery_id,408,497
1341.brewery_name,Mike Hess Brewing Compay,Mike Hess Brewing Company
74.city,Louisvilkle,Louisville
392.city,Gran dRapids,Grand Rapids
680.state,EM,ME
531.brewery_id,408,267
852.brewery_id,438,348
719.brewery_id,408,57
1891.state,OC,CO
726.brewery_id,408,491
2258.brewery_id,1p59,159
549.city,Atelantic Highlands,Atlantic Highlands
2183.brewery_name,Thraee Pints Brewing,Three Pints Brewing
1082.city,Portladn,Portland
250.brewery_id,04,40
725.brewery_id,408,491
456.brewery_name,Brokenl Tooth Brewing Company,Broken Tooth Brewing Company
776.brewery_name,Fat Head'ps Brewery,Fat Head's Brewery
2317.city,Meadille,Meadville
1815.city,Sahnta Fe,Santa Fe
78.city,Louihsville,Louisville
706.brewery_id,408,283
81.brewery_name,Agains tthe Grain Brewery,Against the Grain Brewery
1400.city,Saint Lousi,Saint Louis
2375.brewery_name,Wildwood Brewnig Company,Wildwood Brewing Company
650.state,OC,CO
522.brewery_id,408,497
2018.brewery_id,255***,255
1020.brewery_name,Harpoon Brweery,Harpoon Brewery
2167.brewery_id,48,438
194.state,AeZ,AZ
1230.city,Meominee,Menominee
1380.brewery_id,399***,399
73.city,Louisvilel,Louisville
394.city,Grand Rapisd,Grand Rapids
46.brewery_id,0,60
1475.brewery_id,74,174
314.brewery_id,328,382
724.brewery_id,408,491
2229.city,Seatle,Seattle
523.brewery_id,408,497
393.city,Grand Rapis,Grand Rapids
2305.brewery_name,Utah Brewers Cooerative,Utah Brewers Cooperative
707.brewery_id,408,453
75.city,Louisvilel,Louisville
856.state,ZA,AZ
815.brewery_name,uFlying Dog Brewery,Flying Dog Brewery
1701.state,A,WA
288.brewery_name,Blackrocks Breweyr,Blackrocks Brewery
895.brewery_name,Golen Road Brewing,Golden Road Brewing
722.brewery_id,408,237
703.brewery_id,408,127
520.brewery_id,408,178
646.state,RA,AR
1622.brewery_name,Pedernales Brewin gCompany,Pedernales Brewing Company
708.brewery_id,408,453
396.brewery_name,Brweery Vivant,Brewery Vivant
1713.brewery_name,Revvolution Brewing,Revolution Brewing
2250.state,CpT,CT
729.brewery_id,408,488
1790.state,vAZ,AZ
82.brewery_name,Agaisnt the Grain Brewery,Against the Grain Brewery
1481.city,Myrtle Beacmh,Myrtle Beach
660.brewery_name,Crazy Mountain Brewing Copany,Crazy Mountain Brewing Company
19.city,Corvlalis,Corvallis
723.brewery_id,408,491
478.brewery_name,Burn 'Em Brewign,Burn 'Em Brewing
73.brewery_name,Against theG rain Brewery,Against the Grain Brewery
393.brewery_name,Brewery Vitvant,Brewery Vivant
858.state,ZA,AZ
702.brewery_id,408,127
1031.city,Betl,Belt
709.brewery_id,408,453
2134.city,Eavnston,Evanston
521.brewery_id,408,497
720.brewery_id,408,57
76.brewery_name,Agains the Grain Brewery,Against the Grain Brewery
836.state,RO,OR
2284.brewery_id,15,51
2408.brewery_id,24,424
390.city,Grand hRapids,Grand Rapids
2063.brewery_id,52,25
2178.state,AV,VA
1789.state,ZA,AZ
711.brewery_id,408,263
649.city,Covcington,Covington
2108.brewery_id,5,45
391.city,Gand Rapids,Grand Rapids
527.brewery_id,408,230
701.brewery_id,408,127
1902.city,Pottstwn,Pottstown
1563.state,OC,CO
756.state,OC,CO
1791.state,Z,AZ
1028.brewery_name,Harpoon rewery,Harpoon Brewery
596.brewery_name,Churckey Can Company,Churchkey Can Company
1455.state,OC,CO
1957.city,Conreo,Conroe
696.brewery_id,408,127
1458.brewery_id,o82,82
1268.state,jPA,PA
1735.state,H,OH
139.brewery_id,52e8,528
704.brewery_id,408,127
2336.brewery_name,West Sixth rBewing,West Sixth Brewing
905.brewery_name,Golden Road Brewign,Golden Road Brewing
567.state,X,TX
525.brewery_id,408,230
173.city,Fuquay-Varian,Fuquay-Varina
718.brewery_id,408,57
727.brewery_id,408,319
2394.state,H,NH
390.brewery_name,BreweryVivant,Brewery Vivant
2281.city,Boyulder,Boulder
2139.brewery_name,Texian Brewing o.,Texian Brewing Co.
1455.brewery_name,New Belgium Brewng Company,New Belgium Brewing Company
491.brewery_name,ButternutsB eer and Ale,Butternuts Beer and Ale
847.city,Dlalas,Dallas
1157.brewery_name,KelSo Becer Company,KelSo Beer Company
1792.brewery_name,SanTan Brewing Comupany,SanTan Brewing Company
1825.brewery_name,Schlafly Brewinsg Company,Schlafly Brewing Company
79.brewery_name,Against th eGrain Brewery,Against the Grain Brewery
80.city,Lousiville,Louisville
77.city,Loisville,Louisville
