Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.8480074142724745
Attribute: birthyear, MSE: nan, Jaccard: 0.9999193201376936
Attribute: birthplace, MSE: nan, Jaccard: 0.9998724178481884
Attribute: position, MSE: nan, Jaccard: 0.9834233898586311
Attribute: team, MSE: nan, Jaccard: 0.6263469827586207
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.5010775862068966
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.22539305050375022
