index,attribute,dirty_value,clean_value
3,HospitalName,helen keller memorial hospital,callahan eye foundation hospital
4,HospitalName,helen keller memorial hospital,callahan eye foundation hospital
9,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
10,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
11,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
12,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
13,HospitalName,heen keller memorial hospital,helen keller memorial hospital
14,HospitalName,helen keller memorial hosptial,helen keller memorial hospital
16,HospitalName,helen keller memorail hospital,helen keller memorial hospital
17,HospitalName,helen ekller memorial hospital,helen keller memorial hospital
19,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
20,HospitalName,callahan eye foundation hospital,southeast alabama medical center
21,HospitalName,callahan eye foundation hospital,southeast alabama medical center
94,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
95,HospitalName,empty,mizell memorial hospital
96,HospitalName,callahan eye foundation hospital,mizell memorial hospital
108,HospitalName,callahan eye foundation hospital,mizell memorial hospital
109,HospitalName,callahan eye foundation hospital,mizell memorial hospital
110,HospitalName,callahan eye foundation hospital,mizell memorial hospital
111,HospitalName,callahan eye foundation hospital,mizell memorial hospital
112,HospitalName,callahan eye foundation hospital,mizell memorial hospital
113,HospitalName,callahan eye foundation hospital,mizell memorial hospital
114,HospitalName,callahan eye foundation hospital,mizell memorial hospital
210,HospitalName,empty,st vincents east
266,HospitalName,callahan eye foundation hospital,southwest alabama medical center
267,HospitalName,callahan eye foundation hospital,southwest alabama medical center
268,HospitalName,callahan eye foundation hospital,southwest alabama medical center
295,HospitalName,empty,callahan eye foundation hospital
453,HospitalName,helen keller memorial hospitla,helen keller memorial hospital
454,HospitalName,helen kellerc memorial hospital,helen keller memorial hospital
455,HospitalName,helen keller memorial hosptial,helen keller memorial hospital
479,HospitalName,dlae medical center,dale medical center
544,HospitalName,empty,jackson hospital & clinic inc
583,HospitalName,g h lanier emorial hospital,g h lanier memorial hospital
734,HospitalName,cullman regional medicawl center,cullman regional medical center
804,HospitalName,empty,gadsden regional medical center
852,HospitalName,chilto nmedical center,chilton medical center
873,HospitalName,maroin regional medical center,marion regional medical center
896,HospitalName,empty,fayette medical center
974,HospitalName,empty,medical center enterprise
2,Address1,1720 uiversity blvd,1720 university blvd
38,Address1,empty,1108 ross clark circle
84,Address1,empty,205 marengo street
120,Address1,empty,101 hospital circle
241,Address1,200 mend center drive,200 med center drive
310,Address1,1702 university blvd,1720 university blvd
