425.city,hGrand Rapids,Grand Rapids
407.brewery_id,408,10
947.city,urora,Aurora
1668.state,ZA,AZ
2401.brewery_id,1m99,199
426.city,Grasnd Rapids,Grand Rapids
427.city,Gjrand Rapids,Grand Rapids
2122.brewery_id,4h09,409
2042.brewery_id,5,25
2099.brewery_name,TailGate Ber,TailGate Beer
423.city,Gratnd Rapids,Grand Rapids
1147.brewery_id,152,125
411.brewery_id,408,10
435.brewery_name,Brtewery Vivant,Brewery Vivant
571.state,X,TX
1160.brewery_name,Kenai River Brewingg Company,Kenai River Brewing Company
614.brewery_id,408,141
77.brewery_id,408,1
424.city,GrandR apids,Grand Rapids
771.brewery_id,713,173
1406.brewery_id,504,540
2033.brewery_name,Sun King Brewing Comparny,Sun King Brewing Company
440.brewery_name,Bbrewery Vivant,Brewery Vivant
613.brewery_id,408,141
1091.brewery_id,08,80
1705.city,oulder,Boulder
436.brewery_name,Breery Vivant,Brewery Vivant
81.brewery_id,408,1
143.brewery_name,Aslan Brewing oCmpany,Aslan Brewing Company
1803.state,Z,AZ
408.brewery_id,408,10
610.brewery_id,408,141
132.city,Battle Ceek,Battle Creek
254.brewery_name,Big Sky Brewing Coimpany,Big Sky Brewing Company
428.city,Grand Rapis,Grand Rapids
439.brewery_name,rBewery Vivant,Brewery Vivant
1802.state,ApZ,AZ
1823.brewery_id,482,428
2194.brewery_id,1j7,17
78.brewery_id,408,1
467.brewery_name,Buckbean Bewing Company,Buckbean Brewing Company
1805.state,uAZ,AZ
1446.brewery_name,New mBelgium Brewing Company,New Belgium Brewing Company
286.brewery_id,9,79
522.brewery_id,4h97,497
574.city,Ahland,Ashland
1480.city,College Sattion,College Station
1178.brewery_name,King StreetB rewing Company,King Street Brewing Company
1804.state,AiZ,AZ
2187.brewery_id,822,282
80.brewery_id,408,1
1988.brewery_id,38z3,383
612.brewery_id,408,141
1864.state,YN,NY
2326.state,MuA,MA
903.brewery_id,204,240
1800.state,iAZ,AZ
266.state,LF,FL
690.city,Aourora,Aurora
301.brewery_name,Blue Blood BrewingC ompany,Blue Blood Brewing Company
437.brewery_name,Brewery Vivnat,Brewery Vivant
409.brewery_id,408,10
406.brewery_id,408,10
79.brewery_id,408,1
1947.brewery_id,33,133
1315.brewery_name,Mavericks eer Company,Mavericks Beer Company
410.brewery_id,408,10
1053.state,A,WA
955.brewery_name,Great Divide Brewing fCompany,Great Divide Brewing Company
217.brewery_id,130,103
438.brewery_name,Brewery oVivant,Brewery Vivant
611.brewery_id,408,141
135.brewery_name,Armadillo vAle Works,Armadillo Ale Works
1366.state,I,WI
76.brewery_id,408,1
574.state,AV,VA
114.city,Boonivlle,Boonville
1093.brewery_name,Hopworks Urba Brewery,Hopworks Urban Brewery
1035.brewery_name,Hwai'i Nui Brewing Co.,Hawai'i Nui Brewing Co.
1801.state,Z,AZ
689.brewery_name,Dad & Dude's Brkeweria,Dad & Dude's Breweria
615.brewery_id,408,141
