index,attribute,dirty_value,clean_value
2,ProviderNumber,1008,10018
3,ProviderNumber,1018,10018
5,ProviderNumber,1r0018,10018
9,ProviderNumber,10018,10019
10,ProviderNumber,10018,10019
57,ProviderNumber,empty,10005
97,ProviderNumber,10018,10007
98,ProviderNumber,10018,10007
99,ProviderNumber,10018,10007
100,ProviderNumber,10018,10007
123,ProviderNumber,empty,10008
133,ProviderNumber,1008,10008
170,ProviderNumber,100r10,10010
191,ProviderNumber,empty,10010
281,ProviderNumber,1016,10016
288,ProviderNumber,1001q6,10016
309,ProviderNumber,10081,10018
310,ProviderNumber,10081,10018
311,ProviderNumber,1z0018,10018
331,ProviderNumber,100h38,10038
467,ProviderNumber,10q021,10021
474,ProviderNumber,empty,10021
484,ProviderNumber,10012,10021
507,ProviderNumber,empty,10022
516,ProviderNumber,1022,10022
630,ProviderNumber,empty,10029
658,ProviderNumber,empty,10032
664,ProviderNumber,empty,10032
667,ProviderNumber,33,10033
680,ProviderNumber,empty,10033
708,ProviderNumber,1003n4,10034
737,ProviderNumber,10305,10035
747,ProviderNumber,1z0036,10036
801,ProviderNumber,10x039,10039
808,ProviderNumber,1040,10040
819,ProviderNumber,empty,10040
825,ProviderNumber,empty,10040
831,ProviderNumber,1043,10043
884,ProviderNumber,10405,10045
892,ProviderNumber,1004i5,10045
914,ProviderNumber,1004s6,10046
942,ProviderNumber,empty,10047
992,ProviderNumber,d10050,10050
11,HospitalName,helen keller memrorial hospital,helen keller memorial hospital
19,HospitalName,helen keller memorial hospial,helen keller memorial hospital
22,HospitalName,southesat alabama medical center,southeast alabama medical center
39,HospitalName,empty,southeast alabama medical center
63,HospitalName,marshall medical center sotuh,marshall medical center south
67,HospitalName,empty,marshall medical center south
83,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
84,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
85,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
86,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
87,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
88,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
101,HospitalName,callahan eye foundation hospital,mizell memorial hospital
102,HospitalName,callahan eye foundation hospital,mizell memorial hospital
103,HospitalName,callahan eye foundation hospital,mizell memorial hospital
104,HospitalName,callahan eye foundation hospital,mizell memorial hospital
105,HospitalName,callahan eye foundation hospital,mizell memorial hospital
106,HospitalName,callahan eye foundation hospital,mizell memorial hospital
107,HospitalName,callahan eye foundation hospital,mizell memorial hospital
108,HospitalName,callahan eye foundation hospital,mizell memorial hospital
109,HospitalName,callahan eye foundation hospital,mizell memorial hospital
110,HospitalName,callahan eye foundation hospital,mizell memorial hospital
111,HospitalName,callahan eye foundation hospital,mizell memorial hospital
112,HospitalName,callahan eye foundation hospital,mizell memorial hospital
113,HospitalName,callahan eye foundation hospital,mizell memorial hospital
114,HospitalName,callahan eye foundation hospital,mizell memorial hospital
115,HospitalName,callahan eye foundation hospital,mizell memorial hospital
116,HospitalName,callahan eye foundation hospital,mizell memorial hospital
117,HospitalName,callahan eye foundation hospital,mizell memorial hospital
118,HospitalName,callahan eye foundation hospital,mizell memorial hospital
177,HospitalName,callahan eye foundation hospital,marshall medical center north
178,HospitalName,callahan eye foundation hospital,marshall medical center north
179,HospitalName,callahan eye foundation hospital,marshall medical center north
180,HospitalName,callahan eye foundation hospital,marshall medical center north
181,HospitalName,callahan eye foundation hospital,marshall medical center north
182,HospitalName,callahan eye foundation hospital,marshall medical center north
215,HospitalName,empty,st vincents east
221,HospitalName,empty,dekalb regional medical center
236,HospitalName,callahan eye foundation hospital,dekalb regional medical center
237,HospitalName,callahan eye foundation hospital,dekalb regional medical center
238,HospitalName,callahan eye foundation hospital,dekalb regional medical center
239,HospitalName,callahan eye foundation hospital,dekalb regional medical center
240,HospitalName,callahan eye foundation hospital,dekalb regional medical center
241,HospitalName,callahan eye foundation hospital,dekalb regional medical center
322,HospitalName,stringfellow memorial hosmpital,stringfellow memorial hospital
354,HospitalName,empty,decatur general hospital
453,HospitalName,helen keler memorial hospital,helen keller memorial hospital
454,HospitalName,helen keller memoria hospital,helen keller memorial hospital
455,HospitalName,helen keller memorial hospitl,helen keller memorial hospital
456,HospitalName,helen kellerc memorial hospital,helen keller memorial hospital
495,HospitalName,empty,cherokee medical center
503,HospitalName,empty,cherokee medical center
570,HospitalName,g h lanier memorial hosiptal,g h lanier memorial hospital
652,HospitalName,wedowee holspital,wedowee hospital
