Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: article_title, MSE: nan, Jaccard: 0.01588877855014892
Attribute: article_language, MSE: nan, Jaccard: 0.0
Attribute: journal_title, MSE: nan, Jaccard: 0.10085354896675658
Attribute: journal_abbreviation, MSE: nan, Jaccard: 0.0
Attribute: journal_issn, MSE: nan, Jaccard: 0.11337345749110461
Attribute: article_jvolumn, MSE: nan, Jaccard: 0.0
Attribute: article_jissue, MSE: nan, Jaccard: 0.0
Attribute: article_jcreated_at, MSE: nan, Jaccard: 0.0
Attribute: article_pagination, MSE: nan, Jaccard: 0.0
Attribute: author_list, MSE: nan, Jaccard: 0.987027027027027
加权混合距离: 0.05071428383479321
