591.countyname,chmbers,chambers
595.condition,heart attactk,heart attack
784.measurename,heart attack patients given pci within 90 minutes of rarival,heart attack patients given pci within 90 minutes of arrival
727.hospitalowner,government - qhospital district or authority,government - hospital district or authority
609.stateavg,als_cip-card-2,al_scip-card-2
290.hospitalname,callahan eye foundation hospital,shelby baptist medical center
18.address1,1300 soth montgomery avenue,1300 south montgomery avenue
342.hospitalowner,proprietry,proprietary
545.condition,heart attakc,heart attack
59.hospitalname,callahan eye foundation hospital,marshall medical center south
450.condition,surgical infection preveyntion,surgical infection prevention
874.countyname,mrarion,marion
553.address1,175 pine street,1725 pine street
828.stateavg,al_ami1-,al_ami-1
267.city,birmingham,thomasville
66.stateavg,al_scip-inf4,al_scip-inf-4
296.city,birmingahm,birmingham
164.hospitalname,callahan eye foundation hospital,hartselle medical center
216.zipcode,l35235,35235
19.address1,130v0 south montgomery avenue,1300 south montgomery avenue
77.measurename,herat failure patients given discharge instructions,heart failure patients given discharge instructions
447.measurename,all heart surgery patient swhose blood sugar (blood glucose) is kept under good control in the days right after surgery,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery
645.condition,herat attack,heart attack
57.hospitalname,callahan eye foundation hospital,marshall medical center south
27.stateavg,la_hf-1,al_hf-1
340.address1,4370w est main street,4370 west main street
498.address1,400 northwood dr***,400 northwood dr
85.hospitalname,callahan eye foundation hospital,eliza coffee memorial hospital
814.stateavg,al_pn-s2,al_pn-2
245.measurename,heart attack patients given aspirin a tarrival,heart attack patients given aspirin at arrival
521.countyname,montgoery,montgomery
60.hospitalname,callahan eye foundation hospital,marshall medical center south
55.hospitalname,callahan eye foundation hospital,marshall medical center south
129.stateavg,l_hf-3,al_hf-3
661.hospitalname,wedoee hospital,wedowee hospital
125.phonenumber,334335374,3343353374
961.phonenumber,33434705d84,3343470584
723.phonenumber,256732000,2567372000
286.emergencyservice,yse,yes
393.countyname,autaugza,autauga
623.countyname,ele,lee
712.stateavg,al_sci-inf-3,al_scip-inf-3
456.measurename,pneumonia patients given initial antibiotic(ms) within 6 hours after arrival,pneumonia patients given initial antibiotic(s) within 6 hours after arrival
299.emergencyservice,es,yes
266.city,birmingham,thomasville
115.emergencyservice,nyo,no
901.city,faeytte,fayette
180.hospitalname,callahan eye foundation hospital,marshall medical center north
310.hospitalname,callaha neye foundation hospital,callahan eye foundation hospital
620.condition,heart tatack,heart attack
457.phonenumber,25638o64556,2563864556
311.hospitalname,callahan eye foundation hospitial,callahan eye foundation hospital
949.emergencyservice,rno,no
803.measurename,hert attack patients given aspirin at arrival,heart attack patients given aspirin at arrival
58.hospitalname,callahan eye foundation hospital,marshall medical center south
649.emergencyservice,o,no
2.hospitalname,cllahan eye foundation hospital,callahan eye foundation hospital
699.city,atllassee,tallassee
570.condition,hearat attack,heart attack
687.zipcode,35233***,35233
6.hospitalname,callrahan eye foundation hospital,callahan eye foundation hospital
298.emergencyservice,es,yes
156.phonenumber,r2567736511,2567736511
84.hospitalname,callahan eye foundation hospital,eliza coffee memorial hospital
269.phonenumber,346366221,3346366221
737.stateavg,a_lscip-inf-3,al_scip-inf-3
314.measurename,heart attack patients given aspirin atl arrival,heart attack patients given aspirin at arrival
582.stateavg,al_pn-g6,al_pn-6
56.hospitalname,callahan eye foundation hospital,marshall medical center south
279.countyname,shlby,shelby
498.city,entre,centre
707.address1,805 friendship rvoad,805 friendship road
152.stateavg,al_hf1-,al_hf-1
289.hospitalname,callahan eye foundation hospital,shelby baptist medical center
419.zipcode,3p5150,35150
441.countyname,anchrage,anchorage
440.zipcode,99508***,99508
712.hospitalowner,vlountary non-profit - private,voluntary non-profit - private
8.zipcode,3523,35233
280.countyname,helby,shelby
432.phonenumber,25624o95000,2562495000
687.stateavg,al_scipinf-3,al_scip-inf-3
176.zipcode,5976,35976
163.hospitalname,callahan eye foundation hospital,hartselle medical center
839.hospitalname,chielton medical center,chilton medical center
810.zipcode,h35903,35903
309.hospitalowner,voluntary non-profit - privte,voluntary non-profit - private
762.stateavg,lal_scip-inf-3,al_scip-inf-3
480.condition,pneuomnia,pneumonia
770.stateavg,al_scip-if-3,al_scip-inf-3
853.measurename,heart attack patients given aspirin at arirval,heart attack patients given aspirin at arrival
358.measurename,heart attack patients given smoking cessatoin advice/counseling,heart attack patients given smoking cessation advice/counseling
181.hospitalname,callahan eye foundation hospital,marshall medical center north
3.hospitalname,cllahan eye foundation hospital,callahan eye foundation hospital
567.measurename,heart attack patients given aspirin at arrikval,heart attack patients given aspirin at arrival
504.hospitalowner,voluntary non-porfit - private,voluntary non-profit - private
64.hospitalowner,governmetn - hospital district or authority,government - hospital district or authority
230.measurename,heart failure patients given smokng cessation advice/counseling,heart failure patients given smoking cessation advice/counseling
475.stateavg,al_h-2,al_hf-2
458.phonenumber,2568364556,2563864556
547.emergencyservice,yefs,yes
529.phonenumber,342882100,3342882100
297.city,birminham,birmingham
308.hospitalowner,voluntary noan-profit - private,voluntary non-profit - private
628.zipcode,3601,36801
295.zipcode,32533,35233
54.hospitalname,callahan eye foundation hospital,marshall medical center south
576.countyname,chambres,chambers
392.hospitalowner,government - stalte,government - state
