index,attribute,dirty_value,clean_value
78,sched_dep_time,empty,11:05 AM
117,sched_dep_time,06:59 MA,06:59 AM
179,sched_dep_time,empty,06:00 AM
215,sched_dep_time,0n6:59 AM,06:59 AM
306,sched_dep_time,0:59 AM,06:59 AM
335,sched_dep_time,empty,06:00 AM
338,sched_dep_time,u07:10 AM,07:10 AM
404,sched_dep_time,06:59 M,06:59 AM
407,sched_dep_time,empty,01:30 PM
448,sched_dep_time,empty,11:25 PM
458,sched_dep_time,empty,10:45 AM
502,sched_dep_time,06:95 AM,06:59 AM
591,sched_dep_time,4:16 PM,04:16 PM
598,sched_dep_time,1:55 PM,11:55 PM
748,sched_dep_time,07:55 MA,07:55 AM
771,sched_dep_time,01:2 PM,01:29 PM
929,sched_dep_time,empty,11:35 AM
991,sched_dep_time,06:40 M,06:40 AM
1049,sched_dep_time,08e:20 PM,08:20 PM
1112,sched_dep_time,empty,03:35 PM
1117,sched_dep_time,empty,01:55 PM
1121,sched_dep_time,04:5 5PM,04:55 PM
1140,sched_dep_time,0:735 AM,07:35 AM
1174,sched_dep_time,08:41 MA,08:41 AM
1275,sched_dep_time,h04:55 PM,04:55 PM
1374,sched_dep_time,04:55 PyM,04:55 PM
1471,sched_dep_time,empty,07:00 AM
1539,sched_dep_time,4:55 PM,04:55 PM
1613,sched_dep_time,04:55d PM,04:55 PM
1633,sched_dep_time,empty,08:35 AM
1648,sched_dep_time,empty,01:33 PM
1700,sched_dep_time,0455 PM,04:55 PM
1754,sched_dep_time,02:55 MP,02:55 PM
1780,sched_dep_time,02:30P M,02:30 PM
1809,sched_dep_time,40:55 PM,04:55 PM
1909,sched_dep_time,045:5 PM,04:55 PM
2001,sched_dep_time,4:55 PM,04:55 PM
2013,sched_dep_time,empty,09:00 PM
2031,sched_dep_time,0w7:15 AM,07:15 AM
2101,sched_dep_time,i04:55 PM,04:55 PM
2109,sched_dep_time,empty,12:15 PM
2141,sched_dep_time,11:5 AM,11:35 AM
