index,attribute,dirty_value,clean_value
30,article_title,"Responses to open peer commentaries on ""the subjective brain identity and neuroethics""",Responses to open peer commentaries on the subjective brain identity and neuroethics
134,article_title, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
162,article_title,"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.",Cyclin d1 gene expression in oral mucosa of tobacco chewers-an immunohistochemical study.
538,article_title,"Employing a youth-led adult-guided framework: ""why drive high?"" social marketing campaign.",Employing a youth-led adult-guided framework: why drive high? social marketing campaign.
614,article_title,"The Chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety",The Chinese medicine construct stagnation in mind-body connection mediates the effects of mindfulness training on depression and anxiety
644,article_title,"Letter by Raposeiras-Roubin et al regarding article ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".",Letter by Raposeiras-Roubin et al regarding article mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis.
671,article_title,"Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als ""Badesalze"" ""Spice"" und ""Forschungschemikalien""",Wirkungen und Risiken neuartiger psychoaktiver Substanzen: Fehldeklaration und Verkauf als Badesalze Spice und Forschungschemikalien
999,article_title,"Long-term survival after ""liver first"" approach for locally advanced rectal cancer and synchronous liver metastases",Long-term survival after liver first approach for locally advanced rectal cancer and synchronous liver metastases
16,journal_title,British Journal of Dermatology. ,British Journal of Dermatology.
134,journal_title, BMJ 2006 333:939,BMJ 2006 333:939
144,journal_title,empty,J Hand Surg Br
283,journal_title,Journal of the American Veterinary Mecdical Association,Journal of the American Veterinary Medical Association
294,journal_title,Chin. Mde,Chin. Med
309,journal_title,Gtu,Gut
316,journal_title,empty,Radiology
353,journal_title,NLUL,empty
382,journal_title,empty,Bulletin of mathematical biology
397,journal_title,Minerva cardioangiowlogica,Minerva cardioangiologica
403,journal_title,Supply Chain aMnagement,Supply Chain Management
424,journal_title,m J Perinatol,Am J Perinatol
480,journal_title,empty,Scandinavian cardiovascular journal : SCJ
493,journal_title,Knee surgery sports traumatology arthroscopy : official juornal of the ESSKA,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA
506,journal_title,Scandinavian journal o frheumatology,Scandinavian journal of rheumatology
507,journal_title,Administration and policy in menta lhealth,Administration and policy in mental health
512,journal_title,Journal of Korean Neurosurfgical Society,Journal of Korean Neurosurgical Society
596,journal_title,JOrthop Sci,J Orthop Sci
609,journal_title,Zeitschrift fr Erkrankungen der Atmungsorgane mit olia bronchologica,Zeitschrift fr Erkrankungen der Atmungsorgane mit Folia bronchologica
628,journal_title,Journal of dental kresearch,Journal of dental research
659,journal_title,Stroke; a journal ofc erebral circulation,Stroke; a journal of cerebral circulation
664,journal_title,PLSo One,PLoS One
682,journal_title,empty,Basic and Clinical Pharmacology and Toxicology
698,journal_title,empty,Energy Policy
752,journal_title,empty,Diabetes forecast
785,journal_title,Patologie asbeesto correlate in congiunti di lavoratori del settore cemento-amianto.,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.
798,journal_title,empty,J Hand Surg Am
801,journal_title,Journal of the Ntaional Cancer Institute,Journal of the National Cancer Institute
858,journal_title,Circlation,Circulation
873,journal_title,empty,The Behavioral and brain sciences
880,journal_title,Academic Medicine: Journal Of Tshe Association Of American Medical Colleges,Academic Medicine: Journal Of The Association Of American Medical Colleges
889,journal_title,LPoS One,PLoS One
892,journal_title,J Hand Srg Am,J Hand Surg Am
916,journal_title,Bioelectromagetics,Bioelectromagnetics
926,journal_title,Functiohnal Neurology,Functional Neurology
959,journal_title,Annals of internal emdicine,Annals of internal medicine
978,journal_title,The Journal of antmiicrobial chemotherapy,The Journal of antimicrobial chemotherapy
980,journal_title,Endocrijnology,Endocrinology
991,journal_title,Am J Ciln Nutr,Am J Clin Nutr
993,journal_title,Tumour biology : the journal of the International Society for Oncodeelopmental Biology and Medicine,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
8,journal_issn,empty,1535-4970
19,journal_issn,Jan-68,68-Jan
59,journal_issn,empty,0-8077-4913-3
86,journal_issn,9790000000000,9788480000000
132,journal_issn,Feb-37,37-Feb
138,journal_issn,empty,1170-7690
149,journal_issn,empty,0017-5749
236,journal_issn,Jan-47,47-Jan
265,journal_issn,empty,1931-3543
273,journal_issn,0035-9157 (Print) 0035-9157,0007-1250 1472-1465
274,journal_issn,0035-9157 (Print) 0035-9157,0091-0562
275,journal_issn,0035-9157 (Print) 0035-9157,-8906
276,journal_issn,0035-9157 (Print) 0035-9157,empty
277,journal_issn,0035-9157 (Print) 0035-9157,empty
278,journal_issn,0035-9157 (Print) 0035-9157,0016-5085
310,journal_issn,ULL,1931-3543
320,journal_issn,146-71107,1467-1107
348,journal_issn,1463-1318,1462-8910
353,journal_issn,NUkLL,empty
392,journal_issn,Feb-62,62-Feb
395,journal_issn,empty,1098-4275
412,journal_issn,0151-1970 1051-1970,1051-1970 1051-1970
435,journal_issn,Feb-q65,65-Feb
448,journal_issn,empty,1557-170X
450,journal_issn,empty,1170-7690
468,journal_issn,empty,1356-7500
490,journal_issn,empty,1098-4275
508,journal_issn,Nov-53,53-Nov
518,journal_issn,empty,1941-2703
532,journal_issn,1095-r9203,1095-9203
546,journal_issn,1642-0324,1462-0324
547,journal_issn,NLL,empty
550,journal_issn,0,1464-5165
552,journal_issn,08998-256,0899-8256
561,journal_issn,1017-8733,1017-7833
581,journal_issn,empty,1715-5258
643,journal_issn,1525-1446,0737-1209
644,journal_issn,1524-4539,22-Sep
645,journal_issn,Jan-55,55-Jan
659,journal_issn,1524-4628,0039-2499
691,journal_issn,Sep-60,60-Sep
720,journal_issn,1470-0328 (Print) 1407-0328,1470-0328 (Print) 1470-0328
731,journal_issn,UNLL,empty
747,journal_issn,Mar-67,67-May
773,journal_issn,empty,1460-2105
813,journal_issn,NUL,empty
822,journal_issn,1930-739X,1930-7381
824,journal_issn,21y68-6114,2168-6114
828,journal_issn,1532-5415,14-Feb
849,journal_issn,Mar-67,67-May
853,journal_issn,22-rSep,22-Sep
855,journal_issn,1423-0356,0025-7931
859,journal_issn,empty,1098-4275
868,journal_issn,empty,1432-0843
879,journal_issn,empty,1469-8978
889,journal_issn,l1932-6203,1932-6203
891,journal_issn,empty,0305-1862
894,journal_issn,1399-3003,0903-1936
907,journal_issn,empty,978-1-2673-2110-7
915,journal_issn,1099-1611,1057-9249
916,journal_issn,i1521-186X,1521-186X
928,journal_issn,empty,1098-4275
932,journal_issn,1527g-7755,1527-7755
941,journal_issn,empty,1462-2416
954,journal_issn,14l76-5497,1476-5497
973,journal_issn,1f175-3277,1175-3277
977,journal_issn,UNLL,empty
982,journal_issn,0009-9201 (fPrint) 0009-9201,0009-9201 (Print) 0009-9201
984,journal_issn,Feb-65,65-Feb
991,journal_issn,Fb-65,65-Feb
993,journal_issn,1f423-0380,1423-0380
1,author_list,"{""A. G. Parks""""J. F. McPartlin""}",{A. G. ParksJ. F. McPartlin}
2,author_list,"{""Valentina A Volchkova""""Jaroslav Vorac""""Philip Lawrence""""Laurie Repiquet-Paire""""Viktor E Volchkov""}",{Valentina A VolchkovaJaroslav VoracPhilip LawrenceLaurie Repiquet-PaireViktor E Volchkov}
3,author_list,"{""Jitendra Jethani""""Shashikant Shetty""""Sucheta Parija""""P Vijayalakshmi""}",{Jitendra JethaniShashikant ShettySucheta ParijaP Vijayalakshmi}
4,author_list,"{""G. Jakiel""""K. Gorzelnik""""J. G. Zimowski""""T. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 Roszkowski""""J. Bijok""}",{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
5,author_list,"{""Lauren C Pinter-Brown""}",{Lauren C Pinter-Brown}
6,author_list,"{""C. L. Romano""""G. Mineo""""C. Bonora""""D. Romano""}",{C. L. RomanoG. MineoC. BonoraD. Romano}
7,author_list,"{""B N Prichard""""J W Black""}",{B N PrichardJ W Black}
8,author_list,"{""St_ber F""""Mutz N""""Wrigge H""""Putensen C""""Zinserling J""""Zech S""""Von Spiegel T""}",{St_ber FMutz NWrigge HPutensen CZinserling JZech SVon Spiegel T}
9,author_list,"{""L. J. Rapport""""J. A. Griffen""""L. A. Bieliauskas""""C. Burt""""R. C. Bryer""}",{L. J. RapportJ. A. GriffenL. A. BieliauskasC. BurtR. C. Bryer}
10,author_list,"{""K. Fleming""""K. Donato""""K. Leszczynski""}",{K. FlemingK. DonatoK. Leszczynski}
11,author_list,"{""J. L. Li""""P. Newcomb""}",{J. L. LiP. Newcomb}
12,author_list,"{""Yang M""""Li J""""Li Y""""Zhou M""""Yang H""""Shi X""""Li X""""Yuan H""}",{Yang MLi JLi YZhou MYang HShi XLi XYuan H}
13,author_list,"{""T. S. Mikkola""""S. Vuorento""""O. Ylikorkala""""M. Vaisanen-Tommiska""""P. Rahkola-Soisalo""}",{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskaP. Rahkola-Soisalo}
14,author_list,"{""C. Hamilton-Craig""""S. Bartoletti""""M. Casella""""F. Perna""""M. L. Narducci""""P. Santangeli""""F. Pintus""""A. Natale""""A. Dello Russo""""G. Pelargonio""""G. Bencardino""""J. D. Burkhardt""""F. Bellocci""""L. Di Biase""}",{C. Hamilton-CraigS. BartolettiM. CasellaF. PernaM. L. NarducciP. SantangeliF. PintusA. NataleA. Dello RussoG. PelargonioG. BencardinoJ. D. BurkhardtF. BellocciL. Di Biase}
15,author_list,"{""T. Topp""""C. Kuhne""""S. Ruchholtz""""U. Lewan""""A. Kruger""""T. Muller""""R. Zettl""}",{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
16,author_list,"{""R S Lever""""S A Holme""}",{R S LeverS A Holme}
17,author_list,"{""Andreas Kruse""""Manh Hung Nguyen""}",{Andreas KruseManh Hung Nguyen}
18,author_list,"{""J. H. Littell""""M. Popa""""B. Forsythe""}",{J. H. LittellM. PopaB. Forsythe}
19,author_list,"{""Y Takagi""""N Hashimoto""""Y Goto""}",{Y TakagiN HashimotoY Goto}
20,author_list,"{""James C Martin""""Ian Mayhew""""Lee M Romer""""Thomas Korff""}",{James C MartinIan MayhewLee M RomerThomas Korff}
21,author_list,"{""Lynne M Ausman""""Martin S Obin""""Xiang-Dong Wang""""Chun Liu""""Blanche C Ip""""Donald E Smith""""Kang-Quan Hu""}",{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,author_list,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen""""A. M. Burkett""""J. Doyle""""T. H. Kenny""}",{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,author_list,"{""Luca Maria Sconfienza""""Ezio Lanza""""Gianpaolo Cornalba""""Dario Poretti""""Catherine Cyteval""""Pierre Viala""""Francesco Sardanelli""""Yann Thouvenin""}",{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,author_list,"{""Ariela Noy""""Lawrence D Kaplan""""Yanxing Yu""""Alexandra M Levine""""Richard F Ambinder""""Susan E Krown""""Bruce J Dezube""""Lan Lin""""Jeannette Y Lee""""Gary S Hayward""}",{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,author_list,"{""Kaija Leena Kolho""""Hanne Rintamaki""""Taina Tervahartiala""""Timo Sorsa""""Laura Makitalo""}",{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
26,author_list,"{""Donna M Wilson""""Jessica A Hewitt""""Ralph Magnus""""Jill Vihos""""Karen Peterson""""Nancy Barnes""}",{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
27,author_list,"{""Isabella Soreca""""Andrea Fagiolini""""David J Kupfer""""Bret H Goodpaster""""Sara B Fleet-Michaliszyn""""Amy D Otto""""John M Jakicic""}",{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
28,author_list,"{""S. Srikanta""""O. P. Ganda""""R. E. Gleason""}",{S. SrikantaO. P. GandaR. E. Gleason}
29,author_list,"{""Tina M Blackmore""""Kirsty Dougal""""Hilary J Worgan""""Eric Pinloche""""Gemma Curtis""""C Jamie Newbold""""Neil R McEwan""""Susan E Girdwood""""Pat A Harris""""Caroline McG Argo""""Alex Dugdale""}",{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,author_list,"{""G.R. Gillett""}",{G.R. Gillett}
31,author_list,"{""Seung Woo Park""""Jae Bock Chung""""Sang Kyum Kim""""Si Young Song""""Joo Won Chung""""Ho Keun Kim""""Joo Hee Seo""""Seungmin Bang""}",{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,author_list,"{""Carolyn H McCabe""""Shaun G Goodman""""Frans Van de Werf""""David A Morrow""""Elliott M Antman""""Eugene Braunwald""""Kenneth W Mahaffey""""Marc Cohen""""Ian B Menown""""Sabina A Murphy""""Charles Michael Gibson""}",{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,author_list,"{""Marilou Madden""}",{Marilou Madden}
34,author_list,"{""F Gates""""P Clifton-Bligh""""G Fulcher""""L Hoskin""""R Hansen""}",{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,author_list,"{""Yan-Xin Zhao""""Jun-Chao Xie""""Xue-Yuan Liu""""Han Yan""}",{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,author_list,"{""B O Olley""}",{B O Olley}
