index,attribute,dirty_value,clean_value
8,sched_dep_time,04:15 MP,04:15 PM
80,sched_dep_time,empty,08:40 AM
117,sched_dep_time,06:95 AM,06:59 AM
174,sched_dep_time,empty,02:55 PM
215,sched_dep_time,06:u59 AM,06:59 AM
221,sched_dep_time,empty,11:08 PM
228,sched_dep_time,empty,08:55 AM
306,sched_dep_time,06:5 9AM,06:59 AM
311,sched_dep_time,02:3 PM,02:53 PM
334,sched_dep_time,04:00 MP,04:00 PM
354,sched_dep_time,empty,09:05 AM
401,sched_dep_time,empty,04:25 PM
404,sched_dep_time,06:59A M,06:59 AM
422,sched_dep_time,07a:55 AM,07:55 AM
502,sched_dep_time,x06:59 AM,06:59 AM
565,sched_dep_time,empty,08:40 AM
583,sched_dep_time,empty,07:15 PM
603,sched_dep_time,06c:59 AM,06:59 AM
610,sched_dep_time,empty,11:15 AM
694,sched_dep_time,60:59 AM,06:59 AM
775,sched_dep_time,06:59A M,06:59 AM
794,sched_dep_time,06:59 MA,06:59 AM
864,sched_dep_time,04:1i6 PM,04:16 PM
876,sched_dep_time,06:59 AgM,06:59 AM
927,sched_dep_time,02:55 MP,02:55 PM
952,sched_dep_time,08:2 0PM,08:20 PM
1040,sched_dep_time,06:59y AM,06:59 AM
1067,sched_dep_time,empty,06:45 AM
1098,sched_dep_time,empty,11:05 AM
1135,sched_dep_time,06:59 M,06:59 AM
1233,sched_dep_time,empty,10:39 AM
1290,sched_dep_time,06:5 9AM,06:59 AM
1316,sched_dep_time,empty,02:55 PM
1385,sched_dep_time,empty,04:25 PM
1388,sched_dep_time,06:5 AM,06:59 AM
1392,sched_dep_time,empty,07:35 AM
1444,sched_dep_time,05:25P M,05:25 PM
1474,sched_dep_time,empty,08:20 PM
1523,sched_dep_time,empty,02:30 PM
1554,sched_dep_time,0:659 AM,06:59 AM
1618,sched_dep_time,04:25PM,04:25 PM
1621,sched_dep_time,06:5j9 AM,06:59 AM
1647,sched_dep_time,07:z30 AM,07:30 AM
1667,sched_dep_time,empty,11:25 PM
1704,sched_dep_time,0133 PM,01:33 PM
1709,sched_dep_time,06:59 M,06:59 AM
1736,sched_dep_time,70:53 AM,07:53 AM
1769,sched_dep_time,11:25 PqM,11:25 PM
1788,sched_dep_time,empty,08:40 AM
1795,sched_dep_time,empty,12:00 AM
1823,sched_dep_time,m06:59 AM,06:59 AM
1872,sched_dep_time,empty,04:00 PM
1881,sched_dep_time,empty,11:50 AM
1924,sched_dep_time,06:5u9 AM,06:59 AM
1990,sched_dep_time,empty,10:40 AM
2001,sched_dep_time,04:5 PM,04:55 PM
2101,sched_dep_time,v04:55 PM,04:55 PM
2120,sched_dep_time,07:53 AM,07:35 AM
2206,sched_dep_time,04:5e5 PM,04:55 PM
2223,sched_dep_time,01:30 MP,01:30 PM
2225,sched_dep_time,07:35AM,07:35 AM
2253,sched_dep_time,06:00 fAM,06:00 AM
2291,sched_dep_time,0:915 AM,09:15 AM
2293,sched_dep_time,07:10v AM,07:10 AM
2294,sched_dep_time,04:5u5 PM,04:55 PM
2309,sched_dep_time,02:3 PM,02:35 PM
6,act_dep_time,11:25 PhM,11:25 PM
117,act_dep_time,07:22 tAM,07:22 AM
178,act_dep_time,empty,11:30 AM
208,act_dep_time,empty,01:31 PM
215,act_dep_time,07:22AM,07:22 AM
230,act_dep_time,empty,03:27 PM
265,act_dep_time,10:19A M,10:19 AM
306,act_dep_time,07:22 ApM,07:22 AM
391,act_dep_time,04:28p PM,04:28 PM
402,act_dep_time,empty,09:00 PM
404,act_dep_time,07:22 AcM,07:22 AM
490,act_dep_time,04:15p PM,04:15 PM
501,act_dep_time,08:25PM,08:25 PM
502,act_dep_time,07:2 2AM,07:22 AM
529,act_dep_time,0739 AM,07:39 AM
603,act_dep_time,7:22 AM,07:22 AM
694,act_dep_time,07:22 AqM,07:22 AM
700,act_dep_time,empty,11:08 PM
775,act_dep_time,07e:22 AM,07:22 AM
794,act_dep_time,07:2 AM,07:22 AM
795,act_dep_time,empty,04:29 PM
862,act_dep_time,05:0 8PM,05:08 PM
875,act_dep_time,empty,08:25 PM
876,act_dep_time,7:22 AM,07:22 AM
880,act_dep_time,03:h01 PM,03:01 PM
905,act_dep_time,empty,11:55 AM
1015,act_dep_time,08:04A M,08:04 AM
1027,act_dep_time,02:1w0 PM,02:10 PM
1121,act_dep_time,0f5:08 PM,05:08 PM
1127,act_dep_time,empty,11:01 AM
1132,act_dep_time,empty,04:25 PM
1220,act_dep_time,empty,11:40 AM
1255,act_dep_time,02:4 PM,02:04 PM
1275,act_dep_time,0508 PM,05:08 PM
1374,act_dep_time,05:0 8PM,05:08 PM
1453,act_dep_time,08:42 tAM,08:42 AM
1477,act_dep_time,empty,02:48 PM
1487,act_dep_time,0:556 AM,05:56 AM
1539,act_dep_time,05:08 rPM,05:08 PM
1613,act_dep_time,05:80 PM,05:08 PM
1673,act_dep_time,12:21 PM,12:12 PM
1700,act_dep_time,0508 PM,05:08 PM
1709,act_dep_time,empty,07:22 AM
1760,act_dep_time,empty,07:14 PM
1784,act_dep_time,empty,11:56 AM
1809,act_dep_time,05:08 M,05:08 PM
1859,act_dep_time,empty,07:16 AM
1864,act_dep_time,empty,07:58 PM
1875,act_dep_time,empty,07:25 AM
1909,act_dep_time,0508 PM,05:08 PM
1923,act_dep_time,empty,02:55 PM
1964,act_dep_time,empty,04:00 PM
2001,act_dep_time,50:08 PM,05:08 PM
2029,act_dep_time,02:44PM,02:44 PM
2101,act_dep_time,05:08 kPM,05:08 PM
2175,act_dep_time,0w4:29 PM,04:29 PM
2206,act_dep_time,05:0 8PM,05:08 PM
2225,act_dep_time,empty,07:27 AM
2240,act_dep_time,empty,01:19 PM
2242,act_dep_time,empty,03:36 PM
2294,act_dep_time,05:0 PM,05:08 PM
23,sched_arr_time,1:035 AM,10:35 AM
35,sched_arr_time,empty,10:34 AM
36,sched_arr_time,empty,11:50 AM
99,sched_arr_time,12:1 8PM,12:18 PM
109,sched_arr_time,0:59 PM,02:59 PM
125,sched_arr_time,8:27 AM,08:27 AM
150,sched_arr_time,empty,03:30 PM
168,sched_arr_time,0:06 AM,10:06 AM
169,sched_arr_time,0955 AM,09:55 AM
176,sched_arr_time,01:1 7PM,01:17 PM
316,sched_arr_time,empty,04:53 PM
336,sched_arr_time,10:45 MA,10:45 AM
363,sched_arr_time,1:17 PM,01:17 PM
378,sched_arr_time,05:15 PuM,05:15 PM
419,sched_arr_time,empty,05:55 PM
463,sched_arr_time,0117 PM,01:17 PM
561,sched_arr_time,0117 PM,01:17 PM
563,sched_arr_time,04:57 PgM,04:57 PM
655,sched_arr_time,0117 PM,01:17 PM
687,sched_arr_time,empty,04:31 PM
746,sched_arr_time,h01:17 PM,01:17 PM
837,sched_arr_time,10:17 PM,01:17 PM
850,sched_arr_time,empty,08:56 PM
891,sched_arr_time,05:5 5PM,05:55 PM
892,sched_arr_time,empty,11:35 AM
910,sched_arr_time,empty,10:45 AM
995,sched_arr_time,7:25 PM,07:25 PM
1096,sched_arr_time,01:c17 PM,01:17 PM
1224,sched_arr_time,09:04 AM,09:40 AM
1240,sched_arr_time,12:a35 PM,12:35 PM
1249,sched_arr_time,01:17 M,01:17 PM
1293,sched_arr_time,empty,03:50 PM
1313,sched_arr_time,empty,08:00 AM
1339,sched_arr_time,0:16 PM,01:16 PM
1344,sched_arr_time,empty,02:20 PM
1349,sched_arr_time,t01:17 PM,01:17 PM
1386,sched_arr_time,empty,12:15 AM
1404,sched_arr_time,empty,02:15 PM
1413,sched_arr_time,02:25 qPM,02:25 PM
1429,sched_arr_time,0:17 PM,01:17 PM
1439,sched_arr_time,01:16PM,01:16 PM
1448,sched_arr_time,y01:16 PM,01:16 PM
1458,sched_arr_time,05:35AM,05:35 AM
1503,sched_arr_time,01:16 PiM,01:16 PM
1513,sched_arr_time,01r:17 PM,01:17 PM
1589,sched_arr_time,10h:15 PM,10:15 PM
1597,sched_arr_time,01:16P M,01:16 PM
1600,sched_arr_time,10:17 PM,01:17 PM
1606,sched_arr_time,12:35 M,12:35 PM
1614,sched_arr_time,empty,11:10 AM
1617,sched_arr_time,09:10 PmM,09:10 PM
1628,sched_arr_time,0:555 PM,05:55 PM
1655,sched_arr_time,empty,12:55 PM
1664,sched_arr_time,10:5 PM,10:15 PM
1685,sched_arr_time,01:45 M,01:45 PM
1694,sched_arr_time,9:10 PM,09:10 PM
1701,sched_arr_time,empty,06:23 PM
1722,sched_arr_time,empty,03:30 PM
1768,sched_arr_time,empty,11:19 AM
1774,sched_arr_time,01:16PM,01:16 PM
1801,sched_arr_time,empty,10:35 AM
1860,sched_arr_time,0:15 PM,10:15 PM
