index,attribute,dirty_value,clean_value
79,gender,empty,M
157,gender,***,M
218,gender,empty,M
236,gender,empty,M
239,gender,empty,M
245,gender,empty,F
287,gender,empty,M
303,gender,empty,M
332,gender,empty,F
343,gender,***,F
386,gender,empty,F
409,gender,***,F
454,gender,empty,M
461,gender,***,M
468,gender,empty,M
471,gender,empty,M
536,gender,empty,F
590,gender,empty,M
658,gender,empty,M
739,gender,empty,F
751,gender,empty,F
800,gender,empty,M
807,gender,empty,M
834,gender,empty,M
867,gender,***,M
908,gender,empty,F
944,gender,empty,M
981,gender,empty,M
1120,gender,empty,F
1153,gender,tF,F
1154,gender,empty,F
1175,gender,empty,M
1197,gender,empty,F
1392,gender,empty,F
1454,gender,empty,F
1477,gender,empty,M
1664,gender,empty,M
1665,gender,empty,M
1729,gender,cM,M
1794,gender,empty,F
1812,gender,empty,F
1828,gender,wM,M
1833,gender,empty,M
1871,gender,empty,M
1938,gender,***,F
1942,gender,empty,F
1976,gender,empty,M
2018,gender,empty,F
2045,gender,empty,F
2049,gender,empty,F
2053,gender,empty,F
2068,gender,empty,F
2164,gender,***,M
2216,gender,empty,F
2286,gender,empty,F
2288,gender,empty,F
2407,gender,empty,M
2424,gender,***,F
2506,gender,empty,M
2526,gender,empty,F
2557,gender,empty,F
2595,gender,empty,M
2616,gender,***,F
2621,gender,empty,M
2631,gender,***,M
2658,gender,empty,M
2743,gender,***,M
2752,gender,***,F
2791,gender,tM,M
2844,gender,empty,F
2890,gender,empty,F
2925,gender,aF,F
2985,gender,empty,M
3038,gender,empty,M
3084,gender,empty,F
3103,gender,empty,M
3173,gender,fM,M
3186,gender,empty,M
3232,gender,jF,F
3288,gender,oF,F
3310,gender,empty,M
3331,gender,empty,M
3433,gender,***,M
3506,gender,empty,M
3555,gender,empty,F
3564,gender,***,F
3611,gender,***,F
3623,gender,***,F
3700,gender,empty,F
3702,gender,empty,F
3729,gender,empty,F
3757,gender,empty,F
3764,gender,empty,F
3804,gender,vM,M
3851,gender,***,F
3858,gender,empty,F
3870,gender,bF,F
3871,gender,empty,M
3892,gender,empty,M
3896,gender,empty,M
3972,gender,empty,M
4010,gender,empty,F
4056,gender,empty,M
4163,gender,empty,F
4177,gender,bF,F
4241,gender,gF,F
4255,gender,***,F
4278,gender,qM,M
4295,gender,***,M
4339,gender,empty,F
4358,gender,***,M
4387,gender,eM,M
4408,gender,***,M
4417,gender,***,M
4442,gender,empty,M
4443,gender,empty,M
4467,gender,empty,M
4472,gender,empty,M
4498,gender,empty,M
4502,gender,oM,M
4510,gender,empty,M
4524,gender,empty,F
4536,gender,empty,F
4556,gender,empty,M
4638,gender,empty,M
4739,gender,empty,M
4743,gender,***,M
4783,gender,***,F
4837,gender,empty,F
4881,gender,empty,M
4889,gender,empty,F
4890,gender,empty,F
4891,gender,***,F
4892,gender,***,F
4893,gender,hF,F
4894,gender,empty,F
4895,gender,***,F
4896,gender,***,F
4897,gender,tF,F
4898,gender,***,F
4899,gender,***,F
4900,gender,***,F
4901,gender,***,F
4937,gender,empty,M
4943,gender,empty,F
4944,gender,***,F
4945,gender,***,F
4946,gender,empty,F
4947,gender,***,F
4948,gender,kF,F
4949,gender,bF,F
4950,gender,empty,F
4951,gender,***,F
4952,gender,lF,F
4953,gender,***,F
4954,gender,***,F
4955,gender,empty,F
4956,gender,empty,F
4957,gender,***,F
4958,gender,bF,F
4959,gender,uF,F
4960,gender,***,F
4961,gender,empty,F
4962,gender,empty,F
4963,gender,empty,F
5036,gender,***,F
5037,gender,eF,F
5038,gender,nF,F
5039,gender,***,F
5040,gender,***,F
5041,gender,***,F
5042,gender,oF,F
5043,gender,***,F
5044,gender,empty,F
5045,gender,***,F
5046,gender,gF,F
5047,gender,***,F
5048,gender,***,F
5049,gender,jF,F
5050,gender,***,F
5051,gender,***,F
5052,gender,empty,F
5053,gender,vF,F
5054,gender,***,F
5055,gender,empty,F
5057,gender,uF,F
5058,gender,***,F
5059,gender,jF,F
5060,gender,yF,F
5061,gender,empty,F
5062,gender,***,F
5063,gender,vF,F
5064,gender,***,F
5065,gender,***,F
5066,gender,lF,F
5067,gender,empty,F
5068,gender,oF,F
5069,gender,***,F
5070,gender,***,F
5071,gender,empty,F
5072,gender,wF,F
5073,gender,oF,F
5074,gender,fF,F
5075,gender,iF,F
5077,gender,eF,F
5078,gender,uF,F
5079,gender,empty,F
5080,gender,***,F
5081,gender,empty,F
5082,gender,empty,F
5083,gender,empty,F
5084,gender,***,F
5085,gender,empty,F
5086,gender,***,F
5087,gender,empty,F
5088,gender,empty,F
5089,gender,***,F
5090,gender,***,F
5091,gender,***,F
5092,gender,***,F
5093,gender,mF,F
5095,gender,empty,F
5096,gender,iF,F
5097,gender,empty,F
5098,gender,***,F
5099,gender,cF,F
5100,gender,empty,F
5101,gender,***,F
5102,gender,***,F
5103,gender,fF,F
5104,gender,nF,F
5105,gender,empty,F
5106,gender,empty,F
5107,gender,***,F
5108,gender,***,F
5122,gender,empty,M
5137,gender,empty,M
5154,gender,empty,F
5155,gender,***,F
5156,gender,lF,F
5157,gender,empty,F
5158,gender,***,F
5159,gender,***,F
5160,gender,bF,F
5161,gender,empty,F
5162,gender,empty,F
5163,gender,empty,F
5164,gender,***,F
5165,gender,empty,F
5166,gender,***,F
5167,gender,empty,F
5168,gender,vF,F
5169,gender,empty,F
5170,gender,empty,F
5171,gender,empty,F
5173,gender,***,F
5174,gender,zF,F
5175,gender,***,F
5176,gender,***,F
5177,gender,***,F
5178,gender,empty,F
5179,gender,***,F
5180,gender,mF,F
5181,gender,iF,F
5182,gender,empty,F
5183,gender,empty,F
5184,gender,empty,F
5185,gender,***,F
5186,gender,empty,F
5187,gender,lF,F
5188,gender,empty,F
5189,gender,***,F
5190,gender,***,F
5191,gender,***,F
5192,gender,empty,F
5193,gender,empty,F
5194,gender,iF,F
5195,gender,***,F
5196,gender,vF,F
5243,gender,***,F
5244,gender,empty,F
5245,gender,empty,F
5246,gender,empty,F
5247,gender,empty,F
5248,gender,empty,F
5249,gender,gF,F
5250,gender,empty,F
5251,gender,***,F
5252,gender,***,F
5253,gender,empty,F
5254,gender,empty,F
5255,gender,empty,F
5256,gender,qF,F
5257,gender,***,F
5258,gender,eF,F
5259,gender,***,F
5260,gender,***,F
5261,gender,wF,F
5262,gender,empty,F
5264,gender,empty,F
5265,gender,***,F
5266,gender,wF,F
5267,gender,pF,F
5268,gender,empty,F
5269,gender,***,F
5270,gender,kF,F
5271,gender,nF,F
5272,gender,empty,F
5273,gender,sF,F
5274,gender,tF,F
5275,gender,sF,F
5276,gender,empty,F
5277,gender,lF,F
5278,gender,uF,F
5280,gender,empty,M
5287,gender,empty,M
5292,gender,empty,M
5342,gender,empty,M
5364,gender,empty,F
5365,gender,lF,F
5366,gender,***,F
5367,gender,eF,F
5368,gender,***,F
5369,gender,iF,F
5370,gender,empty,F
5371,gender,hF,F
5372,gender,empty,F
5373,gender,empty,F
5374,gender,bF,F
5375,gender,***,F
5376,gender,***,F
5377,gender,eF,F
5378,gender,***,F
5379,gender,***,F
5380,gender,empty,F
5381,gender,empty,F
5382,gender,***,F
5383,gender,rF,F
5384,gender,***,F
5385,gender,empty,F
5386,gender,***,F
5387,gender,***,F
5407,gender,***,F
5408,gender,bF,F
5409,gender,empty,F
5410,gender,***,F
5411,gender,rF,F
5412,gender,oF,F
5413,gender,aF,F
5414,gender,***,F
5415,gender,empty,F
5416,gender,empty,F
5417,gender,***,F
5418,gender,empty,F
5419,gender,***,F
5420,gender,empty,F
5421,gender,empty,F
5422,gender,fF,F
5480,gender,yM,M
5482,gender,***,M
5522,gender,empty,F
5523,gender,pF,F
5524,gender,wF,F
5525,gender,***,F
5526,gender,***,F
5527,gender,***,F
5528,gender,fF,F
5529,gender,sF,F
5530,gender,iF,F
5531,gender,empty,F
5532,gender,empty,F
5533,gender,***,F
5534,gender,***,F
5535,gender,empty,F
5536,gender,***,F
5537,gender,empty,F
5538,gender,bF,F
5539,gender,jF,F
5540,gender,zF,F
5542,gender,mF,F
5543,gender,***,F
5544,gender,empty,F
5545,gender,rF,F
5546,gender,empty,F
5547,gender,wF,F
5548,gender,***,F
5549,gender,empty,F
5550,gender,***,F
5551,gender,aF,F
5552,gender,***,F
5553,gender,***,F
5554,gender,empty,F
5555,gender,***,F
5556,gender,empty,F
5611,gender,empty,M
5614,gender,empty,F
5615,gender,gF,F
5616,gender,wF,F
5617,gender,iF,F
5618,gender,hF,F
5619,gender,iF,F
5620,gender,wF,F
5621,gender,empty,F
5622,gender,***,F
5623,gender,fF,F
5624,gender,empty,F
5625,gender,empty,F
5626,gender,***,F
5627,gender,***,F
5628,gender,***,F
5629,gender,***,F
5630,gender,mF,F
5631,gender,lF,F
5632,gender,empty,F
5633,gender,aF,F
5634,gender,mF,F
5635,gender,uF,F
5636,gender,***,F
5637,gender,***,F
5638,gender,***,F
5639,gender,empty,F
5640,gender,empty,F
5641,gender,***,F
5642,gender,empty,F
5643,gender,empty,F
5644,gender,empty,F
5645,gender,kF,F
5646,gender,***,F
5667,gender,fM,M
5676,gender,***,F
5677,gender,sF,F
5678,gender,***,F
5679,gender,aF,F
5680,gender,empty,F
5681,gender,jF,F
5682,gender,empty,F
5683,gender,pF,F
5684,gender,***,F
5685,gender,vF,F
5686,gender,empty,F
5687,gender,empty,F
5688,gender,mF,F
5689,gender,***,F
5690,gender,xF,F
5691,gender,empty,F
5692,gender,***,F
5693,gender,***,F
5694,gender,empty,F
5695,gender,empty,F
5698,gender,empty,M
5729,gender,empty,M
5730,gender,empty,M
5757,gender,empty,M
5761,gender,empty,F
5762,gender,***,F
5763,gender,***,F
5764,gender,pF,F
5765,gender,***,F
5766,gender,***,F
5767,gender,***,F
5768,gender,rF,F
5769,gender,nF,F
5770,gender,***,F
5771,gender,***,F
5772,gender,empty,F
5773,gender,zF,F
5774,gender,***,F
5775,gender,xF,F
5776,gender,***,F
5777,gender,tF,F
5778,gender,empty,F
5779,gender,***,F
5780,gender,***,F
5781,gender,***,F
5783,gender,***,F
5784,gender,***,F
5785,gender,empty,F
5786,gender,empty,F
5787,gender,empty,F
5788,gender,***,F
5789,gender,***,F
5790,gender,bF,F
5791,gender,fF,F
5792,gender,fF,F
5793,gender,empty,F
5794,gender,***,F
5795,gender,lF,F
5796,gender,***,F
5797,gender,***,F
5798,gender,***,F
5799,gender,empty,F
5800,gender,bF,F
5801,gender,***,F
5841,gender,empty,M
5849,gender,empty,M
5858,gender,empty,M
5867,gender,empty,F
5868,gender,empty,F
5869,gender,***,F
5870,gender,wF,F
5871,gender,***,F
5872,gender,***,F
5873,gender,***,F
5874,gender,***,F
5875,gender,empty,F
5876,gender,empty,F
5877,gender,***,F
5878,gender,empty,F
5879,gender,qF,F
5880,gender,***,F
5881,gender,empty,F
5882,gender,empty,F
5883,gender,***,F
5884,gender,***,F
5885,gender,eF,F
5886,gender,empty,F
5887,gender,empty,F
5888,gender,***,F
5905,gender,qM,M
5909,gender,empty,F
5910,gender,***,F
5911,gender,***,F
5912,gender,oF,F
5913,gender,empty,F
5914,gender,empty,F
5915,gender,iF,F
5916,gender,bF,F
5917,gender,uF,F
5918,gender,xF,F
5919,gender,empty,F
5920,gender,bF,F
5984,gender,***,F
5985,gender,empty,F
5986,gender,empty,F
5987,gender,zF,F
5988,gender,pF,F
5989,gender,***,F
5990,gender,***,F
5991,gender,hF,F
5992,gender,oF,F
5993,gender,***,F
5994,gender,empty,F
5995,gender,***,F
5996,gender,hF,F
5997,gender,qF,F
5998,gender,aF,F
5999,gender,iF,F
6000,gender,***,F
6001,gender,uF,F
6002,gender,empty,F
6003,gender,***,F
6004,gender,yF,F
6005,gender,***,F
6006,gender,empty,F
6007,gender,empty,F
6050,gender,***,F
6051,gender,jF,F
6052,gender,lF,F
6053,gender,empty,F
6054,gender,empty,F
6055,gender,empty,F
6056,gender,***,F
6057,gender,fF,F
6058,gender,fF,F
6059,gender,empty,F
6060,gender,***,F
6061,gender,empty,F
6062,gender,empty,F
6063,gender,empty,F
6064,gender,***,F
6065,gender,zF,F
6067,gender,bF,F
6068,gender,***,F
6069,gender,xF,F
6070,gender,hF,F
6071,gender,rF,F
6072,gender,***,F
6073,gender,empty,F
6074,gender,nF,F
6075,gender,***,F
6076,gender,empty,F
6077,gender,empty,F
6078,gender,uF,F
6079,gender,empty,F
6080,gender,qF,F
6081,gender,***,F
6082,gender,***,F
6083,gender,wF,F
6084,gender,empty,F
6085,gender,empty,F
6086,gender,lF,F
6087,gender,empty,F
6089,gender,aF,F
6090,gender,***,F
6091,gender,***,F
6092,gender,***,F
6093,gender,***,F
6094,gender,xF,F
6095,gender,iF,F
6097,gender,***,F
6098,gender,empty,F
6099,gender,kF,F
6100,gender,empty,F
6101,gender,***,F
6102,gender,bF,F
6103,gender,wF,F
6104,gender,empty,F
6105,gender,sF,F
6106,gender,***,F
6107,gender,***,F
6108,gender,empty,F
6109,gender,***,F
6110,gender,zF,F
6111,gender,uF,F
6113,gender,empty,F
6114,gender,sF,F
6115,gender,zF,F
6116,gender,empty,F
6117,gender,empty,F
6118,gender,empty,F
6119,gender,***,F
6120,gender,empty,F
6121,gender,gF,F
6122,gender,empty,F
6123,gender,***,F
6124,gender,empty,F
6125,gender,empty,F
6126,gender,empty,F
6127,gender,***,F
6128,gender,eF,F
6129,gender,***,F
6138,gender,empty,M
6155,gender,empty,M
6158,gender,***,M
6163,gender,empty,F
6164,gender,***,F
6165,gender,empty,F
6166,gender,eF,F
6167,gender,***,F
6168,gender,mF,F
6169,gender,vF,F
6170,gender,kF,F
6171,gender,***,F
6172,gender,sF,F
6173,gender,***,F
6174,gender,empty,F
6175,gender,***,F
6176,gender,***,F
6177,gender,***,F
6178,gender,***,F
6179,gender,***,F
6180,gender,vF,F
6181,gender,empty,F
6182,gender,empty,F
6183,gender,***,F
6184,gender,empty,F
6185,gender,vF,F
6186,gender,empty,F
6188,gender,gF,F
6189,gender,empty,F
6190,gender,empty,F
6191,gender,***,F
6192,gender,***,F
6193,gender,oF,F
6194,gender,empty,F
6195,gender,dF,F
6196,gender,sF,F
6197,gender,empty,F
6198,gender,empty,F
6199,gender,empty,F
6200,gender,***,F
6201,gender,***,F
6202,gender,pF,F
6203,gender,nF,F
6204,gender,***,F
6205,gender,kF,F
6206,gender,***,F
6207,gender,***,F
6208,gender,***,F
6209,gender,bF,F
6210,gender,empty,F
6211,gender,***,F
6213,gender,***,F
6214,gender,empty,F
6215,gender,empty,F
6216,gender,***,F
6217,gender,***,F
6218,gender,empty,F
6219,gender,***,F
6220,gender,zF,F
6221,gender,***,F
6222,gender,empty,F
6223,gender,rF,F
6224,gender,***,F
6225,gender,empty,F
