index,attribute,dirty_value,clean_value
14,ProviderNumber,1xx19,10019
46,ProviderNumber,x0005,10005
82,ProviderNumber,1000x,10006
214,ProviderNumber,x00xx,10011
245,ProviderNumber,x00x5,10015
254,ProviderNumber,1xx15,10015
274,ProviderNumber,1xx16,10016
315,ProviderNumber,100x8,10038
361,ProviderNumber,100x6,10086
409,ProviderNumber,x0x08,10108
560,ProviderNumber,1xx24,10024
609,ProviderNumber,x0027,10027
628,ProviderNumber,x0029,10029
640,ProviderNumber,1xx29,10029
646,ProviderNumber,1xx32,10032
656,ProviderNumber,1xx32,10032
705,ProviderNumber,100x4,10034
722,ProviderNumber,100x5,10035
725,ProviderNumber,1xx35,10035
756,ProviderNumber,1xx36,10036
781,ProviderNumber,1003x,10039
790,ProviderNumber,1xx39,10039
794,ProviderNumber,100x9,10039
860,ProviderNumber,1xx44,10044
879,ProviderNumber,1xx45,10045
889,ProviderNumber,x0045,10045
934,ProviderNumber,1xx47,10047
956,ProviderNumber,1004x,10049
27,HospitalName,southeast alabama medxcal center,southeast alabama medical center
132,HospitalName,crenshaw cxmmunity hxspital,crenshaw community hospital
172,HospitalName,marshall medical cenxer norxh,marshall medical center north
244,HospitalName,dexalb regional medical center,dekalb regional medical center
338,HospitalName,floxers hospital,flowers hospital
385,HospitalName,univ ox south alabama medical center,univ of south alabama medical center
386,HospitalName,xniv of soxth alabama medical center,univ of south alabama medical center
449,HospitalName,xlxskx regionxl hospitxl,alaska regional hospital
533,HospitalName,baptist medical cexter south,baptist medical center south
561,HospitalName,jaxkson hospital & xlinix inx,jackson hospital & clinic inc
655,HospitalName,wedowee hosxital,wedowee hospital
698,HospitalName,communitx hospital inc,community hospital inc
711,HospitalName,communixy hospixal inc,community hospital inc
731,HospitalName,cullmxn regionxl medicxl center,cullman regional medical center
759,HospitalName,andaxusia regionax hospitax,andalusia regional hospital
766,HospitalName,andaluxia regional hoxpital,andalusia regional hospital
778,HospitalName,huntsvxlle hospxtal,huntsville hospital
904,HospitalName,rivxrvixw rxgional mxdical cxntxr,riverview regional medical center
922,HospitalName,xivexview xegional medical centex,riverview regional medical center
923,HospitalName,riverview rexional medical center,riverview regional medical center
939,HospitalName,georgiaxa hospital,georgiana hospital
957,HospitalName,medixal xenter enterprise,medical center enterprise
963,HospitalName,medxcal center enterprxse,medical center enterprise
988,HospitalName,st vincents bxount,st vincents blount
58,Address1,2505xuxsxhighwayx431xnorth,2505 u s highway 431 north
95,Address1,702xnxmainxst,702 n main st
107,Address1,702 x maix st,702 n main st
162,Address1,201 pine sxreex norxhwesx,201 pine street northwest
176,Address1,8000 alabama xigxway 69,8000 alabama highway 69
261,Address1,33700 hxghway 43,33700 highway 43
265,Address1,33700 highway x3,33700 highway 43
276,Address1,1000 fixst stxeet noxth,1000 first street north
296,Address1,1720 univxrsity blvd,1720 university blvd
317,Address1,301xeastx18thxst,301 east 18th st
335,Address1,4370xwestxmainxstreet,4370 west main street
351,Address1,810 st vxncents drxve,810 st vincents drive
364,Address1,1530xuxsxhighwayx43,1530 u s highway 43
394,Address1,124xsxmemorialxdr,124 s memorial dr
412,Address1,124 s mxmorial dr,124 s memorial dr
416,Address1,315 w hickxry st,315 w hickory st
432,Address1,315xwxhickoryxst,315 w hickory st
452,Address1,poxboxx287,po box 287
473,Address1,126xhospitalxave,126 hospital ave
485,Address1,1x6 hospital ave,126 hospital ave
653,Address1,209 xorth maix street,209 north main street
737,Address1,1912xalabamaxhighwayx157,1912 alabama highway 157
768,Address1,301 east 1xth st,301 east 18th st
850,Address1,x0x0 lay dam road,1010 lay dam road
858,Address1,1256 military street sxuth,1256 military street south
916,Address1,600 souxh xhird sxreex,600 south third street
935,Address1,515 miranda sx,515 miranda st
936,Address1,515 miranxa st,515 miranda st
946,Address1,515 mirxndx st,515 miranda st
957,Address1,400xnxedwardsxstreet,400 n edwards street
987,Address1,150 gilxreath drive,150 gilbreath drive
4,City,birminghxm,birmingham
8,City,birmingxam,birmingham
11,City,sheffxeld,sheffield
57,City,boxz,boaz
80,City,fxorence,florence
89,City,florxncx,florence
94,City,flxrence,florence
181,City,guntxrsvillx,guntersville
208,City,birmixgham,birmingham
213,City,bxrmxngham,birmingham
229,City,fort payxe,fort payne
312,City,axxistox,anniston
368,City,winfielx,winfield
438,City,anchoraxe,anchorage
475,City,ozarx,ozark
486,City,xzark,ozark
518,City,montxomery,montgomery
579,City,vallex,valley
591,City,vxlley,valley
602,City,exba,elba
655,City,wxdowxx,wedowee
691,City,birminxham,birmingham
697,City,tallaxxee,tallassee
737,City,cuxxman,cullman
757,City,andaluxia,andalusia
773,City,annxston,anniston
822,City,gxdsden,gadsden
856,City,hamilxon,hamilton
896,City,faxette,fayette
950,City,geoxgiana,georgiana
961,City,enterprxse,enterprise
969,City,xntxrprisx,enterprise
986,City,onxonta,oneonta
43,State,xl,al
47,State,xl,al
51,State,xl,al
84,State,xl,al
99,State,xl,al
120,State,ax,al
141,State,ax,al
166,State,ax,al
183,State,xl,al
229,State,ax,al
279,State,xl,al
357,State,ax,al
387,State,xl,al
403,State,ax,al
478,State,xl,al
484,State,xl,al
505,State,ax,al
560,State,xl,al
573,State,ax,al
593,State,ax,al
702,State,xl,al
765,State,xl,al
792,State,xl,al
885,State,xl,al
887,State,xl,al
923,State,ax,al
45,ZipCode,x5957,35957
64,ZipCode,3595x,35957
71,ZipCode,3563x,35631
94,ZipCode,3563x,35631
138,ZipCode,36x49,36049
140,ZipCode,360x9,36049
150,ZipCode,3x640,35640
158,ZipCode,3x640,35640
197,ZipCode,3x23x,35235
233,ZipCode,359x8,35968
268,ZipCode,x6784,36784
284,ZipCode,3x007,35007
291,ZipCode,x5007,35007
326,ZipCode,36x01,36201
333,ZipCode,3x305,36305
341,ZipCode,x6x05,36305
367,ZipCode,3xx94,35594
376,ZipCode,3xx94,35594
407,ZipCode,3x0x7,36067
421,ZipCode,x5150,35150
429,ZipCode,3x1x0,35150
491,ZipCode,x6x60,36360
500,ZipCode,x5960,35960
545,ZipCode,3x10x,36106
680,ZipCode,3x233,35233
686,ZipCode,x52xx,35233
711,ZipCode,36x78,36078
751,ZipCode,3642x,36420
816,ZipCode,x590x,35903
924,ZipCode,3590x,35901
68,CountyName,mxrshxll,marshall
73,CountyName,laudxrdalx,lauderdale
78,CountyName,laudexdale,lauderdale
137,CountyName,crxnshaw,crenshaw
217,CountyName,jeffersxn,jefferson
222,CountyName,dx kalb,de kalb
224,CountyName,xe kalb,de kalb
228,CountyName,dx kalb,de kalb
239,CountyName,xe kalb,de kalb
253,CountyName,xlarke,clarke
313,CountyName,calhoxn,calhoun
325,CountyName,caxhoun,calhoun
347,CountyName,housxon,houston
416,CountyName,tallaxega,talladega
457,CountyName,jxffxrson,jefferson
458,CountyName,xefferson,jefferson
466,CountyName,jexxerson,jefferson
503,CountyName,chxrokxx,cherokee
514,CountyName,chxrokxx,cherokee
528,CountyName,monxgomery,montgomery
541,CountyName,montgomexy,montgomery
552,CountyName,monxgomery,montgomery
579,CountyName,xhambers,chambers
591,CountyName,chaxbers,chambers
603,CountyName,coffxx,coffee
634,CountyName,xee,lee
673,CountyName,jxffxrson,jefferson
690,CountyName,jexxerson,jefferson
693,CountyName,elmoxe,elmore
699,CountyName,elxore,elmore
723,CountyName,cxllman,cullman
731,CountyName,cxllman,cullman
753,CountyName,coxington,covington
786,CountyName,madisxn,madison
799,CountyName,madisox,madison
896,CountyName,fayexxe,fayette
918,CountyName,etowxh,etowah
944,CountyName,butxer,butler
967,CountyName,cxffee,coffee
25,PhoneNumber,334793870x,3347938701
37,PhoneNumber,xx479x8701,3347938701
58,PhoneNumber,2x6x938310,2565938310
61,PhoneNumber,2x6x938310,2565938310
66,PhoneNumber,2565x38310,2565938310
102,PhoneNumber,3344x33541,3344933541
218,PhoneNumber,2058x8x122,2058383122
229,PhoneNumber,2568453x50,2568453150
248,PhoneNumber,xx46x66221,3346366221
262,PhoneNumber,334x3xx221,3346366221
322,PhoneNumber,256235x900,2562358900
343,PhoneNumber,xx479x5000,3347935000
382,PhoneNumber,25x47x7xx0,2514717110
385,PhoneNumber,25x47x7xx0,2514717110
387,PhoneNumber,25x47x7xx0,2514717110
394,PhoneNumber,33x361x267,3343614267
472,PhoneNumber,334774x601,3347742601
517,PhoneNumber,3342xx2100,3342882100
549,PhoneNumber,3342938xxx,3342938000
562,PhoneNumber,33x2938000,3342938000
563,PhoneNumber,3342938xxx,3342938000
573,PhoneNumber,334x561400,3347561400
594,PhoneNumber,33x8972257,3348972257
667,PhoneNumber,20593xx011,2059344011
700,PhoneNumber,334x836541,3342836541
714,PhoneNumber,33x28365x1,3342836541
752,PhoneNumber,334xxx8466,3342228466
764,PhoneNumber,33422284xx,3342228466
825,PhoneNumber,2564944xxx,2564944000
