index,attribute,dirty_value,clean_value
92,beer_name,Kentucky Kölsch,Kentucky K?lsch
104,beer_name,the Kimmie the Yink and the Holy Gose,"the Kimmie, the Yink and the Holy Gose"
142,beer_name,Aslan Kölsch,Aslan K?lsch
315,beer_name,Kölsch 151,K?lsch 151
378,beer_name,Post Time Kölsch,Post Time K?lsch
383,beer_name,You're My Boy Blue,"You're My Boy, Blue"
496,beer_name,32°/50° Kölsch,32°/50° K?lsch
649,beer_name,Heiner Brau Kölsch,Heiner Brau K?lsch
667,beer_name,Mjöllnir,Mj?llnir
780,beer_name,Laimas Kölsch Style Ale,Laimas K?lsch Style Ale
853,beer_name,Sunbru Kölsch,Sunbru K?lsch
859,beer_name,Sunbru Kölsch,Sunbru K?lsch
900,beer_name,Cabrillo Kölsch,Cabrillo K?lsch
994,beer_name,Screamin�?Pumpkin,Screamin??Pumpkin
1052,beer_name,The 12th Can�?American Pale Ale (APA),The 12th Can??American Pale Ale (APA)
1191,beer_name,Lancaster German Style Kölsch,Lancaster German Style K?lsch
1521,beer_name,Occidental Kölsch,Occidental K?lsch
1555,beer_name,The CROWLER�?,The CROWLER??
1619,beer_name,Side Kick Kölsch,Side Kick K?lsch
1660,beer_name,GreyBeard�?IPA,GreyBeard??IPA
1992,beer_name,Colorado Kölsch,Colorado K?lsch
2117,beer_name,Köld Lager (2010),K?ld Lager (2010)
2124,beer_name,Loafin Bräu,Loafin Br?u
56,style,Kölsch,K?lsch
92,style,Kölsch,K?lsch
139,style,Kölsch,K?lsch
142,style,Kölsch,K?lsch
169,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
185,style,Kölsch,K?lsch
315,style,Kölsch,K?lsch
339,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
362,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
378,style,Kölsch,K?lsch
496,style,Kölsch,K?lsch
548,style,Kölsch,K?lsch
584,style,Kölsch,K?lsch
586,style,Kölsch,K?lsch
591,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
603,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
636,style,Kölsch,K?lsch
649,style,Kölsch,K?lsch
674,style,Kölsch,K?lsch
680,style,Kölsch,K?lsch
780,style,Kölsch,K?lsch
794,style,Kölsch,K?lsch
840,style,Kölsch,K?lsch
853,style,Kölsch,K?lsch
859,style,Kölsch,K?lsch
882,style,Kölsch,K?lsch
900,style,Kölsch,K?lsch
936,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
975,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
983,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
985,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1022,style,Kölsch,K?lsch
1025,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1027,style,Kölsch,K?lsch
1029,style,Kölsch,K?lsch
1042,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1099,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1148,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1149,style,Kölsch,K?lsch
1191,style,Kölsch,K?lsch
1202,style,Kölsch,K?lsch
1248,style,Kölsch,K?lsch
1261,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1341,style,Kölsch,K?lsch
1401,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1430,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1521,style,Kölsch,K?lsch
1611,style,Kölsch,K?lsch
1619,style,Kölsch,K?lsch
1725,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1733,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1745,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1777,style,Kölsch,K?lsch
1786,style,Kölsch,K?lsch
1790,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1814,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1906,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1922,style,Kölsch,K?lsch
1926,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1942,style,Kölsch,K?lsch
1989,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
1992,style,Kölsch,K?lsch
2005,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
2010,style,Kölsch,K?lsch
2011,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
2022,style,Kölsch,K?lsch
2059,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
2066,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
2158,style,Kölsch,K?lsch
2241,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
2343,style,Märzen / Oktoberfest,M?rzen / Oktoberfest
2398,style,Kölsch,K?lsch
41,brewery_id,67,267
110,brewery_name,empty,Anderson Valley Brewing Company
118,brewery_name,Anderson Vallsey Brewing Company,Anderson Valley Brewing Company
231,brewery_name,Bent Paddle Brewnig Company,Bent Paddle Brewing Company
243,brewery_name,Big Choice Bkrewing,Big Choice Brewing
345,brewery_name,empty,Bonfire Brewing Company
394,brewery_name,Brewery Vivat,Brewery Vivant
