index,attribute,dirty_value,clean_value
826,fname,Jun''ichi,Jun'ichi
2151,fname,M''hamed,M'hamed
2653,fname,Jun''ichi,Jun'ichi
2924,fname,Sei''ichi,Sei'ichi
3339,fname,Its''hak,Its'hak
3535,fname,Jun''ichi,Jun'ichi
3556,fname,M''Lissa,M'Lissa
3631,fname,Shin''ichi,Shin'ichi
5401,fname,M''Lissa,M'Lissa
9235,fname,Jun''ichi,Jun'ichi
9925,fname,Ken''ichi,Ken'ichi
10348,fname,M''Lissa,M'Lissa
11306,fname,Na''el,Na'el
12146,fname,M''hamed,M'hamed
14409,fname,Irs''hak,Irs'hak
15976,fname,Its''hak,Its'hak
16158,fname,Its''hak,Its'hak
16327,fname,Ken''ichi,Ken'ichi
17045,fname,Surveyors'',Surveyors'
17350,fname,Its''hak,Its'hak
17905,fname,M''Lissa,M'Lissa
18163,fname,Na''el,Na'el
18271,fname,Shin''ichi,Shin'ichi
18961,fname,Shin''ya,Shin'ya
19040,fname,Irs''hak,Irs'hak
20529,fname,Its''hak,Its'hak
20702,fname,Irs''hak,Irs'hak
22276,fname,Ra''ed,Ra'ed
22409,fname,Na''el,Na'el
24345,fname,Jun''ichi,Jun'ichi
24668,fname,M''Lissa,M'Lissa
24852,fname,Shin''ya,Shin'ya
25745,fname,Its''hak,Its'hak
27759,fname,Shin''ya,Shin'ya
28314,fname,M''hamed,M'hamed
28660,fname,Ken''ichi,Ken'ichi
28836,fname,Na''el,Na'el
30293,fname,M''Lissa,M'Lissa
30841,fname,Its''hak,Its'hak
32192,fname,Sei''ichi,Sei'ichi
32212,fname,Ra''ed,Ra'ed
33976,fname,Ken''ichi,Ken'ichi
37021,fname,Shin''ya,Shin'ya
37520,fname,Shin''ya,Shin'ya
37660,fname,Na''el,Na'el
37902,fname,Irs''hak,Irs'hak
38752,fname,M''Lissa,M'Lissa
39092,fname,M''Lissa,M'Lissa
39374,fname,M''Lissa,M'Lissa
40161,fname,Its''hak,Its'hak
40706,fname,Shin''ya,Shin'ya
41442,fname,M''Lissa,M'Lissa
41456,fname,Shin''ichi,Shin'ichi
42699,fname,Surveyors'',Surveyors'
42726,fname,Shin''ya,Shin'ya
43268,fname,M''hamed,M'hamed
45515,fname,Na''el,Na'el
47282,fname,Ken''ichi,Ken'ichi
47754,fname,Shin''ichi,Shin'ichi
48754,fname,Its''hak,Its'hak
48852,fname,Shun''ichi,Shun'ichi
49518,fname,M''hamed,M'hamed
49859,fname,Irs''hak,Irs'hak
51099,fname,Ken''ichi,Ken'ichi
51126,fname,Shun''ichi,Shun'ichi
51576,fname,Its''hak,Its'hak
52390,fname,Surveyors'',Surveyors'
52991,fname,Ra''ed,Ra'ed
53629,fname,Ra''ed,Ra'ed
54319,fname,Its''hak,Its'hak
54366,fname,M''Lissa,M'Lissa
55361,fname,Shin''ya,Shin'ya
55434,fname,Shin''ichi,Shin'ichi
55830,fname,Jun''ichi,Jun'ichi
56363,fname,Ken''ichi,Ken'ichi
56927,fname,Sei''ichi,Sei'ichi
57284,fname,Its''hak,Its'hak
57353,fname,Ra''ed,Ra'ed
58071,fname,Ra''ed,Ra'ed
