index,attribute,dirty_value,clean_value
134,article_title, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
1,journal_title,empty,Proc R Soc Med
16,journal_title,British Journal of Dermatology. ,British Journal of Dermatology.
90,journal_title,Rveista de Neurologia,Revista de Neurologia
99,journal_title,empty,Am J Physiol Endocrinol Metab
134,journal_title, BMJ 2006 333:939,BMJ 2006 333:939
240,journal_title,yMcoses,Mycoses
361,journal_title,empty,Diseases of the esophagus : official journal of the International Society for Diseases of the Esophagus / I.S.D.E
369,journal_title,empty,Injury
384,journal_title,NUbLL,empty
521,journal_title,empty,Canadian Forces Dental Services quarterly
523,journal_title,Cochrane Database Syst .Rev.,Cochrane Database Syst. Rev.
575,journal_title,Tumour biology : the journal of the International Society for Oncodevelopmental Biology nad Medicine,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
642,journal_title,Journal of Women''s Health (154099q96),Journal of Women's Health (15409996)
680,journal_title,empty,Journal of Experimental Psychology: General
698,journal_title,Energy Polpicy,Energy Policy
703,journal_title,Cochrane Database Syst vRev,Cochrane Database Syst Rev
770,journal_title,PLoS Oe,PLoS One
792,journal_title,Journal of cardiovacular medicine (Hagerstown Md.),Journal of cardiovascular medicine (Hagerstown Md.)
808,journal_title,Cardiology in the yougn,Cardiology in the young
822,journal_title,Obesty (Silver Spring Md.),Obesity (Silver Spring Md.)
853,journal_title,Ciruclation,Circulation
867,journal_title,Cochrane Database Syst. Regv.,Cochrane Database Syst. Rev.
894,journal_title,The European respiatory journal,The European respiratory journal
8,journal_issn,empty,1535-4970
15,journal_issn,0035-9157 (Print) 0035-9157,empty
16,journal_issn,0035-9157 (Print) 0035-9157,0007-0963
17,journal_issn,0035-9157 (Print) 0035-9157,1178-1998
19,journal_issn,Jan-68,68-Jan
49,journal_issn,155-2101,1555-2101
58,journal_issn,NULL***,empty
75,journal_issn,empty,0377-4929
86,journal_issn,9790000000000,9788480000000
94,journal_issn,540-7314 0148-8376,1540-7314 0148-8376
132,journal_issn,Feb-37,37-Feb
138,journal_issn,empty,1170-7690
176,journal_issn,y0077-8923,0077-8923
236,journal_issn,Jan-47,47-Jan
265,journal_issn,empty,1931-3543
310,journal_issn,empty,1931-3543
348,journal_issn,1463-1318,1462-8910
366,journal_issn,2314h-6141,2314-6141
383,journal_issn,0022o-9776,0022-9776
392,journal_issn,Feb-62,62-Feb
395,journal_issn,empty,1098-4275
403,journal_issn,empty,13598546
435,journal_issn,Feb-65,65-Feb
450,journal_issn,empty,1170-7690
490,journal_issn,empty,1098-4275
492,journal_issn,152-29645,1522-9645
508,journal_issn,Nov-53,53-Nov
541,journal_issn,empty,0361-803X
575,journal_issn,1423-030,1423-0380
638,journal_issn,empty,0390-6078
643,journal_issn,1525-1446,0737-1209
644,journal_issn,1524-4539,22-Sep
645,journal_issn,Jan-55,55-Jan
659,journal_issn,1524-4628,0039-2499
691,journal_issn,Sep-60,60-Sep
726,journal_issn,ULL,empty
747,journal_issn,Mar-67,67-May
801,journal_issn,146-02105,1460-2105
803,journal_issn,NUuLL,empty
805,journal_issn,empty,0093-934X
816,journal_issn,NLUL,empty
822,journal_issn,1930-739X,1930-7381
828,journal_issn,1532-5415,14-Feb
839,journal_issn,1450-0514,1540-0514
849,journal_issn,Mar-67,67-May
855,journal_issn,1423-0356,0025-7931
859,journal_issn,empty,1098-4275
888,journal_issn,1a522-726X,1522-726X
889,journal_issn,1932-203,1932-6203
894,journal_issn,1399-3003,0903-1936
915,journal_issn,1099-1611,1057-9249
928,journal_issn,empty,1098-4275
941,journal_issn,empty,1462-2416
943,journal_issn,empty,-5990
954,journal_issn,1746-5497,1476-5497
984,journal_issn,Fe-65,65-Feb
991,journal_issn,Feb-65,65-Feb
