index,attribute,dirty_value,clean_value
134,article_title, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
16,journal_title,British Journal of Dermatology. ,British Journal of Dermatology.
49,journal_title,The Journal o clinical psychiatry,The Journal of clinical psychiatry
102,journal_title,empty,Cognitive Processing
134,journal_title, BMJ 2006 333:939,BMJ 2006 333:939
296,journal_title,Tumour biolosgy : the journal of the International Society for Oncodevelopmental Biology and Medicine,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
422,journal_title,Journal yof dental research,Journal of dental research
431,journal_title,empty,Nederlands Tijdschrift Voor Fysiotherapie
479,journal_title,The Intrenational journal of developmental biology,The International journal of developmental biology
523,journal_title,Cochrae Database Syst. Rev.,Cochrane Database Syst. Rev.
633,journal_title,empty,Onkologie
654,journal_title,rStroke; a journal of cerebral circulation,Stroke; a journal of cerebral circulation
682,journal_title,Basic and Clinical hParmacology and Toxicology,Basic and Clinical Pharmacology and Toxicology
705,journal_title,BioMed research internaional,BioMed research international
849,journal_title,Ann Reum Dis,Ann Rheum Dis
900,journal_title,empty,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
910,journal_title,aCncer,Cancer
916,journal_title,Bioelectroamgnetics,Bioelectromagnetics
959,journal_title,Annals of iynternal medicine,Annals of internal medicine
990,journal_title,empty,Acta radiologica (Stockholm Sweden : 1987)
8,journal_issn,empty,1535-4970
19,journal_issn,Jan-68,68-Jan
23,journal_issn,1432-86X,1432-086X
86,journal_issn,9790000000000,9788480000000
128,journal_issn,empty,1840-0132 1840-2445 (electronic)
129,journal_issn,0035-9157 (Print) 0035-9157,1051-0443
130,journal_issn,0035-9157 (Print) 0035-9157,-7518
132,journal_issn,Feb-37,37-Feb
138,journal_issn,empty,1170-7690
234,journal_issn,0002-9378 (Print)x 0002-9378,0002-9378 (Print) 0002-9378
236,journal_issn,Jan-47,47-Jan
265,journal_issn,empty,1931-3543
298,journal_issn,empty,0300-8878
310,journal_issn,empty,1931-3543
315,journal_issn,NUuLL,empty
348,journal_issn,1463-1318,1462-8910
392,journal_issn,Feb-62,62-Feb
395,journal_issn,empty,1098-4275
435,journal_issn,Feb-65,65-Feb
450,journal_issn,empty,1170-7690
465,journal_issn,11j78-7090,1178-7090
490,journal_issn,empty,1098-4275
508,journal_issn,Nov-53,53-Nov
527,journal_issn,0962-480,0962-7480
567,journal_issn,empty,1474-547X
625,journal_issn,nNULL,empty
643,journal_issn,1525-1446,0737-1209
644,journal_issn,1524-4539,22-Sep
645,journal_issn,Jan-55,55-Jan
659,journal_issn,1524-4628,0039-2499
684,journal_issn,empty,0019-9567
691,journal_issn,Sep-60,60-Sep
747,journal_issn,Mar-67,67-May
798,journal_issn,0363-503,0363-5023
808,journal_issn,1467-1j107,1467-1107
822,journal_issn,1930-739X,1930-7381
828,journal_issn,1532-5415,14-Feb
849,journal_issn,Mar-67,67-May
855,journal_issn,1423-0356,0025-7931
859,journal_issn,empty,1098-4275
868,journal_issn,1432z-0843,1432-0843
889,journal_issn,1932-6230,1932-6203
894,journal_issn,1399-3003,0903-1936
915,journal_issn,1099-1611,1057-9249
928,journal_issn,empty,1098-4275
941,journal_issn,empty,1462-2416
970,journal_issn,NhULL,empty
984,journal_issn,Feb-65,65-Feb
991,journal_issn,eFb-65,65-Feb
