index,attribute,dirty_value,clean_value
10,surname,Newsead,Newstead
76,surname,empty,Vafaie
88,surname,Nsurmeev,Nurmeev
100,surname,eRmp,Remp
122,surname,Hovare,Hoare
123,surname,Faovre,Favre
141,surname,Aluente,Alpuente
171,surname,Gbalda,Gabalda
181,surname,Alpunente,Alpuente
192,surname,Lpeifker,Leifker
203,surname,Alpuenet,Alpuente
219,surname,Claxrk,Clark
224,surname,Aigrian,Aigrain
226,surname,Aigrin,Aigrain
243,surname,Aigran,Aigrain
264,surname,olzberger,Molzberger
267,surname,Aigain,Aigrain
282,surname,empty,Ruocco
287,surname,Apuente,Alpuente
349,surname,Strevetll,Strevell
362,surname,Aigrani,Aigrain
365,surname,empty,Burtschick
430,surname,empty,Rezende
444,surname,Meriaco,Merico
446,surname,igrain,Aigrain
498,surname,empty,Kadar
561,surname,Strwevell,Strevell
577,surname,Malorqui,Mallorqui
632,surname,mAigrain,Aigrain
634,surname,Pirero,Pierro
639,surname,Alpuenxte,Alpuente
649,surname,Zabcele,Zabele
651,surname,Bowhill***,Bowhill
665,surname,Airain,Aigrain
670,surname,Alpguente,Alpuente
675,surname,jAlpuente,Alpuente
710,surname,empty,Grems
711,surname,Rouchaleaiu,Rouchaleau
713,surname,empty,Spehner
784,surname,agman,Cagman
814,surname,Aigraign,Aigrain
825,surname,Nuzamn,Nuzman
918,surname,Derrby,Derby
967,surname,empty,Cagman
971,surname,empty,Ro;dl
985,surname,empty,Gull
997,surname,Aiqgrain,Aigrain
1016,surname,empty,McCain
1088,surname,Aigarin,Aigrain
1117,surname,empty,Weener
1121,surname,empty,Wolin
1127,surname,empty,Nurmeev
1131,surname,Timkovsiky,Timkovsky
1132,surname,Gresm,Grems
1191,surname,Aigrani,Aigrain
1218,surname,Alptuente,Alpuente
1235,surname,empty,Cucka
1272,surname,Aluente,Alpuente
1286,surname,Numzan,Nuzman
1297,surname,Alpunete,Alpuente
1316,surname,olzberger,Molzberger
1333,surname,Agirain,Aigrain
1345,surname,empty,Newstead
1363,surname,Aigain,Aigrain
1389,surname,empty,Strohmeir
1403,surname,McdCain,McCain
1409,surname,Bouabdallh,Bouabdallah
1417,surname,Alpuenet,Alpuente
1419,surname,Zaxllocco,Zallocco
1446,surname,Kappnre,Kappner
1448,surname,empty,Kavasseri
1449,surname,awakami,Kawakami
1450,surname,Cark,Clark
1461,surname,Pascugal,Pascual
1468,surname,Aihgrain,Aigrain
1477,surname,Alpuenet,Alpuente
1491,surname,Alpuete,Alpuente
1502,surname,Aiygrain,Aigrain
1508,surname,empty,Bollman
1521,surname,empty,Capps
1533,surname,empty,Favre
1558,surname,Lebb,Lebib
1559,surname,Ruocqco,Ruocco
1560,surname,Molberger,Molzberger
1574,surname,empty,Kavasseri
1610,surname,Gbalda,Gabalda
1615,surname,empty,Matyska
1637,surname,empty,Sherratt
1676,surname,empty,Kusakabe
1712,surname,Cagan,Cagman
1715,surname,empty,Bollman
1716,surname,empty,Blaschek
1731,surname,Henriqksson,Henriksson
1734,surname,Aigrani,Aigrain
1739,surname,empty,Kopanas
1745,surname,lApuente,Alpuente
1748,surname,empty,Rudstrom
1752,surname,empty,Berrebi
1775,surname,empty,Kopanas
1782,surname,Tchenykh,Tchernykh
1798,surname,Aigrani,Aigrain
1823,surname,empty,Badache
1865,surname,Aigran,Aigrain
1866,surname,Lichnwesky,Lichnewsky
1876,surname,empty,Zajak
1886,surname,Sherrtat,Sherratt
1888,surname,Kwasngy,Kwasny
1912,surname,lpuente,Alpuente
1926,surname,empty,Matyska
1929,surname,empty,Vafaie
1935,surname,empty,Bowhill
1953,surname,Aigraqin,Aigrain
1970,surname,Matyskka,Matyska
1982,surname,lpuente,Alpuente
1987,surname,Anraka,Andraka
2029,surname,Cuka,Cucka
2031,surname,Agrain,Aigrain
2064,surname,igrain,Aigrain
2068,surname,Lebb,Lebib
2084,surname,Airain,Aigrain
2106,surname,Haning,Haining
2112,surname,Besakncenot,Besancenot
2116,surname,Dedoord,Dedood
2126,surname,empty,Yntema
2134,surname,Alpeunte,Alpuente
2162,surname,Andrka,Andraka
2180,surname,lpuente,Alpuente
2186,surname,empty,Keskin
2201,surname,empty,Berthiaume
2204,surname,kButtyan,Buttyan
2210,surname,Muluzsynski,Muluszynski
2231,surname,Aigarin,Aigrain
2240,surname,empty,Blix
2255,surname,Blxi,Blix
2306,surname,empty,Felciano
2311,surname,empty,Harbison
2312,surname,Pirro,Pierro
2357,surname,empty,Hofstetter
2380,surname,Aihgrain,Aigrain
2384,surname,empty,Mallorqui
2388,surname,igrain,Aigrain
2395,surname,Lesperace,Lesperance
2410,surname,Aimgrain,Aigrain
2425,surname,Tmkovsky,Timkovsky
2500,surname,Aigrnain,Aigrain
2515,surname,Aigain,Aigrain
2529,surname,igrain,Aigrain
2534,surname,empty,Gabalda
2554,surname,empty,Hennebert
2564,surname,Cqagman,Cagman
2595,surname,Aigarin,Aigrain
2597,surname,Anrdaka,Andraka
2601,surname,empty,Badache
2602,surname,Alpuetne,Alpuente
2611,surname,empty,Vieri
2631,surname,empty,Favre
2633,surname,empty,Kavvadias
2681,surname,empty,Dedood
