index,attribute,dirty_value,clean_value
134,article_title, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
16,journal_title,British Journal of Dermatology. ,British Journal of Dermatology.
103,journal_title,NULL***,empty
134,journal_title, BMJ 2006 333:939,BMJ 2006 333:939
289,journal_title,LoS One,PLoS One
439,journal_title,empty,Respirology
487,journal_title,Physioherapy,Physiotherapy
493,journal_title,Knee surgery sports traumatology arthroscopy : official journal o the ESSKA,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA
590,journal_title,Rinshyo Byori,Rinsho Byori
718,journal_title,empty,Microsurgery
8,journal_issn,empty,1535-4970
19,journal_issn,Jan-68,68-Jan
86,journal_issn,9790000000000,9788480000000
132,journal_issn,Feb-37,37-Feb
138,journal_issn,empty,1170-7690
149,journal_issn,0035-9157 (Print) 0035-9157,0017-5749
210,journal_issn,0197-4598,1097-4598
236,journal_issn,Jan-47,47-Jan
248,journal_issn,empty,1982-4335
265,journal_issn,empty,1931-3543
278,journal_issn,016-5085,0016-5085
310,journal_issn,empty,1931-3543
348,journal_issn,1463-1318,1462-8910
392,journal_issn,Feb-62,62-Feb
395,journal_issn,empty,1098-4275
404,journal_issn,UNLL,empty
435,journal_issn,Feb-65,65-Feb
450,journal_issn,empty,1170-7690
490,journal_issn,empty,1098-4275
508,journal_issn,Nov-53,53-Nov
643,journal_issn,1525-1446,0737-1209
644,journal_issn,1524-4539,22-Sep
645,journal_issn,Jan-55,55-Jan
659,journal_issn,1524-4628,0039-2499
691,journal_issn,Sep-60,60-Sep
747,journal_issn,Mar-67,67-May
822,journal_issn,1930-739X,1930-7381
828,journal_issn,1532-5415,14-Feb
849,journal_issn,Mar-67,67-May
850,journal_issn,NUjLL,empty
855,journal_issn,1423-0356,0025-7931
858,journal_issn,22z-Sep,22-Sep
859,journal_issn,empty,1098-4275
892,journal_issn,03635-023,0363-5023
894,journal_issn,1399-3003,0903-1936
915,journal_issn,1099-1611,1057-9249
928,journal_issn,empty,1098-4275
941,journal_issn,empty,1462-2416
984,journal_issn,Feb-65,65-Feb
991,journal_issn,Feb-65,65-Feb
