index,attribute,dirty_value,clean_value
1052,style,16.0 oz. Alumi-Tek,16
1555,style,32.0 oz.,32
1,ounces,12.0 oz,12
2,ounces,12.0 oz.,12
3,ounces,12.0 ounce,12
4,ounces,12.0 oz,12
5,ounces,12.0 OZ.,12
6,ounces,12.0 oz,12
7,ounces,12.0 oz.,12
8,ounces,12.0 ounce,12
9,ounces,12.0 oz.,12
10,ounces,12.0 ounce,12
11,ounces,12.0 oz.,12
12,ounces,12.0 oz.,12
13,ounces,12.0 OZ.,12
14,ounces,12.0 oz.,12
15,ounces,12.0 ounce,12
16,ounces,12.0 ounce,12
17,ounces,12.0 oz.,12
18,ounces,12.0 oz. Alumi-Tek,12
19,ounces,12.0 ounce,12
20,ounces,12.0 oz.,12
21,ounces,12.0 oz.,12
22,ounces,8.4 ounce,8.4
23,ounces,12.0 OZ.,12
24,ounces,12.0 oz.,12
25,ounces,12.0 oz,12
26,ounces,12.0 ounce,12
27,ounces,12.0 oz.,12
28,ounces,12.0 oz.,12
29,ounces,12.0 oz.,12
30,ounces,12.0 OZ.,12
31,ounces,12.0 oz.,12
32,ounces,12.0 oz.,12
33,ounces,12.0 oz.,12
34,ounces,12.0 oz,12
35,ounces,12.0 ounce,12
36,ounces,12.0 ounce,12
37,ounces,12.0 OZ.,12
38,ounces,12.0 oz.,12
39,ounces,12.0 oz.,12
40,ounces,12.0 ounce,12
41,ounces,12.0 oz.,12
42,ounces,12.0 oz.,12
43,ounces,12.0 oz,12
44,ounces,12.0 oz,12
45,ounces,12.0 oz,12
46,ounces,12.0 oz.,12
47,ounces,12.0 oz.,12
48,ounces,12.0 oz,12
49,ounces,12.0 oz.,12
50,ounces,12.0 oz.,12
51,ounces,16.0 ounce,16
52,ounces,16.0 ounce,16
53,ounces,16.0 oz.,16
54,ounces,16.0 oz.,16
55,ounces,16.0 oz. Alumi-Tek,16
56,ounces,16.0 ounce,16
57,ounces,16.0 oz,16
58,ounces,16.0 oz,16
59,ounces,16.0 oz,16
60,ounces,16.0 ounce,16
61,ounces,16.0 oz.,16
62,ounces,12.0 oz.,12
63,ounces,12.0 oz,12
64,ounces,12.0 ounce,12
65,ounces,12.0 oz.,12
66,ounces,12.0 oz,12
67,ounces,12.0 oz.,12
68,ounces,16.0 ounce,16
69,ounces,16.0 ounce,16
70,ounces,16.0 ounce,16
71,ounces,16.0 oz.,16
72,ounces,16.0 OZ.,16
73,ounces,16.0 oz.,16
74,ounces,16.0 oz,16
75,ounces,16.0 ounce,16
76,ounces,16.0 oz,16
77,ounces,16.0 oz.,16
78,ounces,16.0 ounce,16
79,ounces,16.0 OZ.,16
80,ounces,16.0 ounce,16
81,ounces,16.0 oz.,16
82,ounces,16.0 oz,16
83,ounces,16.0 ounce,16
84,ounces,16.0 OZ.,16
85,ounces,16.0 oz.,16
86,ounces,12.0 OZ.,12
