index,attribute,dirty_value,clean_value
228,gender,***,M
382,gender,lF,F
651,gender,fM,M
863,gender,empty,M
986,gender,empty,M
1001,gender,empty,M
1684,gender,empty,M
2003,gender,empty,M
2178,gender,***,F
3040,gender,empty,M
3130,gender,empty,F
3655,gender,bF,F
3656,gender,cF,F
3657,gender,***,F
3658,gender,empty,F
3659,gender,empty,F
3660,gender,fF,F
3661,gender,***,F
3680,gender,empty,F
3681,gender,***,F
3682,gender,***,F
3683,gender,dF,F
3684,gender,zF,F
3685,gender,empty,F
3686,gender,empty,F
3687,gender,pF,F
3688,gender,empty,F
3689,gender,***,F
3690,gender,empty,F
3691,gender,uF,F
3692,gender,empty,F
3693,gender,***,F
3694,gender,empty,F
3695,gender,wF,F
3696,gender,aF,F
3698,gender,***,F
3699,gender,***,F
3700,gender,empty,F
3701,gender,vF,F
3702,gender,***,F
3703,gender,***,F
3704,gender,empty,F
3705,gender,empty,F
3706,gender,empty,F
3707,gender,wF,F
3708,gender,oF,F
3709,gender,***,F
3710,gender,zF,F
3711,gender,***,F
3712,gender,oF,F
3713,gender,fF,F
3714,gender,empty,F
3715,gender,empty,F
3716,gender,aF,F
3717,gender,empty,F
3718,gender,empty,F
3719,gender,***,F
3720,gender,***,F
3721,gender,empty,F
3722,gender,rF,F
3724,gender,***,F
3725,gender,empty,F
3726,gender,empty,F
3727,gender,***,F
3728,gender,empty,F
3729,gender,empty,F
3730,gender,empty,F
3731,gender,empty,F
3732,gender,empty,F
3733,gender,empty,F
3734,gender,empty,F
3735,gender,fF,F
3736,gender,eF,F
3737,gender,oF,F
3738,gender,empty,F
3739,gender,***,F
3741,gender,qF,F
3742,gender,yF,F
3743,gender,empty,F
3744,gender,vF,F
3745,gender,empty,F
3746,gender,empty,F
3747,gender,gF,F
3748,gender,***,F
3749,gender,***,F
3750,gender,yF,F
3751,gender,***,F
3752,gender,bF,F
3753,gender,iF,F
3754,gender,empty,F
3755,gender,gF,F
3756,gender,empty,F
3757,gender,***,F
3758,gender,***,F
3759,gender,lF,F
3760,gender,***,F
3762,gender,***,F
3763,gender,empty,F
3764,gender,empty,F
3765,gender,***,F
3766,gender,pF,F
3767,gender,empty,F
3768,gender,***,F
3769,gender,empty,F
3770,gender,***,F
3771,gender,empty,F
3772,gender,bF,F
3773,gender,empty,F
3774,gender,***,F
3775,gender,***,F
3776,gender,empty,F
3777,gender,empty,F
3778,gender,bF,F
3779,gender,empty,F
3780,gender,empty,F
3781,gender,empty,F
3782,gender,***,F
3783,gender,empty,F
3807,gender,***,F
3808,gender,yF,F
3809,gender,empty,F
3810,gender,zF,F
3811,gender,empty,F
3812,gender,gF,F
3813,gender,***,F
3814,gender,hF,F
3815,gender,***,F
3816,gender,aF,F
3817,gender,***,F
3818,gender,empty,F
3819,gender,empty,F
3820,gender,wF,F
3821,gender,empty,F
3822,gender,***,F
3823,gender,empty,F
3824,gender,***,F
3825,gender,nF,F
3827,gender,***,F
3828,gender,empty,F
3829,gender,sF,F
3830,gender,empty,F
3831,gender,vF,F
3832,gender,empty,F
3833,gender,empty,F
3834,gender,jF,F
3835,gender,***,F
3836,gender,***,F
3837,gender,empty,F
3838,gender,***,F
3839,gender,***,F
3840,gender,empty,F
3841,gender,empty,F
3842,gender,empty,F
3843,gender,empty,F
3845,gender,empty,F
3846,gender,***,F
3847,gender,fF,F
3848,gender,empty,F
3849,gender,***,F
3850,gender,wF,F
3851,gender,yF,F
3852,gender,nF,F
3853,gender,empty,F
3854,gender,uF,F
3855,gender,***,F
3856,gender,***,F
3857,gender,***,F
3858,gender,empty,F
3859,gender,empty,F
3860,gender,vF,F
3861,gender,qF,F
3862,gender,***,F
3863,gender,empty,F
3864,gender,empty,F
3865,gender,empty,F
3866,gender,bF,F
3867,gender,***,F
3868,gender,empty,F
3869,gender,***,F
3870,gender,aF,F
3921,gender,empty,M
4011,gender,hF,F
4012,gender,***,F
4013,gender,empty,F
4014,gender,empty,F
4015,gender,***,F
4016,gender,empty,F
4017,gender,***,F
4018,gender,***,F
4019,gender,yF,F
4020,gender,***,F
4021,gender,***,F
4022,gender,***,F
4023,gender,empty,F
4024,gender,eF,F
4025,gender,empty,F
4026,gender,empty,F
4027,gender,iF,F
4028,gender,***,F
4029,gender,wF,F
4069,gender,***,F
4070,gender,bF,F
4071,gender,empty,F
4072,gender,***,F
4073,gender,***,F
4074,gender,dF,F
4075,gender,empty,F
4076,gender,***,F
4077,gender,empty,F
4078,gender,empty,F
4079,gender,nF,F
4080,gender,***,F
4081,gender,empty,F
4082,gender,***,F
4083,gender,***,F
4084,gender,***,F
4085,gender,cF,F
4156,gender,bF,F
4157,gender,***,F
4158,gender,empty,F
4159,gender,empty,F
4160,gender,empty,F
4161,gender,aF,F
4162,gender,xF,F
4163,gender,empty,F
4164,gender,***,F
4165,gender,gF,F
4166,gender,***,F
4167,gender,***,F
4168,gender,***,F
4169,gender,***,F
4170,gender,eF,F
4171,gender,***,F
4172,gender,***,F
4173,gender,aF,F
4174,gender,***,F
4176,gender,iF,F
4177,gender,sF,F
4178,gender,***,F
4179,gender,***,F
4180,gender,***,F
4181,gender,empty,F
4182,gender,***,F
4183,gender,***,F
4184,gender,empty,F
4185,gender,kF,F
4186,gender,***,F
4187,gender,***,F
4188,gender,empty,F
4189,gender,empty,F
4190,gender,empty,F
4191,gender,empty,F
4192,gender,empty,F
4193,gender,yF,F
4194,gender,***,F
4195,gender,empty,F
4196,gender,empty,F
4197,gender,fF,F
4198,gender,empty,F
4199,gender,iF,F
4219,gender,empty,F
4220,gender,empty,F
4221,gender,empty,F
4222,gender,empty,F
4223,gender,***,F
4224,gender,sF,F
4225,gender,empty,F
4226,gender,***,F
4227,gender,empty,F
4228,gender,***,F
4229,gender,empty,F
4230,gender,jF,F
4231,gender,empty,F
4232,gender,qF,F
4233,gender,***,F
4234,gender,empty,F
4235,gender,***,F
4236,gender,pF,F
4237,gender,empty,F
4238,gender,***,F
4239,gender,empty,F
4240,gender,sF,F
4241,gender,lF,F
4243,gender,***,F
4244,gender,***,F
4245,gender,***,F
4246,gender,mF,F
4247,gender,empty,F
4248,gender,empty,F
4249,gender,***,F
4250,gender,uF,F
4251,gender,wF,F
4252,gender,***,F
4253,gender,uF,F
4254,gender,empty,F
4255,gender,empty,F
4256,gender,empty,F
4257,gender,empty,F
4258,gender,***,F
4259,gender,empty,F
4260,gender,uF,F
4261,gender,oF,F
4262,gender,empty,F
4323,gender,***,F
4324,gender,empty,F
4325,gender,mF,F
4326,gender,fF,F
4327,gender,yF,F
4328,gender,empty,F
4329,gender,***,F
4330,gender,mF,F
4331,gender,empty,F
4332,gender,***,F
4333,gender,qF,F
4334,gender,tF,F
4335,gender,empty,F
4336,gender,jF,F
4337,gender,oF,F
4338,gender,zF,F
4340,gender,bF,F
4341,gender,bF,F
4342,gender,***,F
4343,gender,dF,F
4344,gender,eF,F
4345,gender,***,F
4346,gender,gF,F
4347,gender,***,F
4348,gender,empty,F
4349,gender,jF,F
4350,gender,empty,F
4351,gender,empty,F
4352,gender,***,F
4414,gender,empty,M
4425,gender,empty,F
4426,gender,***,F
4427,gender,***,F
4428,gender,empty,F
4429,gender,***,F
4430,gender,empty,F
4431,gender,***,F
4432,gender,gF,F
4433,gender,***,F
4434,gender,***,F
4435,gender,pF,F
4436,gender,lF,F
4437,gender,***,F
4438,gender,***,F
4439,gender,***,F
4484,gender,mF,F
4485,gender,jF,F
4486,gender,empty,F
4487,gender,tF,F
4488,gender,empty,F
4489,gender,iF,F
4490,gender,***,F
4491,gender,***,F
4492,gender,eF,F
4493,gender,eF,F
4494,gender,empty,F
4495,gender,***,F
4496,gender,empty,F
4514,gender,empty,F
4515,gender,***,F
4516,gender,empty,F
4517,gender,***,F
4518,gender,tF,F
4519,gender,empty,F
4520,gender,empty,F
4521,gender,empty,F
4522,gender,jF,F
4523,gender,fF,F
4524,gender,empty,F
4525,gender,empty,F
4526,gender,***,F
4527,gender,***,F
4528,gender,gF,F
4529,gender,empty,F
4530,gender,***,F
4531,gender,empty,F
4532,gender,empty,F
4533,gender,empty,F
4534,gender,***,F
4535,gender,empty,F
4536,gender,***,F
4537,gender,***,F
4538,gender,***,F
4539,gender,empty,F
4540,gender,eF,F
4541,gender,***,F
4542,gender,empty,F
4582,gender,nF,F
4583,gender,fF,F
4584,gender,***,F
4585,gender,***,F
4586,gender,empty,F
4587,gender,empty,F
4588,gender,sF,F
4589,gender,empty,F
4590,gender,***,F
4591,gender,***,F
4592,gender,rF,F
4593,gender,empty,F
4594,gender,***,F
4595,gender,aF,F
4596,gender,***,F
4597,gender,cF,F
4598,gender,***,F
4599,gender,hF,F
4600,gender,***,F
4601,gender,***,F
4602,gender,eF,F
4604,gender,***,F
4605,gender,***,F
4606,gender,xF,F
4607,gender,dF,F
4608,gender,***,F
4609,gender,oF,F
4610,gender,***,F
4611,gender,iF,F
4612,gender,empty,F
4613,gender,zF,F
4614,gender,uF,F
4615,gender,empty,F
4616,gender,empty,F
4617,gender,empty,F
4618,gender,tF,F
4619,gender,***,F
4620,gender,empty,F
4621,gender,***,F
4651,gender,empty,F
4652,gender,empty,F
4653,gender,xF,F
4654,gender,vF,F
4655,gender,qF,F
4656,gender,sF,F
4657,gender,empty,F
4658,gender,***,F
4659,gender,empty,F
4660,gender,***,F
4661,gender,mF,F
4662,gender,***,F
4663,gender,empty,F
4664,gender,empty,F
4665,gender,jF,F
4666,gender,***,F
4690,gender,empty,F
4691,gender,***,F
4692,gender,empty,F
4693,gender,***,F
4694,gender,zF,F
4695,gender,***,F
4696,gender,empty,F
4697,gender,empty,F
4698,gender,iF,F
4699,gender,nF,F
4700,gender,empty,F
4701,gender,***,F
4702,gender,vF,F
4703,gender,***,F
4704,gender,empty,F
4705,gender,kF,F
4706,gender,bF,F
4718,gender,cF,F
4719,gender,empty,F
4720,gender,***,F
4721,gender,uF,F
4722,gender,***,F
4723,gender,***,F
4724,gender,empty,F
4725,gender,***,F
4726,gender,empty,F
4727,gender,***,F
4728,gender,empty,F
4729,gender,***,F
4730,gender,dF,F
4731,gender,empty,F
4732,gender,empty,F
4733,gender,empty,F
4774,gender,***,F
4775,gender,hF,F
4776,gender,***,F
4777,gender,empty,F
4778,gender,***,F
