index,attribute,dirty_value,clean_value
46,gender,qM,M
183,gender,aM,M
231,gender,***,M
267,gender,empty,M
284,gender,empty,M
318,gender,empty,F
337,gender,empty,F
359,gender,empty,F
426,gender,empty,F
665,gender,empty,M
731,gender,***,F
844,gender,empty,M
853,gender,vF,F
856,gender,empty,F
938,gender,empty,M
978,gender,empty,M
1133,gender,empty,F
1259,gender,***,F
1299,gender,***,F
1424,gender,empty,F
1524,gender,empty,F
1537,gender,empty,M
1569,gender,iF,F
1606,gender,cF,F
1693,gender,empty,F
1728,gender,xM,M
1792,gender,empty,F
1802,gender,gF,F
1848,gender,pM,M
1898,gender,***,F
1952,gender,empty,F
2124,gender,empty,M
2180,gender,empty,F
2288,gender,empty,F
2289,gender,empty,F
2312,gender,empty,M
2326,gender,tM,M
2433,gender,empty,F
2453,gender,empty,M
2493,gender,jM,M
2496,gender,empty,M
2502,gender,empty,M
2639,gender,empty,M
2790,gender,empty,M
2831,gender,empty,M
2880,gender,empty,F
2883,gender,empty,F
2884,gender,empty,F
2885,gender,empty,F
2886,gender,empty,F
2887,gender,aF,F
2888,gender,empty,F
2889,gender,***,F
2890,gender,empty,F
2891,gender,***,F
2892,gender,***,F
2893,gender,empty,F
2894,gender,empty,F
2912,gender,empty,F
2913,gender,empty,F
2914,gender,***,F
2915,gender,***,F
2916,gender,empty,F
2917,gender,kF,F
2918,gender,empty,F
2919,gender,empty,F
2920,gender,lF,F
2921,gender,bF,F
2922,gender,empty,F
2923,gender,empty,F
2924,gender,***,F
2925,gender,empty,F
2926,gender,yF,F
2927,gender,empty,F
2928,gender,fF,F
2929,gender,empty,F
2930,gender,empty,F
2931,gender,bF,F
2932,gender,***,F
2956,gender,empty,F
2957,gender,empty,F
2958,gender,empty,F
2959,gender,***,F
2960,gender,***,F
2961,gender,empty,F
2962,gender,empty,F
2963,gender,empty,F
2964,gender,empty,F
2965,gender,empty,F
2966,gender,empty,F
2967,gender,uF,F
2968,gender,***,F
2969,gender,***,F
2970,gender,***,F
3061,gender,oF,F
3062,gender,empty,F
3063,gender,***,F
3064,gender,zF,F
3065,gender,empty,F
3066,gender,sF,F
3067,gender,empty,F
3068,gender,***,F
3069,gender,empty,F
3070,gender,empty,F
3071,gender,empty,F
3072,gender,***,F
3073,gender,***,F
3074,gender,empty,F
3075,gender,eF,F
3076,gender,pF,F
3077,gender,empty,F
3078,gender,eF,F
3079,gender,***,F
3080,gender,bF,F
3081,gender,***,F
3082,gender,empty,F
3083,gender,***,F
3084,gender,***,F
3085,gender,xF,F
3086,gender,dF,F
3130,gender,hF,F
3131,gender,***,F
3132,gender,pF,F
3133,gender,empty,F
3134,gender,iF,F
3135,gender,oF,F
3136,gender,jF,F
3137,gender,***,F
3138,gender,***,F
3139,gender,empty,F
3140,gender,bF,F
3141,gender,rF,F
3142,gender,***,F
3143,gender,***,F
3144,gender,***,F
3145,gender,***,F
3146,gender,empty,F
3147,gender,zF,F
3164,gender,empty,M
3169,gender,gM,M
3221,gender,tF,F
3222,gender,***,F
3223,gender,***,F
3224,gender,empty,F
3225,gender,uF,F
3226,gender,***,F
3227,gender,***,F
3228,gender,empty,F
3229,gender,eF,F
3230,gender,fF,F
3231,gender,***,F
3232,gender,vF,F
3233,gender,empty,F
3234,gender,xF,F
3235,gender,empty,F
3236,gender,***,F
3237,gender,empty,F
3238,gender,empty,F
3239,gender,vF,F
3240,gender,***,F
3241,gender,eF,F
3265,gender,fF,F
3266,gender,kF,F
3267,gender,***,F
3268,gender,bF,F
3269,gender,empty,F
3270,gender,yF,F
3271,gender,fF,F
3272,gender,empty,F
3273,gender,empty,F
3274,gender,***,F
3275,gender,vF,F
3276,gender,***,F
3277,gender,empty,F
3278,gender,yF,F
3279,gender,empty,F
3281,gender,empty,F
3282,gender,empty,F
3283,gender,empty,F
3284,gender,iF,F
3285,gender,iF,F
3286,gender,empty,F
3287,gender,***,F
3288,gender,***,F
3289,gender,***,F
3290,gender,empty,F
3291,gender,bF,F
3292,gender,***,F
3293,gender,***,F
3294,gender,empty,F
3295,gender,***,F
3296,gender,empty,F
3297,gender,eF,F
3353,gender,empty,M
3376,gender,empty,M
3461,gender,empty,F
3462,gender,***,F
3463,gender,pF,F
3464,gender,empty,F
3465,gender,***,F
3466,gender,***,F
3467,gender,fF,F
3468,gender,***,F
3469,gender,empty,F
3470,gender,kF,F
3471,gender,empty,F
3472,gender,***,F
3473,gender,***,F
3474,gender,lF,F
3475,gender,mF,F
3476,gender,***,F
3477,gender,empty,F
3478,gender,empty,F
3479,gender,***,F
3480,gender,***,F
3481,gender,fF,F
3483,gender,yF,F
3484,gender,***,F
3485,gender,empty,F
3486,gender,kF,F
3487,gender,cF,F
3488,gender,empty,F
3489,gender,***,F
3490,gender,bF,F
3491,gender,oF,F
3492,gender,empty,F
3493,gender,***,F
3494,gender,***,F
3495,gender,empty,F
3496,gender,aF,F
3497,gender,***,F
3498,gender,empty,F
3499,gender,gF,F
3500,gender,empty,F
3501,gender,***,F
3502,gender,empty,F
3548,gender,gF,F
3549,gender,***,F
3550,gender,aF,F
3551,gender,***,F
3552,gender,***,F
3553,gender,***,F
3554,gender,rF,F
3555,gender,empty,F
3556,gender,bF,F
3557,gender,dF,F
3558,gender,***,F
3559,gender,empty,F
3560,gender,empty,F
3561,gender,hF,F
3562,gender,***,F
3563,gender,empty,F
3564,gender,empty,F
3565,gender,dF,F
3566,gender,zF,F
3567,gender,vF,F
3568,gender,***,F
3569,gender,***,F
3588,gender,empty,F
3589,gender,qF,F
3590,gender,***,F
3591,gender,zF,F
3592,gender,***,F
3593,gender,***,F
3594,gender,***,F
3595,gender,***,F
3596,gender,bF,F
3597,gender,empty,F
3598,gender,vF,F
3599,gender,empty,F
3600,gender,eF,F
3601,gender,empty,F
3602,gender,empty,F
3603,gender,***,F
3604,gender,***,F
3605,gender,***,F
3606,gender,zF,F
3607,gender,***,F
3609,gender,oF,F
3610,gender,empty,F
3611,gender,empty,F
3612,gender,hF,F
3613,gender,pF,F
3614,gender,empty,F
3615,gender,***,F
3616,gender,empty,F
3617,gender,empty,F
3618,gender,empty,F
3619,gender,gF,F
3620,gender,***,F
3621,gender,hF,F
3622,gender,empty,F
3623,gender,empty,F
3624,gender,***,F
3625,gender,gF,F
3626,gender,***,F
3627,gender,bF,F
3628,gender,empty,F
3629,gender,empty,F
3630,gender,***,F
3631,gender,qF,F
3632,gender,iF,F
3647,gender,yF,F
3648,gender,sF,F
3649,gender,yF,F
3650,gender,***,F
3651,gender,mF,F
3652,gender,kF,F
3653,gender,***,F
3654,gender,***,F
3655,gender,empty,F
3656,gender,***,F
3657,gender,empty,F
3658,gender,empty,F
3659,gender,***,F
3660,gender,empty,F
3661,gender,empty,F
3680,gender,aF,F
3681,gender,***,F
3682,gender,qF,F
3683,gender,empty,F
3684,gender,dF,F
3685,gender,empty,F
3686,gender,empty,F
3687,gender,empty,F
3688,gender,***,F
3689,gender,empty,F
3690,gender,***,F
3691,gender,***,F
3692,gender,gF,F
3693,gender,dF,F
3694,gender,empty,F
3695,gender,tF,F
3696,gender,empty,F
3698,gender,tF,F
3699,gender,empty,F
3700,gender,***,F
3701,gender,rF,F
3702,gender,empty,F
3703,gender,iF,F
3704,gender,gF,F
3705,gender,***,F
3706,gender,empty,F
3707,gender,empty,F
3708,gender,xF,F
3709,gender,***,F
3710,gender,vF,F
3711,gender,***,F
3712,gender,iF,F
3713,gender,empty,F
3714,gender,vF,F
3715,gender,empty,F
3716,gender,rF,F
3717,gender,***,F
3718,gender,***,F
3719,gender,iF,F
3720,gender,fF,F
3721,gender,***,F
3722,gender,empty,F
3724,gender,dF,F
3725,gender,nF,F
3726,gender,empty,F
3727,gender,sF,F
3728,gender,***,F
3729,gender,vF,F
3730,gender,***,F
3731,gender,lF,F
