index,attribute,dirty_value,clean_value
25,gender,uF,F
78,gender,empty,M
124,gender,empty,M
139,gender,jM,M
146,gender,empty,M
169,gender,***,M
175,gender,***,M
179,gender,empty,M
183,gender,empty,M
264,gender,***,M
270,gender,empty,M
283,gender,***,M
295,gender,nM,M
329,gender,empty,F
340,gender,empty,F
400,gender,empty,F
465,gender,empty,M
491,gender,empty,F
499,gender,***,M
531,gender,***,F
600,gender,empty,M
604,gender,empty,M
625,gender,zF,F
647,gender,empty,F
651,gender,empty,M
652,gender,mM,M
653,gender,empty,M
676,gender,***,F
683,gender,***,F
686,gender,empty,F
721,gender,empty,M
727,gender,empty,F
748,gender,empty,F
751,gender,***,F
755,gender,***,F
757,gender,empty,F
815,gender,***,M
860,gender,***,M
910,gender,***,F
961,gender,empty,F
990,gender,empty,M
997,gender,empty,M
1015,gender,empty,M
1019,gender,empty,F
1054,gender,empty,F
1086,gender,***,M
1092,gender,empty,M
1110,gender,***,M
1123,gender,***,F
1132,gender,empty,F
1143,gender,***,F
1185,gender,empty,M
1199,gender,bF,F
1204,gender,empty,F
1224,gender,***,F
1248,gender,empty,M
1295,gender,empty,F
1339,gender,empty,F
1377,gender,***,F
1393,gender,empty,F
1394,gender,empty,F
1411,gender,gF,F
1439,gender,empty,F
1441,gender,empty,F
1455,gender,sF,F
1490,gender,empty,F
1499,gender,oF,F
1519,gender,empty,F
1525,gender,***,F
1554,gender,***,F
1566,gender,***,F
1579,gender,empty,F
1614,gender,empty,M
1624,gender,empty,M
1644,gender,empty,F
1670,gender,empty,M
1674,gender,empty,M
1681,gender,***,M
1699,gender,empty,F
1722,gender,rM,M
1796,gender,empty,F
1815,gender,empty,F
1828,gender,empty,M
1832,gender,empty,M
1858,gender,empty,M
1868,gender,***,M
1874,gender,zM,M
1880,gender,***,M
1904,gender,empty,M
1920,gender,empty,M
1943,gender,empty,F
1959,gender,***,F
1971,gender,qM,M
1994,gender,empty,M
2005,gender,empty,M
2012,gender,dM,M
2026,gender,empty,F
2029,gender,empty,F
2060,gender,wF,F
2109,gender,empty,F
2143,gender,***,M
2226,gender,empty,F
2240,gender,empty,F
2243,gender,dF,F
2256,gender,empty,M
2300,gender,empty,F
2311,gender,empty,M
2323,gender,empty,M
2367,gender,empty,F
2410,gender,dM,M
2433,gender,sF,F
2450,gender,empty,M
2490,gender,empty,M
2503,gender,uM,M
2525,gender,empty,F
2528,gender,empty,F
2543,gender,xF,F
2549,gender,***,F
2550,gender,empty,F
2560,gender,empty,F
2632,gender,empty,M
2635,gender,kM,M
2677,gender,aF,F
2691,gender,hM,M
2776,gender,empty,M
2802,gender,empty,M
2805,gender,empty,M
2854,gender,***,M
2860,gender,empty,M
2886,gender,empty,F
2904,gender,***,M
2907,gender,empty,M
2914,gender,aF,F
2950,gender,empty,M
2951,gender,yM,M
2975,gender,***,M
2981,gender,empty,M
3016,gender,empty,M
3052,gender,empty,M
3145,gender,empty,F
3170,gender,empty,M
3183,gender,empty,M
3200,gender,empty,M
3305,gender,empty,M
3343,gender,empty,M
3391,gender,empty,M
3392,gender,empty,M
3419,gender,empty,M
3478,gender,empty,F
3481,gender,eF,F
3488,gender,empty,F
3498,gender,empty,F
3546,gender,***,M
3547,gender,empty,F
3642,gender,***,M
3666,gender,empty,M
3713,gender,empty,F
3788,gender,empty,M
3791,gender,empty,M
3800,gender,empty,M
3806,gender,empty,F
3848,gender,empty,F
3885,gender,empty,M
3908,gender,empty,M
3916,gender,empty,M
3922,gender,empty,M
3930,gender,empty,M
3955,gender,empty,M
3986,gender,mM,M
4002,gender,empty,M
4056,gender,iM,M
4111,gender,tM,M
4125,gender,empty,M
4149,gender,empty,M
4153,gender,***,M
4158,gender,empty,F
4183,gender,empty,F
4278,gender,empty,M
4336,gender,dF,F
4348,gender,***,F
4352,gender,empty,F
4386,gender,empty,M
4416,gender,sM,M
4438,gender,uF,F
4482,gender,empty,M
4567,gender,qM,M
4628,gender,dM,M
4637,gender,empty,M
4639,gender,empty,M
4648,gender,***,M
4664,gender,empty,F
4680,gender,empty,M
4719,gender,empty,F
4721,gender,empty,F
4730,gender,empty,F
4734,gender,empty,M
4774,gender,qF,F
4776,gender,empty,F
4783,gender,empty,F
4784,gender,empty,F
4785,gender,fF,F
4786,gender,empty,F
4787,gender,empty,F
4788,gender,rF,F
4789,gender,***,F
4790,gender,rF,F
4791,gender,***,F
4792,gender,***,F
4793,gender,***,F
4794,gender,***,F
4795,gender,empty,F
4796,gender,empty,F
4797,gender,empty,F
4798,gender,nF,F
4799,gender,hF,F
4801,gender,qF,F
4802,gender,empty,F
4803,gender,empty,F
4804,gender,kF,F
4805,gender,qF,F
4806,gender,empty,F
4807,gender,gF,F
4808,gender,empty,F
4809,gender,empty,F
4810,gender,***,F
4811,gender,pF,F
4812,gender,empty,F
4813,gender,empty,F
4814,gender,***,F
4815,gender,***,F
4817,gender,cF,F
4818,gender,***,F
4819,gender,empty,F
4820,gender,empty,F
4821,gender,empty,F
4822,gender,***,F
4823,gender,empty,F
4824,gender,empty,F
4825,gender,dF,F
4826,gender,empty,F
4827,gender,iF,F
4828,gender,dF,F
4829,gender,empty,F
4830,gender,oF,F
4831,gender,mF,F
4832,gender,***,F
4833,gender,***,F
4834,gender,empty,F
4835,gender,oF,F
4836,gender,empty,F
4837,gender,empty,F
4838,gender,empty,F
4839,gender,***,F
4841,gender,empty,F
4842,gender,***,F
4843,gender,***,F
4844,gender,empty,F
4845,gender,***,F
4846,gender,***,F
4847,gender,vF,F
4848,gender,mF,F
4849,gender,yF,F
4850,gender,empty,F
4851,gender,yF,F
4852,gender,kF,F
4853,gender,empty,F
4854,gender,***,F
4855,gender,empty,F
4856,gender,***,F
4857,gender,hF,F
4858,gender,***,F
4859,gender,xF,F
4860,gender,empty,F
4861,gender,empty,F
4862,gender,empty,F
4863,gender,kF,F
4864,gender,qF,F
4865,gender,vF,F
4866,gender,***,F
4869,gender,xM,M
4884,gender,empty,F
4885,gender,empty,F
4886,gender,aF,F
4887,gender,empty,F
4888,gender,aF,F
4889,gender,empty,F
4890,gender,empty,F
4891,gender,fF,F
4892,gender,***,F
4893,gender,dF,F
4894,gender,***,F
4895,gender,empty,F
4896,gender,***,F
4897,gender,***,F
4898,gender,empty,F
4899,gender,empty,F
4900,gender,empty,F
4901,gender,empty,F
4905,gender,empty,M
4943,gender,***,F
4944,gender,empty,F
4945,gender,***,F
4946,gender,***,F
4947,gender,empty,F
4948,gender,***,F
4949,gender,empty,F
4950,gender,empty,F
4951,gender,empty,F
4952,gender,yF,F
4953,gender,***,F
4954,gender,aF,F
4955,gender,yF,F
4956,gender,vF,F
4957,gender,zF,F
4958,gender,empty,F
4959,gender,***,F
4960,gender,qF,F
4961,gender,***,F
4962,gender,empty,F
4963,gender,tF,F
4969,gender,empty,M
4979,gender,empty,M
5019,gender,***,M
5036,gender,***,F
5037,gender,***,F
5038,gender,***,F
5039,gender,aF,F
5040,gender,empty,F
5041,gender,empty,F
5042,gender,empty,F
5043,gender,***,F
5044,gender,vF,F
5045,gender,empty,F
5046,gender,***,F
5047,gender,empty,F
5048,gender,***,F
5049,gender,fF,F
5050,gender,empty,F
5051,gender,fF,F
5052,gender,hF,F
5053,gender,cF,F
5054,gender,***,F
5055,gender,***,F
5057,gender,***,F
5058,gender,empty,F
5059,gender,empty,F
5060,gender,empty,F
5061,gender,sF,F
5062,gender,empty,F
5063,gender,***,F
5064,gender,empty,F
5065,gender,dF,F
5066,gender,empty,F
5067,gender,empty,F
5068,gender,empty,F
5069,gender,empty,F
5070,gender,empty,F
5071,gender,***,F
5072,gender,empty,F
5073,gender,empty,F
5074,gender,empty,F
5075,gender,***,F
5077,gender,empty,F
5078,gender,empty,F
5079,gender,qF,F
5080,gender,empty,F
5081,gender,cF,F
5082,gender,empty,F
5083,gender,***,F
5084,gender,jF,F
5085,gender,vF,F
5086,gender,***,F
5087,gender,***,F
5088,gender,***,F
5089,gender,***,F
5090,gender,empty,F
5091,gender,empty,F
5092,gender,tF,F
5093,gender,***,F
5095,gender,empty,F
5096,gender,***,F
5097,gender,empty,F
5098,gender,empty,F
5099,gender,***,F
5100,gender,dF,F
5101,gender,wF,F
5102,gender,gF,F
5103,gender,vF,F
5104,gender,empty,F
5105,gender,hF,F
5106,gender,empty,F
5107,gender,***,F
5108,gender,mF,F
5115,gender,***,M
5124,gender,empty,M
5154,gender,empty,F
5155,gender,mF,F
5156,gender,***,F
5157,gender,empty,F
5158,gender,***,F
5159,gender,***,F
5160,gender,***,F
5161,gender,empty,F
5162,gender,fF,F
5163,gender,eF,F
5164,gender,gF,F
5165,gender,***,F
5166,gender,hF,F
5167,gender,bF,F
5168,gender,empty,F
5169,gender,empty,F
5170,gender,empty,F
5171,gender,empty,F
5173,gender,***,F
5174,gender,***,F
5175,gender,empty,F
5176,gender,***,F
5177,gender,empty,F
5178,gender,empty,F
5179,gender,empty,F
5180,gender,empty,F
5181,gender,mF,F
5182,gender,lF,F
5183,gender,kF,F
5184,gender,***,F
5185,gender,empty,F
5186,gender,***,F
5187,gender,empty,F
5188,gender,empty,F
5189,gender,eF,F
5190,gender,empty,F
5191,gender,yF,F
5192,gender,pF,F
5193,gender,empty,F
5194,gender,empty,F
5195,gender,***,F
5196,gender,empty,F
5243,gender,lF,F
5244,gender,empty,F
5245,gender,empty,F
5246,gender,***,F
5247,gender,empty,F
5248,gender,***,F
5249,gender,***,F
5250,gender,pF,F
5251,gender,empty,F
5252,gender,***,F
5253,gender,***,F
5254,gender,***,F
5255,gender,lF,F
5256,gender,empty,F
5257,gender,qF,F
5258,gender,***,F
5259,gender,empty,F
5260,gender,***,F
5261,gender,empty,F
5262,gender,***,F
5264,gender,empty,F
5265,gender,***,F
5266,gender,jF,F
5267,gender,iF,F
5268,gender,empty,F
5269,gender,***,F
5270,gender,***,F
5271,gender,empty,F
5272,gender,jF,F
5273,gender,empty,F
5274,gender,empty,F
5275,gender,jF,F
5276,gender,yF,F
5277,gender,empty,F
5278,gender,***,F
5364,gender,eF,F
5365,gender,empty,F
5366,gender,empty,F
5367,gender,nF,F
5368,gender,kF,F
5369,gender,***,F
5370,gender,mF,F
5371,gender,empty,F
5372,gender,***,F
5373,gender,empty,F
5374,gender,hF,F
5375,gender,empty,F
5376,gender,***,F
5377,gender,sF,F
5378,gender,xF,F
5379,gender,***,F
5380,gender,empty,F
5381,gender,nF,F
5382,gender,empty,F
5383,gender,empty,F
5384,gender,empty,F
5385,gender,kF,F
5386,gender,***,F
5387,gender,***,F
5390,gender,empty,M
5402,gender,***,M
5407,gender,empty,F
5408,gender,***,F
5409,gender,empty,F
5410,gender,***,F
5411,gender,xF,F
5412,gender,empty,F
5413,gender,***,F
5414,gender,***,F
5415,gender,empty,F
5416,gender,empty,F
5417,gender,***,F
5418,gender,***,F
5419,gender,***,F
5420,gender,***,F
5421,gender,empty,F
5422,gender,empty,F
5432,gender,rM,M
5450,gender,empty,M
5451,gender,empty,M
5453,gender,empty,M
5468,gender,empty,M
5522,gender,empty,F
5523,gender,fF,F
5524,gender,empty,F
5525,gender,***,F
5526,gender,empty,F
5527,gender,empty,F
5528,gender,***,F
5529,gender,***,F
5530,gender,qF,F
5531,gender,empty,F
5532,gender,oF,F
5533,gender,jF,F
5534,gender,***,F
5535,gender,empty,F
5536,gender,xF,F
5537,gender,empty,F
5538,gender,***,F
5539,gender,***,F
5540,gender,***,F
5542,gender,***,F
5543,gender,empty,F
5544,gender,***,F
5545,gender,kF,F
5546,gender,***,F
5547,gender,empty,F
5548,gender,yF,F
5549,gender,bF,F
5550,gender,oF,F
5551,gender,lF,F
5552,gender,***,F
5553,gender,iF,F
5554,gender,bF,F
5555,gender,***,F
5556,gender,***,F
5609,gender,empty,M
5614,gender,***,F
5615,gender,empty,F
5616,gender,empty,F
5617,gender,empty,F
5618,gender,empty,F
5619,gender,***,F
5620,gender,zF,F
5621,gender,empty,F
5622,gender,pF,F
5623,gender,empty,F
5624,gender,zF,F
5625,gender,empty,F
5626,gender,***,F
5627,gender,empty,F
5628,gender,empty,F
5629,gender,empty,F
5630,gender,***,F
5631,gender,fF,F
5632,gender,empty,F
5633,gender,***,F
5634,gender,sF,F
5635,gender,gF,F
