index,attribute,dirty_value,clean_value
2,HospitalName,callahan eye foundatio hospital,callahan eye foundation hospital
5,HospitalName,cayllahan eye foundation hospital,callahan eye foundation hospital
6,HospitalName,callahan eye foundation hosfpital,callahan eye foundation hospital
8,HospitalName,callahan eye foundation hospoital,callahan eye foundation hospital
9,HospitalName,empty,helen keller memorial hospital
10,HospitalName,empty,helen keller memorial hospital
32,HospitalName,southeast alabama mbedical center,southeast alabama medical center
81,HospitalName,empty,eliza coffee memorial hospital
87,HospitalName,eliza coffee memoribal hospital,eliza coffee memorial hospital
96,HospitalName,mizell memorial hosprital,mizell memorial hospital
120,HospitalName,callahan eye foundation hospital,crenshaw community hospital
121,HospitalName,callahan eye foundation hospital,crenshaw community hospital
122,HospitalName,callahan eye foundation hospital,crenshaw community hospital
123,HospitalName,callahan eye foundation hospital,crenshaw community hospital
124,HospitalName,callahan eye foundation hospital,crenshaw community hospital
125,HospitalName,callahan eye foundation hospital,crenshaw community hospital
135,HospitalName,callahan eye foundation hospital,crenshaw community hospital
136,HospitalName,callahan eye foundation hospital,crenshaw community hospital
137,HospitalName,callahan eye foundation hospital,crenshaw community hospital
138,HospitalName,callahan eye foundation hospital,crenshaw community hospital
139,HospitalName,callahan eye foundation hospital,crenshaw community hospital
140,HospitalName,callahan eye foundation hospital,crenshaw community hospital
209,HospitalName,st vncents east,st vincents east
216,HospitalName,callahan eye foundation hospital,st vincents east
217,HospitalName,callahan eye foundation hospital,st vincents east
218,HospitalName,callahan eye foundation hospital,st vincents east
219,HospitalName,callahan eye foundation hospital,st vincents east
220,HospitalName,callahan eye foundation hospital,dekalb regional medical center
221,HospitalName,callahan eye foundation hospital,dekalb regional medical center
222,HospitalName,callahan eye foundation hospital,dekalb regional medical center
223,HospitalName,callahan eye foundation hospital,dekalb regional medical center
224,HospitalName,callahan eye foundation hospital,dekalb regional medical center
225,HospitalName,callahan eye foundation hospital,dekalb regional medical center
226,HospitalName,callahan eye foundation hospital,dekalb regional medical center
227,HospitalName,callahan eye foundation hospital,dekalb regional medical center
236,HospitalName,dekalb reginal medical center,dekalb regional medical center
237,HospitalName,callahan eye foundation hospital,dekalb regional medical center
238,HospitalName,callahan eye foundation hospital,dekalb regional medical center
239,HospitalName,callahan eye foundation hospital,dekalb regional medical center
240,HospitalName,empty,dekalb regional medical center
241,HospitalName,callahan eye foundation hospital,dekalb regional medical center
242,HospitalName,callahan eye foundation hospital,dekalb regional medical center
261,HospitalName,callahan eye foundation hospital,southwest alabama medical center
262,HospitalName,callahan eye foundation hospital,southwest alabama medical center
263,HospitalName,callahan eye foundation hospital,southwest alabama medical center
264,HospitalName,callahan eye foundation hospital,southwest alabama medical center
265,HospitalName,callahan eye foundation hospital,southwest alabama medical center
266,HospitalName,callahan eye foundation hospital,southwest alabama medical center
272,HospitalName,callahan eye foundation hospital,shelby baptist medical center
273,HospitalName,callahan eye foundation hospital,shelby baptist medical center
274,HospitalName,callahan eye foundation hospital,shelby baptist medical center
275,HospitalName,callahan eye foundation hospital,shelby baptist medical center
276,HospitalName,callahan eye foundation hospital,shelby baptist medical center
277,HospitalName,callahan eye foundation hospital,shelby baptist medical center
301,HospitalName,callahan eye foundation hospitla,callahan eye foundation hospital
302,HospitalName,callahan eye founation hospital,callahan eye foundation hospital
303,HospitalName,callahan eye foundtaion hospital,callahan eye foundation hospital
304,HospitalName,callahan eye foundatyion hospital,callahan eye foundation hospital
305,HospitalName,callahan eye foundtaion hospital,callahan eye foundation hospital
331,HospitalName,strigfellow memorial hospital,stringfellow memorial hospital
344,HospitalName,empty,flowers hospital
359,HospitalName,empty,northwest medical center
370,HospitalName,northwest meical center,northwest medical center
374,HospitalName,empty,northwest medical center
422,HospitalName,empty,coosa valley medical center
446,HospitalName,alasika regional hospital,alaska regional hospital
455,HospitalName,helen keller memdorial hospital,helen keller memorial hospital
465,HospitalName,helen keller memorial hospigtal,helen keller memorial hospital
466,HospitalName,helen keller memorial hospiatl,helen keller memorial hospital
482,HospitalName,dale medical cpenter,dale medical center
484,HospitalName,dale medical centre,dale medical center
520,HospitalName,bapptist medical center south,baptist medical center south
603,HospitalName,elba general hosital,elba general hospital
695,HospitalName,communityx hospital inc,community hospital inc
759,HospitalName,empty,andalusia regional hospital
799,HospitalName,empty,huntsville hospital
849,HospitalName,chilton medical pcenter,chilton medical center
871,HospitalName,empty,marion regional medical center
946,HospitalName,empty,georgiana hospital
971,HospitalName,mqedical center enterprise,medical center enterprise
5,Address1,empty,1720 university blvd
28,Address1,1108 ross clark crcle,1108 ross clark circle
59,Address1,2505 u s khighway 431 north,2505 u s highway 431 north
69,Address1,2505 u s highwday 431 north,2505 u s highway 431 north
142,Address1,empty,101 hospital circle
394,Address1,empty,124 s memorial dr
424,Address1,empty,315 w hickory st
453,Address1,1300 sourth montgomery avenue,1300 south montgomery avenue
454,Address1,1300 south montgoery avenue,1300 south montgomery avenue
456,Address1,130 south montgomery avenue,1300 south montgomery avenue
457,Address1,1300 southc montgomery avenue,1300 south montgomery avenue
458,Address1,1300s outh montgomery avenue,1300 south montgomery avenue
459,Address1,1300 south montgomery aveneu,1300 south montgomery avenue
512,Address1,400 northwooddr,400 northwood dr
530,Address1,empty,2105 east south boulevard
537,Address1,empty,2105 east south boulevard
692,Address1,805 friendshp road,805 friendship road
693,Address1,805 friendship roda,805 friendship road
696,Address1,empty,805 friendship road
730,Address1,empty,1912 alabama highway 157
762,Address1,49 south three notch street,849 south three notch street
775,Address1,empty,101 sivley rd
847,Address1,1010 layf dam road,1010 lay dam road
940,Address1,empty,515 miranda st
959,Address1,empty,400 n edwards street
977,Address1,empty,400 n edwards street
32,City,dthan,dothan
42,City,empty,dothan
73,City,empty,florence
120,City,lpuverne,luverne
231,City,empty,fort payne
276,City,birmingham,alabaster
277,City,birmingham,alabaster
278,City,birmingham,alabaster
279,City,birmingham,alabaster
280,City,birmingham,alabaster
281,City,birmingham,alabaster
304,City,birmingam,birmingham
347,City,empty,dothan
389,City,empty,mobile
456,City,siheffield,sheffield
457,City,sehffield,sheffield
458,City,heffield,sheffield
459,City,shfefield,sheffield
