Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: ProviderNumber, MSE: nan, Jaccard: 0.026674525984870967
Attribute: HospitalName, MSE: nan, Jaccard: 0.2194564364207221
Attribute: Address1, MSE: nan, Jaccard: 0.06957290585476505
Attribute: Address2, MSE: nan, Jaccard: nan
Attribute: Address3, MSE: nan, Jaccard: nan
Attribute: City, MSE: nan, Jaccard: 0.04509003831417624
Attribute: State, MSE: nan, Jaccard: 0.0
Attribute: ZipCode, MSE: nan, Jaccard: 0.09407105538140037
Attribute: CountyName, MSE: nan, Jaccard: 0.1635035979375602
Attribute: PhoneNumber, MSE: nan, Jaccard: 0.026674525984870745
Attribute: HospitalType, MSE: nan, Jaccard: 0.0
Attribute: HospitalOwner, MSE: nan, Jaccard: 0.02039095693489612
Attribute: EmergencyService, MSE: nan, Jaccard: 0.10041144200626961
Attribute: Condition, MSE: nan, Jaccard: 0.0
Attribute: MeasureCode, MSE: nan, Jaccard: 0.0
Attribute: MeasureName, MSE: nan, Jaccard: 0.0
检查你指定的属性 Score 是否为数值型！
Attribute: Score, MSE: nan, Jaccard: 0.0
Attribute: Sample, MSE: nan, Jaccard: 0.0
Attribute: Stateavg, MSE: nan, Jaccard: 0.4271864619445652
加权混合距离: 0.033139776299002686
