Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: tno, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0
Attribute: lname, MSE: nan, Jaccard: 0.0
Attribute: gender, MSE: nan, Jaccard: 0.8896942092011902
Attribute: areacode, MSE: nan, Jaccard: 0.7331825271567421
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.16414442039442045
Attribute: state, MSE: nan, Jaccard: 0.4658329548189465
Attribute: zip, MSE: nan, Jaccard: 0.0
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: 0.0, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.7860995070048078
Attribute: marriedexemp, MSE: nan, Jaccard: 0.794396346218454
Attribute: childexemp, MSE: nan, Jaccard: 0.5357041677900314
加权混合距离: 0.12850159213484094
