attribute,clean_value,dirty_value,index
sched_dep_time,08:25 PM,empty,34
sched_dep_time,08:35 AM,empty,44
sched_dep_time,07:15 AM,07r:15 AM,93
sched_dep_time,08:00 PM,08:00 wPM,106
sched_dep_time,08:05 AM,empty,173
sched_dep_time,08:00 PM,8:00 PM,204
sched_dep_time,09:45 AM,empty,265
sched_dep_time,02:30 PM,02:0 PM,269
sched_dep_time,12:00 PM,12:00P M,289
sched_dep_time,08:00 PM,08:0 PM,297
sched_dep_time,01:05 PM,empty,325
sched_dep_time,08:00 PM,08:00 M,393
sched_dep_time,02:55 PM,02:55 PzM,430
sched_dep_time,10:39 AM,empty,447
sched_dep_time,07:00 AM,07:00 AM***,456
sched_dep_time,09:15 AM,empty,485
sched_dep_time,08:00 PM,08:00 MP,491
sched_dep_time,04:25 PM,04:2d5 PM,499
sched_dep_time,07:55 AM,empty,520
sched_dep_time,06:00 AM,empty,535
sched_dep_time,12:00 PM,l12:00 PM,582
sched_dep_time,07:10 AM,empty,587
sched_dep_time,07:25 AM,7:25 AM,589
sched_dep_time,08:00 PM,08:i00 PM,592
sched_dep_time,06:00 AM,06:00 M,628
sched_dep_time,08:00 AM,empty,633
sched_dep_time,03:27 PM,empty,637
sched_dep_time,05:25 PM,05:52 PM,667
sched_dep_time,03:35 PM,empty,671
sched_dep_time,08:00 PM,08:0 0PM,683
sched_dep_time,11:55 PM,11:55 nPM,690
sched_dep_time,06:59 AM,065:9 AM,694
sched_dep_time,02:30 PM,empty,754
sched_dep_time,12:00 PM,12:00 MP,761
sched_dep_time,08:00 PM,08:00e PM,768
sched_dep_time,06:59 AM,c06:59 AM,775
sched_dep_time,06:59 AM,065:9 AM,794
sched_dep_time,06:30 PM,06q:30 PM,806
sched_dep_time,08:00 PM,08:00PM,809
sched_dep_time,08:00 PM,08:0 PM,865
sched_dep_time,07:05 AM,empty,867
sched_dep_time,11:55 PM,empty,872
sched_dep_time,06:59 AM,06:59 MA,876
sched_dep_time,07:15 PM,empty,933
sched_dep_time,08:00 PM,08:00 PM***,937
sched_dep_time,07:05 AM,07:05m AM,939
sched_dep_time,01:29 PM,01:2 9PM,942
sched_dep_time,04:25 PM,empty,943
sched_dep_time,06:00 AM,06:00AM,1008
sched_dep_time,10:15 AM,empty,1014
sched_dep_time,07:30 AM,0:30 AM,1015
sched_dep_time,06:00 AM,06:00 aAM,1029
sched_dep_time,03:50 PM,3:50 PM,1031
sched_dep_time,08:00 PM,08:0y0 PM,1032
sched_dep_time,07:05 AM,07:05 MA,1033
sched_dep_time,06:59 AM,60:59 AM,1040
sched_dep_time,12:30 PM,empty,1104
sched_dep_time,08:00 PM,0:800 PM,1124
sched_dep_time,06:59 AM,0:659 AM,1135
sched_dep_time,08:00 PM,08:00 hPM,1196
sched_dep_time,08:00 PM,08:h00 PM,1279
sched_dep_time,11:55 PM,1:55 PM,1286
sched_dep_time,06:59 AM,0:59 AM,1290
sched_dep_time,07:15 AM,07:15 AaM,1306
sched_dep_time,02:55 PM,025:5 PM,1316
sched_dep_time,07:35 AM,empty,1338
sched_dep_time,08:00 PM,08:0s0 PM,1377
sched_dep_time,06:59 AM,06:59 MA,1388
sched_dep_time,11:15 AM,empty,1396
sched_dep_time,01:05 PM,010:5 PM,1454
sched_dep_time,07:00 AM,empty,1471
sched_dep_time,06:00 AM,empty,1499
sched_dep_time,02:30 PM,02:3c0 PM,1509
sched_dep_time,07:53 AM,7:53 AM,1520
sched_dep_time,08:00 PM,08:00 MP,1543
sched_dep_time,06:59 AM,06g:59 AM,1554
sched_dep_time,11:08 PM,empty,1560
sched_dep_time,07:45 PM,empty,1588
sched_dep_time,02:30 PM,0c2:30 PM,1599
sched_dep_time,07:05 AM,empty,1616
sched_dep_time,06:59 AM,0:59 AM,1621
sched_dep_time,06:00 AM,6:00 AM,1675
sched_dep_time,02:30 PM,023:0 PM,1684
sched_dep_time,07:10 PM,x07:10 PM,1688
sched_dep_time,09:15 AM,09:15AM,1697
sched_dep_time,06:59 AM,06:5f9 AM,1709
sched_dep_time,07:53 AM,07:5 AM,1736
sched_dep_time,11:40 AM,empty,1784
sched_dep_time,06:59 AM,065:9 AM,1823
sched_dep_time,09:05 AM,0a9:05 AM,1878
sched_dep_time,11:50 AM,11:5 AM,1881
sched_dep_time,08:25 PM,empty,1922
sched_dep_time,06:59 AM,06:59 M,1924
sched_dep_time,10:39 AM,empty,1960
sched_dep_time,04:00 PM,4:00 PM,1964
sched_dep_time,06:59 AM,06:59 MA,2015
sched_dep_time,11:08 PM,empty,2021
sched_dep_time,06:59 AM,06n:59 AM,2115
sched_dep_time,01:05 PM,empty,2135
sched_dep_time,01:05 PM,f01:05 PM,2155
sched_dep_time,02:55 PM,empty,2179
sched_dep_time,10:15 AM,10:51 AM,2186
sched_dep_time,06:59 AM,06:59 mAM,2220
sched_dep_time,07:10 AM,0:10 AM,2256
sched_dep_time,07:55 AM,07:55 lAM,2271
sched_dep_time,02:30 PM,empty,2278
sched_dep_time,06:59 AM,m06:59 AM,2303
sched_dep_time,06:00 AM,06:0 AM,2335
sched_dep_time,06:59 AM,60:59 AM,2360
sched_dep_time,07:10 AM,empty,2371
act_dep_time,06:56 AM,empty,26
act_dep_time,10:19 AM,10:19 MA,66
act_dep_time,02:48 PM,02:48 PoM,72
act_dep_time,12:12 PM,empty,75
act_dep_time,12:35 PM,empty,84
act_dep_time,07:15 PM,empty,97
