42545.state,PjR,PR
33952.childexemp,y0,0
28922.state,TcX,TX
43324.singleexemp,a0,0
38256.city,PCOAHONTAS,POCAHONTAS
19409.state,TC,CT
9320.childexemp,3y300,3300
47325.state,TzN,TN
21759.state,CiA,CA
35458.state,TC,CT
33263.childexemp,***,0
13250.city,LENO,LEON
43903.childexemp,,0
26556.singleexemp,***,0
35392.childexemp,***,0
29355.singleexemp,t0,0
32549.state,CuT,CT
17655.city,BUCKLpAND,BUCKLAND
2801.city,BROTEN,BROOTEN
14265.marriedexemp,***,0
47531.state,NgJ,NJ
35525.childexemp,***,0
22028.state,T,CT
6254.city,LASVEGAS,LAS VEGAS
43068.gender,,M
2506.state,TC,CT
16626.city,BRUSH VALLYE,BRUSH VALLEY
20232.state,J,NJ
46642.marriedexemp,,0
20231.gender,,M
43932.state,NhJ,NJ
26265.state,TC,CT
12196.marriedexemp,,0
42748.gender,lF,F
49629.marriedexemp,***,0
49031.state,T,CT
16631.marriedexemp,,0
39058.singleexemp,,0
35096.city,BCKHANNON,BUCKHANNON
43618.gender,***,F
37967.childexemp,3300***,3300
15836.marriedexemp,z0,0
39183.marriedexemp,,0
4489.city,BRUHS,BRUSH
36183.city,NORTH LAS VGAS,NORTH LAS VEGAS
26351.gender,,F
36024.singleexemp,***,0
38348.singleexemp,,0
23934.childexemp,***,0
16107.marriedexemp,,0
30936.city,EHLENA,HELENA
27535.state,DN,ND
45390.marriedexemp,3000***,3000
18147.singleexemp,t0,0
29230.state,TC,CT
21581.singleexemp,190u0,1900
32735.gender,***,F
32512.gender,***,F
44199.childexemp,a0,0
48132.state,bCT,CT
25634.state,aNJ,NJ
41888.childexemp,f0,0
14377.gender,,M
47933.city,PALMETTO***,PALMETTO
49683.state,YN,NY
2805.gender,,F
5849.city,CRVER,CARVER
25504.city,BCUHANAN,BUCHANAN
41167.marriedexemp,,0
34948.state,oCT,CT
40815.childexemp,2205,2250
11773.marriedexemp,x0,0
31795.singleexemp,***,0
45140.city,MC CORMCIK,MC CORMICK
12419.state,AW,WA
27906.childexemp,,0
9710.singleexemp,2040,2400
38038.childexemp,m0,0
18053.city,BROOKSVILLdE,BROOKSVILLE
46694.gender,qM,M
28261.gender,qM,M
22319.gender,,F
29718.state,T,CT
11856.childexemp,,0
32843.marriedexemp,v0,0
22845.gender,,F
37307.childexemp,3300***,3300
5680.childexemp,03,103
40573.gender,,M
3087.childexemp,n0,0
36795.state,rCA,CA
38009.gender,nF,F
8320.marriedexemp,,0
44074.state,bNJ,NJ
43105.singleexemp,***,0
565.state,wOH,OH
20090.childexemp,,0
21294.childexemp,q0,0
40752.childexemp,i0,0
28610.childexemp,,0
38889.state,JN,NJ
13361.marriedexemp,d0,0
41140.singleexemp,f0,0
32244.singleexemp,,0
33249.childexemp,t0,0
48685.marriedexemp,,0
32477.state,TC,CT
8021.gender,***,F
28911.state,JN,NJ
39201.singleexemp,***,0
34682.city,uBRUCE,BRUCE
20197.singleexemp,n0,0
16360.marriedexemp,***,0
18847.state,oNJ,NJ
11219.state,kNJ,NJ
1227.gender,eF,F
36728.city,PEDNLETON,PENDLETON
20732.gender,,F
24283.gender,,F
6530.marriedexemp,l0,0
18101.gender,***,F
17206.state,T,CT
49867.singleexemp,,0
33121.gender,,F
6436.marriedexemp,***,0
49219.gender,,F
12347.gender,jF,F
14841.state,NqJ,NJ
35827.marriedexemp,17t4,174
31917.marriedexemp,,0
8444.singleexemp,x0,0
35955.childexemp,***,0
13866.singleexemp,s0,0
8324.city,NTARIO,ONTARIO
19907.singleexemp,***,0
