index,attribute,dirty_value,clean_value
9,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
11,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
12,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
15,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
16,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
17,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
18,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
19,HospitalName,callahan eye foundation hospital,helen keller memorial hospital
20,HospitalName,callahan eye foundation hospital,southeast alabama medical center
21,HospitalName,callahan eye foundation hospital,southeast alabama medical center
22,HospitalName,callahan eye foundation hospital,southeast alabama medical center
23,HospitalName,callahan eye foundation hospital,southeast alabama medical center
24,HospitalName,callahan eye foundation hospital,southeast alabama medical center
25,HospitalName,callahan eye foundation hospital,southeast alabama medical center
26,HospitalName,callahan eye foundation hospital,southeast alabama medical center
27,HospitalName,callahan eye foundation hospital,southeast alabama medical center
28,HospitalName,callahan eye foundation hospital,southeast alabama medical center
29,HospitalName,callahan eye foundation hospital,southeast alabama medical center
30,HospitalName,callahan eye foundation hospital,southeast alabama medical center
31,HospitalName,callahan eye foundation hospital,southeast alabama medical center
32,HospitalName,callahan eye foundation hospital,southeast alabama medical center
33,HospitalName,callahan eye foundation hospital,southeast alabama medical center
34,HospitalName,callahan eye foundation hospital,southeast alabama medical center
35,HospitalName,callahan eye foundation hospital,southeast alabama medical center
37,HospitalName,southeast alabama medical ecnter,southeast alabama medical center
46,HospitalName,callahan eye foundation hospital,marshall medical center south
47,HospitalName,callahan eye foundation hospital,marshall medical center south
48,HospitalName,callahan eye foundation hospital,marshall medical center south
49,HospitalName,callahan eye foundation hospital,marshall medical center south
50,HospitalName,callahan eye foundation hospital,marshall medical center south
51,HospitalName,callahan eye foundation hospital,marshall medical center south
52,HospitalName,callahan eye foundation hospital,marshall medical center south
53,HospitalName,callahan eye foundation hospital,marshall medical center south
54,HospitalName,callahan eye foundation hospital,marshall medical center south
55,HospitalName,callahan eye foundation hospital,marshall medical center south
56,HospitalName,callahan eye foundation hospital,marshall medical center south
57,HospitalName,callahan eye foundation hospital,marshall medical center south
58,HospitalName,callahan eye foundation hospital,marshall medical center south
63,HospitalName,marsohall medical center south,marshall medical center south
64,HospitalName,marshall medical center souh,marshall medical center south
65,HospitalName,marshall medical center souht,marshall medical center south
66,HospitalName,marshall medical center outh,marshall medical center south
67,HospitalName,marshall medical center souh,marshall medical center south
68,HospitalName,marshall medical center osuth,marshall medical center south
69,HospitalName,marshall medical center dsouth,marshall medical center south
77,HospitalName,empty,eliza coffee memorial hospital
118,HospitalName,empty,mizell memorial hospital
162,HospitalName,empty,hartselle medical center
165,HospitalName,empty,hartselle medical center
177,HospitalName,callahan eye foundation hospital,marshall medical center north
178,HospitalName,empty,marshall medical center north
179,HospitalName,callahan eye foundation hospital,marshall medical center north
180,HospitalName,callahan eye foundation hospital,marshall medical center north
181,HospitalName,callahan eye foundation hospital,marshall medical center north
182,HospitalName,callahan eye foundation hospital,marshall medical center north
183,HospitalName,callahan eye foundation hospital,marshall medical center north
193,HospitalName,empty,marshall medical center north
246,HospitalName,empty,southwest alabama medical center
290,HospitalName,callahan eye foundation hospital,shelby baptist medical center
291,HospitalName,callahan eye foundation hospital,shelby baptist medical center
292,HospitalName,callahan eye foundation hospital,shelby baptist medical center
293,HospitalName,callahan eye foundation hospital,shelby baptist medical center
294,HospitalName,callahan eye foundation hospital,shelby baptist medical center
312,HospitalName,callahan eye foundation hospital,stringfellow memorial hospital
328,HospitalName,stringfellow mmeorial hospital,stringfellow memorial hospital
