Index,x,y,z,gt
14999,1.20895641,0.37147522,8.16629,stand
15000,-5.8237,0.3976593,8.124634,stand
15001,-2.60341773,0.37861633,8.219849,stand
15002,-5.8082275,0.35957336,1.498865968,stand
15003,-5.8082275,-0.100740231,13.83689778,stand
15004,-5.8129883,0.32624817,8.197235,stand
15005,4.659742514,0.32624817,8.197235,stand
15007,-5.8784485,0.31196594,8.29245,stand
15006,-5.8451233,0.2988739,8.260315,stand
53393.24803,-5.8082275,0.27626038,12.21689231,stand
15009,-5.8141785,0.26316833,8.280548,stand
15010,-5.8260803,0.27626038,8.248413,stand
15011,-5.8451233,,8.1996155,stand
15012,-5.849884,0.30244446,8.344818,stand
15013,-5.88678,0.24055481,,stand
15014,-5.8451233,0.31315613,9.842576591,stand
15015,-5.861786,0.29292297,8.284119,stand
-72926.41585,-5.854645,0.32743835,8.271027,
15017,-5.842743,-1.103370649,8.216278,stand
15018,13.51544564,0.36909485,8.301971,stand
128000.7877,-5.8534546,0.43455505,8.2317505,stand
15020,-18.44028078,0.527329311,8.146057,stand
15021,-5.8605957,0.40837097,8.237701,stand
15022,-5.8451233,0.40361023,5.579174953,stand
15023,-5.8641663,-0.659604217,8.219849,stand
15024,-5.9117737,0.155575562,8.1805725,stand
15025,-5.918915,0.43693542,8.16748,stand
15027,-5.804657,0.41075134,8.234131,stand
15026,-5.849884,0.39289856,,stand
15028,-5.82489,0.41551208,8.143677,stand
15029,-5.810608,0.34529114,8.16748,stand
15030,-5.818939,0.3988495,8.177002,stand
15031,-5.7641907,0.34172058,,stand
15032,-5.7891846,0.3072052,8.16629,stand
15033,-5.7558594,0.30244446,8.234131,stand
15034,-8.839752879,0.34291077,5.371651618,stand
15035,-5.798706,-0.275418914,8.156769,stand
15036,-5.8070374,0.22865295,8.146057,stand
15037,-5.854645,0.2905426,1.998201253,stand
15038,-5.8260803,0.22984314,8.150818,stand
,-5.7832336,0.23817444,12.1556945,stand
15040,-5.7749023,0.26197815,8.191284,stand
15041,-5.7320557,0.22032166,8.125824,stand
15042,-5.7130127,0.17628479,8.154388,stand
-21724.15436,-5.7487183,,8.205566,stand
15044,-5.746338,0.2250824,15.27360186,stand
15045,-5.75943,0.17271423,8.210327,stand
15046,-8.485584117,0.19294739,8.184143,stand
15047,-5.7998962,0.17628479,8.2638855,stand
15048,-5.7891846,0.15605164,8.276978,stand
69558.53072,-5.82251,0.20722961,8.273407,stand
15050,-5.771332,0.2084198,8.285309,stand
15051,-15.14613605,0.24055481,8.317444,stand
15052,-5.7368164,0.22627258,8.340057,stand
15053,-5.709442,0.21913147,8.35434,stand
15054,,0.24055481,8.35791,stand
15055,-5.8094177,0.24055481,8.35791,stand
15056,-5.7618103,0.28935242,8.325775,stand
15057,-5.740387,0.24293518,8.332916,stand
15058,-5.7963257,0.23698425,3.850918855,stand
-4665.689398,-5.75943,0.30244446,8.273407,stand
15060,-0.413745593,0.33338928,8.276978,stand
15061,-5.82489,-0.641304199,8.193665,stand
15062,-5.836792,0.3000641,8.096069,stand
15063,-5.7998962,0.3083954,8.16629,stand
15064,-5.7998962,,8.222229,stand
15065,-5.784424,0.357193,8.061554,
15067,-5.883209,0.24888611,8.144867,stand
15066,-5.842743,0.26792908,0.741074083,stand
15068,-5.851074,0.28578186,8.140106,stand
15069,-5.8403625,0.26316833,8.112732,stand
15070,-1.776680575,0.28816223,2.363339296,stand
15071,-5.8260803,0.27030945,8.143677,stand
-101217.5745,-5.791565,0.28935242,8.073456,stand
15073,,0.24888611,8.09964,stand
15074,-5.829651,0.29530334,8.111542,stand
15075,-5.8284607,1.352436918,8.155579,stand
15077,-5.8284607,0.27030945,8.124634,stand
15076,-5.772522,0.27268982,8.121063,stand
15078,-5.830841,0.21556091,1.036682928,stand
15079,-5.848694,0.22746277,8.198425,stand
15080,-5.857025,3.877534714,8.149628,stand
15081,-5.8963013,0.512755536,,stand
15082,-5.849884,0.24888611,8.215088,stand
15083,-5.8475037,0.26316833,8.218658,stand
15084,-9.0259388,0.22389221,8.288879,stand
15085,-5.88678,0.22865295,8.248413,stand
15086,-5.88916,0.2655487,8.276978,stand
15087,-5.901062,1.090644272,8.242462,stand
15088,-5.9034424,0.27745056,8.211517,stand
15089,-5.8475037,0.2822113,11.25554947,stand
15090,-5.908203,0.33695984,8.269836,stand
15091,-5.9558105,0.32743835,6.336804303,stand
40898.02759,,0.32148743,8.288879,stand
15093,-5.915344,0.3310089,4.100405256,stand
15094,12.94545544,0.2834015,8.251984,stand
30621.8518,-5.9819946,0.28578186,8.240082,stand
15096,-5.9748535,0.3393402,6.264672891,stand
15097,-5.9760437,0.32862854,8.269836,stand
15098,-6.036743,0.35124207,8.288879,stand
15099,-5.972473,-1.809915859,,stand
15100,-5.966522,0.37504578,8.16272,stand
15101,-6.0010376,0.36314392,8.22937,stand
15102,1.320484106,0.34172058,8.286499,stand
15103,15.23258169,0.35362244,8.237701,stand
15104,-5.8915405,0.41789246,8.140106,stand
15105,-5.965332,0.946159309,8.188904,stand
-3917.655402,-5.9105835,1.372502433,8.177002,stand
15107,-16.97766276,0.39170837,8.16629,stand
76469.63092,,0.4143219,8.192474,stand
