16639.position,Foward,Forward
157115.position,eDfender,Defender
64571.surname,Abradham,Abraham
198264.stadium,Allianz_Arena_Olympic_Stadium_Municjh,Allianz_Arena_Olympic_Stadium_Munich
98141.birthplace,Guflport,Gulfport
164612.position,Dfender,Defender
60116.stadium,Cmap_Nou,Camp_Nou
124106.surname,Timkovsyk,Timkovsky
127025.position,eDfender,Defender
13806.birthyear,983,1983
146782.position,Defendre,Defender
81174.position,Defendzer,Defender
137534.team,FC_Anzhi_Makqhachkala,FC_Anzhi_Makhachkala
119975.surname,jAbraham,Abraham
101359.surname,Abraharm,Abraham
157969.team,CF_Kaiserslautern,FC_Kaiserslautern
163869.surname,Agbraham,Abraham
53616.surname,Muxsselman,Musselman
196616.birthplace,Bacelona,Barcelona
76801.team,Jventus,Juventus
137797.position,Defenedr,Defender
195526.birthplace,Ldos,Los
63711.team,Juventsu,Juventus
35585.birthplace,Lkouisville,Louisville
79521.stadium,Knig_Power_Stadium,King_Power_Stadium
104432.birthyear,1928,1982
179875.birthyear,1929,1992
64651.stadium,Velrtins-Arena,Veltins-Arena
127025.birthplace,Glulfport,Gulfport
119331.surname,Devryoe,Devroye
32533.birthplace,Mopbile,Mobile
857.stadium,Allianz_Arenau_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
138068.position,Forwad,Forward
36559.birthplace,iNce,Nice
119320.birthyear,9183,1983
118924.position,eDfender,Defender
13446.stadium,King_PowerS_tadium,King_Power_Stadium
106620.surname,rCucka,Cucka
44004.stadium,Allianz_Arena_Olypic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
159963.birthyear,1j988,1988
112917.position,Midfeld,Midfield
153653.surname,braham,Abraham
199252.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
95973.position,eDfender,Defender
24891.birthyear,1892,1982
25089.position,Defneder,Defender
151461.position,Midfiyeld,Midfield
150273.stadium,Spotring_Park,Sporting_Park
71535.surname,Abrahm,Abraham
186342.birthyear,1958,1985
100122.birthyear,198g2,1982
167793.position,efender,Defender
37945.team,The_New_Sints_F.C.,The_New_Saints_F.C.
97202.position,Midfeild,Midfield
60440.team,Juvevntus,Juventus
3883.position,Midfeild,Midfield
36946.surname,Sherrqatt,Sherratt
125736.birthplace,Gulufport,Gulfport
80702.surname,Lespernce,Lesperance
28963.birthyear,19n89,1989
48485.surname,Sepqpanen,Seppanen
96346.surname,Kuubicar,Kubicar
45430.team,P.a.o._kFc,P.a.o.k_Fc
6669.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
2344.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
52805.team,uJventus,Juventus
57449.birthplace,Gulfpotr,Gulfport
48815.birthyear,982,1982
109521.surname,Baschek,Blaschek
152960.birthplace,uRoanoke,Roanoke
94432.birthplace,Sarhasota,Sarasota
34098.position,Deender,Defender
5155.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
143163.position,Deffender,Defender
61009.team,Juventius,Juventus
108629.team,cValencia_CF,Valencia_CF
110953.team,Juuventus,Juventus
199338.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
67605.team,FC_Spayrtak_Moscow,FC_Spartak_Moscow
53144.surname,Abraahm,Abraham
172190.position,Defener,Defender
183864.birthplace,Budapet,Budapest
198429.stadium,Allianz_Arena_OlympicS_tadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
180606.position,efender,Defender
68592.stadium,Kig_Power_Stadium,King_Power_Stadium
27058.surname,Tomi,Tomii
83108.birthyear,1928,1982
54151.birthyear,1928,1982
100566.birthplace,Eml,El
179110.position,Midfkield,Midfield
135976.birthplace,Giulfport,Gulfport
199851.stadium,Allainz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
92661.birthyear,1890,1980
32416.position,Forwqard,Forward
5962.stadium,VeltinsArena,Veltins-Arena
81781.birthyear,199s1,1991
148089.position,efender,Defender
29442.position,Defneder,Defender
62059.team,Juvejntus,Juventus
