index,attribute,dirty_value,clean_value
11,ProviderNumber,1019,10019
12,ProviderNumber,d10019,10019
13,ProviderNumber,1001w9,10019
36,ProviderNumber,empty,10001
138,ProviderNumber,empty,10008
214,ProviderNumber,10018,10011
215,ProviderNumber,10018,10011
216,ProviderNumber,10018,10011
273,ProviderNumber,k10016,10016
427,ProviderNumber,1014,10164
500,ProviderNumber,22,10022
546,ProviderNumber,empty,10024
566,ProviderNumber,1024,10024
580,ProviderNumber,100000000000000004764729344,10025
581,ProviderNumber,10m025,10025
616,ProviderNumber,empty,10027
617,ProviderNumber,29,10029
658,ProviderNumber,empty,10032
666,ProviderNumber,empty,10032
673,ProviderNumber,1i0033,10033
703,ProviderNumber,empty,10034
729,ProviderNumber,10n035,10035
755,ProviderNumber,10063,10036
38,HospitalName,callahan eye foundation hospital,southeast alabama medical center
39,HospitalName,callahan eye foundation hospital,southeast alabama medical center
40,HospitalName,callahan eye foundation hospital,southeast alabama medical center
52,HospitalName,callahan eye foundation hospital,marshall medical center south
53,HospitalName,callahan eye foundation hospital,marshall medical center south
54,HospitalName,callahan eye foundation hospital,marshall medical center south
91,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
92,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
93,HospitalName,callahan eye foundation hospital,eliza coffee memorial hospital
133,HospitalName,callahan eye foundation hospital,crenshaw community hospital
134,HospitalName,callahan eye foundation hospital,crenshaw community hospital
135,HospitalName,callahan eye foundation hospital,crenshaw community hospital
148,HospitalName,empty,hartselle medical center
191,HospitalName,callahan eye foundation hospital,marshall medical center north
192,HospitalName,callahan eye foundation hospital,marshall medical center north
193,HospitalName,callahan eye foundation hospital,marshall medical center north
201,HospitalName,empty,st vincents east
207,HospitalName,callahan eye foundation hospital,st vincents east
208,HospitalName,callahan eye foundation hospital,st vincents east
209,HospitalName,callahan eye foundation hospital,st vincents east
285,HospitalName,empty,shelby baptist medical center
341,HospitalName,florwers hospital,flowers hospital
361,HospitalName,empty,northwest medical center
396,HospitalName,empty,prattville baptist hospital
455,HospitalName,empty,helen keller memorial hospital
459,HospitalName,helen kller memorial hospital,helen keller memorial hospital
460,HospitalName,helen keller memorial hospital***,helen keller memorial hospital
461,HospitalName,helen keller mzemorial hospital,helen keller memorial hospital
591,HospitalName,g h lanier emorial hospital,g h lanier memorial hospital
689,HospitalName,univecrsity of alabama hospital,university of alabama hospital
699,HospitalName,communit hospital inc,community hospital inc
834,HospitalName,chilton medicla center,chilton medical center
837,HospitalName,chilto nmedical center,chilton medical center
909,HospitalName,empty,riverview regional medical center
