Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0025441246621084046
Attribute: lname, MSE: nan, Jaccard: 0.007587733164717059
Attribute: gender, MSE: nan, Jaccard: 0.0
Attribute: areacode, MSE: nan, Jaccard: 0.02784929165558281
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.002860698081196822
Attribute: state, MSE: nan, Jaccard: 0.003204664631342502
Attribute: zip, MSE: nan, Jaccard: 0.006466226961296617
Attribute: maritalstatus, MSE: nan, Jaccard: 0.3339241171064723
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: 0.0, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.0
Attribute: marriedexemp, MSE: nan, Jaccard: 0.0
Attribute: childexemp, MSE: nan, Jaccard: 0.0
加权混合距离: 0.012013651758209891
