Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: id, MSE: nan, Jaccard: 0.0
Attribute: beer_name, MSE: nan, Jaccard: 0.01806451612903226
Attribute: style, MSE: nan, Jaccard: 0.03883495145631066
Attribute: ounces, MSE: nan, Jaccard: 0.33346545118245474
Attribute: abv, MSE: 5.830494037478707e-07, Jaccard: 0.01344086021505364
Attribute: ibu, MSE: 0.0, Jaccard: 0.0
Attribute: brewery_id, MSE: nan, Jaccard: 0.0011904761904760752
Attribute: brewery_name, MSE: nan, Jaccard: 0.09821551035877185
Attribute: city, MSE: nan, Jaccard: 0.10381571811046442
Attribute: state, MSE: nan, Jaccard: 0.38399724916093214
加权混合距离: 0.04504660526604089
