attribute,clean_value,dirty_value,index
flight,CO-52-IAH-LAX,CO-52-IAH-LXA,65
flight,AA-2268-PHX-ORD,empty,133
flight,CO-52-IAH-LAX,AA-3859-IAH-ORD,165
flight,CO-1090-BOS-IAH,AA-3859-IAH-ORD,166
flight,AA-616-DFW-DTW,AA-3859-IAH-ORD,167
flight,UA-3515-IAD-MSP,AA-3859-IAH-ORD,168
flight,AA-3468-CVG-MIA,AA-3859-IAH-ORD,169
flight,AA-484-DFW-MIA,AA-3859-IAH-ORD,170
flight,AA-1886-BOS-MIA,AA-3859-IAH-ORD,171
flight,CO-62-IAH-EWR,AA-3859-IAH-ORD,172
flight,AA-204-LAX-MCO,AA-204-LAeX-MCO,448
flight,AA-2050-ORD-MIA,AA-3859-IAH-ORD,477
flight,UA-248-PHX-ORD,AA-3859-IAH-ORD,478
flight,AA-4330-CVG-ORD,AA-3859-IAH-ORD,479
flight,AA-1434-DFW-MCO,AA-3859-IAH-ORD,480
flight,AA-1640-MIA-MCO,AA-3859-IAH-ORD,481
flight,AA-4307-ORD-DTW,AA-3859-IAH-ORD,482
flight,CO-1694-LAX-IAH,AA-3859-IAH-ORD,483
flight,UA-843-LAX-ORD,AA-3859-IAH-ORD,484
flight,AA-1522-SFO-ORD,AA-3859-IAH-ORD,498
flight,UA-233-LAX-JFK,AA-3859-IAH-ORD,499
flight,AA-3823-LAX-DEN,AA-3859-IAH-ORD,500
flight,AA-2312-DFW-DTW,AA-3859-IAH-ORD,501
flight,AA-1165-JFK-MIA,AA-3859-IAH-ORD,502
flight,AA-431-MIA-SFO,AA-3859-IAH-ORD,503
flight,UA-3373-IAD-PHL,AA-3859-IAH-ORD,504
flight,AA-649-ORD-SNA,AA-3859-IAH-ORD,505
flight,CO-1250-MIA-IAH,AA-3859-IAH-ORD,506
flight,UA-6273-YYC-SFO,AA-3859-IAH-ORD,507
flight,UA-828-SFO-ORD,AA-3859-IAH-ORD,508
flight,CO-4888-IAH-DAL,AA-3859-IAH-ORD,509
flight,UA-858-PVG-SFO,AA-3859-IAH-ORD,510
flight,UA-2704-DTW-PHX,AA-3859-IAH-ORD,511
flight,AA-3063-SLC-LAX,AA-3859-IAH-ORD,512
flight,UA-2708-EWR-CLT,AA-3859-IAH-ORD,513
flight,AA-4344-ORD-DTW,A-4344-ORD-DTW,544
flight,AA-1221-MCO-ORD,empty,592
flight,UA-2708-EWR-CLT,UA-2708-ERW-CLT,612
flight,CO-1193-EWR-MCO,CO-1t193-EWR-MCO,677
flight,AA-4277-CVG-JFK,empty,711
flight,AA-1544-SAN-ORD,empty,718
flight,AA-4330-CVG-ORD,empty,853
flight,AA-649-ORD-SNA,empty,879
flight,AA-1221-MCO-ORD,AA-1221-MoCO-ORD,937
flight,AA-3859-IAH-ORD,A-3859-IAH-ORD,990
flight,UA-397-JFK-SFO,UA-397-JKF-SFO,992
flight,UA-2945-PHL-CLT,UA-2945-HL-CLT,1019
flight,AA-4198-ORD-CLE,empty,1065
flight,AA-518-MIA-JFK,empty,1226
flight,CO-1694-LAX-IAH,empty,1480
flight,UA-3515-IAD-MSP,UA-3515-IADM-SP,1505
flight,AA-2050-ORD-MIA,empty,1527
flight,AA-4307-ORD-DTW,AA-4307-OR-DTW,1532
flight,AA-3842-MSP-ORD,empty,1611
flight,CO-1250-MIA-IAH,OC-1250-MIA-IAH,1625
