111035.birthyear,1h994,1994
98294.surname,Tomi,Tomii
70828.team,vJuventus,Juventus
170458.position,Goalekeper,Goalkeeper
3382.team,AC.._Perugia_Calcio,A.C._Perugia_Calcio
24188.stadium,King_Power_Stdaium,King_Power_Stadium
70820.birthyear,1928,1982
34626.stadium,BMO_Filed,BMO_Field
15107.birthyear,r1983,1983
145000.birthplace,reensboro,Greensboro
5308.position,aDefender,Defender
31483.stadium,Emirates_Sstadium,Emirates_Stadium
196908.stadium,BMbO_Field,BMO_Field
107951.birthplace,Gumlfport,Gulfport
197602.stadium,Allianz_Arena_Olympic_Staduim_Munich,Allianz_Arena_Olympic_Stadium_Munich
29566.surname,Aigran,Aigrain
123513.birthplace,Gluatemala,Guatemala
73079.surname,Abrahfam,Abraham
133159.team,CAF_Fiorentina,ACF_Fiorentina
51388.surname,Tgni,Togni
160981.birthyear,19o94,1994
3694.position,Dwefender,Defender
164500.birthyear,979,1979
2391.position,Dfeender,Defender
6090.surname,Aigrian,Aigrain
11258.stadium,Donbas_Arena,Donbass_Arena
63409.birthyear,p1982,1982
142184.team,Wolverhampton_Wanderers_Footbal_Club,Wolverhampton_Wanderers_Football_Club
24148.surname,Aigain,Aigrain
128986.team,Clube_de_Regata_do_Flamengo,Clube_de_Regatas_do_Flamengo
112008.surname,Sanlon,Scanlon
196661.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
713.birthyear,978,1978
123149.team,FC_Anzhi_Mahkachkala,FC_Anzhi_Makhachkala
75306.birthplace,Suvn,Sun
11394.position,Defendr,Defender
8038.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
30454.surname,Aigqrain,Aigrain
79081.position,Deender,Defender
10848.position,Middfield,Midfield
19915.birthyear,e1981,1981
90136.stadium,Santiago_Bernabeu_Stadum,Santiago_Bernabeu_Stadium
93092.team,Juvenuts,Juventus
71498.team,Juventucs,Juventus
175569.birthplace,Gulfzport,Gulfport
18553.stadium,Allianz_Arena_Olympic_tadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
58135.stadium,Stadio_Olimpioc,Stadio_Olimpico
137893.surname,uMsselman,Musselman
171704.surname,McCani,McCain
17385.birthplace,Birmingvham,Birmingham
34814.birthplace,Gulfpotr,Gulfport
6985.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
162157.team,P.a.o._kFc,P.a.o.k_Fc
65779.birthyear,198d2,1982
22686.position,Defaender,Defender
172392.birthplace,Panaa,Panama
92780.surname,Toggni,Togni
86400.birthplace,Gulffport,Gulfport
52034.birthyear,1959,1995
41679.surname,Agrain,Aigrain
4502.stadium,Allianz_ArenaO_lympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
2344.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
78923.birthyear,1928,1982
166785.surname,Muluszynsik,Muluszynski
96960.birthyear,198n9,1989
159730.position,iDefender,Defender
39053.birthyear,1m982,1982
55640.surname,Abrham,Abraham
172190.birthyear,9182,1982
166511.stadium,vBalaidos,Balaidos
131243.stadium,King_Power_Stadiuum,King_Power_Stadium
115107.birthyear,9183,1983
183752.position,Mildfield,Midfield
15393.birthplace,Gulfprt,Gulfport
94097.stadium,Stadio_mSan_Paolo,Stadio_San_Paolo
145448.birthyear,982,1982
198315.team,NewY_ork_Red_Bulls,New_York_Red_Bulls
189696.birthyear,1991***,1991
19599.surname,Aigarin,Aigrain
136996.team,Wolvverhampton_Wanderers_Football_Club,Wolverhampton_Wanderers_Football_Club
13555.stadium,Allianz_Arena_Olympic_Staium_Munich,Allianz_Arena_Olympic_Stadium_Munich
136189.team,Valenciax_CF,Valencia_CF
121195.position,Goamlkeeper,Goalkeeper
20119.position,Defendeer,Defender
193105.stadium,King_Powe_rStadium,King_Power_Stadium
99513.surname,braham,Abraham
182244.birthyear,19s96,1996
50195.birthyear,1l982,1982
14212.position,Defeneder,Defender
186020.surname,braham,Abraham
104691.stadium,Stade_eVlodrome,Stade_Velodrome
68288.birthyear,979,1979
60294.stadium,Veltnis-Arena,Veltins-Arena
143653.birthyear,182,1982
114847.position,Galkeeper,Goalkeeper
197151.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
191348.birthyear,1892,1982
195686.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
91220.birthplace,Mboile,Mobile
167550.team,Aik_aSolna,Aik_Solna
96743.team,Juvnetus,Juventus
63463.stadium,mirates_Stadium,Emirates_Stadium
152503.birthplace,Guolfport,Gulfport
153702.stadium,Boleyxn_Ground,Boleyn_Ground
186674.position,Goakeeper,Goalkeeper
162210.position,Dfeender,Defender
1865.surname,Agrain,Aigrain
59657.birthplace,ulfport,Gulfport
35023.team,C_Bayern_Munich,FC_Bayern_Munich
542.stadium,Allianz_Arena_Olympic_Stadinum_Munich,Allianz_Arena_Olympic_Stadium_Munich
94293.team,ew_York_Red_Bulls,New_York_Red_Bulls
82318.team,Juvventus,Juventus
59223.birthplace,Maqdrid,Madrid
92452.stadium,Vicente_Caleron_Stadium,Vicente_Calderon_Stadium
57502.birthplace,Gulfrport,Gulfport
112814.position,Midfied,Midfield
105013.team,Nepw_York_Red_Bulls,New_York_Red_Bulls
55027.surname,igrain,Aigrain
166808.position,idfield,Midfield
13687.surname,Aigain,Aigrain
116234.birthyear,1992***,1992
105023.team,Juventuds,Juventus
136043.birthyear,19t82,1982
28374.birthyear,1892,1982
19972.birthplace,Beuamont,Beaumont
79086.team,Jvuentus,Juventus
116940.position,efender,Defender
143252.birthplace,Gulfprt,Gulfport
92955.position,Defendr,Defender
84988.team,Juvrentus,Juventus
53677.surname,Abrham,Abraham
158598.team,Royal_Antwrep_F.C.,Royal_Antwerp_F.C.
164842.birthyear,1892,1982
57905.team,The_New_aSints_F.C.,The_New_Saints_F.C.
189035.surname,Toni,Togni
88367.surname,Cagmn,Cagman
9893.birthyear,19z82,1982
96827.team,Jujventus,Juventus
25209.team,.a.o.k_Fc,P.a.o.k_Fc
60709.stadium,BMO_Fiedl,BMO_Field
178985.stadium,King_Power_Stbadium,King_Power_Stadium
125114.birthplace,thens,Athens
4670.stadium,San_Suiro_Stadium,San_Siro_Stadium
172174.surname,Abrahma,Abraham
132008.birthyear,198e2,1982
182753.position,efender,Defender
40553.position,efender,Defender
23683.surname,Savarai,Savaria
178686.position,Defendr,Defender
104015.team,fJuventus,Juventus
105562.stadium,Pgarc_des_Princes,Parc_des_Princes
60041.team,Jvuentus,Juventus
15738.stadium,Alliapnz_Arena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
111330.position,Mhidfield,Midfield
47655.birthplace,Gulfpotr,Gulfport
38471.stadium,Emirates_Sadium,Emirates_Stadium
113948.position,Defqender,Defender
68928.team,Juvventus,Juventus
114553.birthplace,Barceona,Barcelona
86092.team,uventus,Juventus
857.stadium,Allianz_Aren_aOlympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
133620.stadium,Allianz_Arenta_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
142575.surname,Cremillfeux,Cremilleux
6074.birthyear,19m82,1982
128928.position,Defjender,Defender
82948.team,Juventwus,Juventus
105236.birthplace,Warswa,Warsaw
182454.surname,Plaomar,Palomar
118269.team,Jquventus,Juventus
91965.birthyear,1796,1976
59689.position,efender,Defender
17081.stadium,Allianz_Arena_Olympic_Staqdium_Munich,Allianz_Arena_Olympic_Stadium_Munich
123198.birthplace,lko,Elko
30004.birthplace,Chattnooga,Chattanooga
131059.birthplace,Harrisbug,Harrisburg
136957.birthyear,19i96,1996
18868.birthplace,Gulpfort,Gulfport
52503.birthplace,Gulfprot,Gulfport
120697.team,Juvetnus,Juventus
10463.position,Defneder,Defender
112006.position,Defener,Defender
158179.position,Mdfield,Midfield
59893.position,Dfender,Defender
183021.position,Defendetr,Defender
70630.birthyear,982,1982
73968.birthplace,Sntiago,Santiago
172612.position,Defenzder,Defender
112592.team,Juventbus,Juventus
38765.surname,Abrham,Abraham
118536.surname,canlon,Scanlon
41435.stadium,Allianz_Arena_Olympc_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
115051.birthplace,ulfport,Gulfport
76503.surname,Abraam,Abraham
116638.team,Juentus,Juventus
35471.surname,Abrraham,Abraham
164970.birthplace,Gulfpotr,Gulfport
64892.birthplace,Corps,Corpus
80086.team,Borussia_Mochengladbach,Borussia_Monchengladbach
104522.team,alencia_CF,Valencia_CF
172965.birthplace,Bprussels,Brussels
91449.birthplace,Gufport,Gulfport
83791.team,Juvenuts,Juventus
92067.birthplace,Asrheville,Asheville
118529.birthplace,t,St
30514.team,S.C._Braag,S.C._Braga
148568.position,Gaolkeeper,Goalkeeper
69052.team,Juventsu,Juventus
172948.birthplace,mAarillo,Amarillo
76475.birthplace,Lyeon,Lyon
203.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
153661.birthplace,Souh,South
128635.position,Defedner,Defender
156678.team,P.aa.o.k_Fc,P.a.o.k_Fc
82306.position,Midfielfd,Midfield
87755.surname,Otlilio,Otillio
30588.surname,Aigain,Aigrain
5931.stadium,Allianz_Arena_Olympic_Stadium_Mumnich,Allianz_Arena_Olympic_Stadium_Munich
110341.team,.a.o.k_Fc,P.a.o.k_Fc
38546.position,Midfild,Midfield
27740.position,Deender,Defender
132008.birthplace,Gulyfport,Gulfport
58394.surname,Aigrin,Aigrain
75774.team,uJventus,Juventus
6913.birthyear,1892,1982
194025.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
127297.team,C_Bayern_Munich,FC_Bayern_Munich
127772.position,Defeder,Defender
99437.birthplace,Mntreal,Montreal
75615.surname,Araham,Abraham
106913.position,Defpender,Defender
43610.surname,Aigraiin,Aigrain
40862.surname,Aigrani,Aigrain
41043.birthplace,Myrlte,Myrtle
22302.surname,Abrahahm,Abraham
30275.stadium,King_PowerS_tadium,King_Power_Stadium
29176.stadium,Emhirates_Stadium,Emirates_Stadium
15393.position,Defesnder,Defender
56084.position,Forwrd,Forward
25942.stadium,Kin_Power_Stadium,King_Power_Stadium
83376.birthyear,198g2,1982
62884.position,Defneder,Defender
183081.surname,Hojoghiemstra,Hooghiemstra
162720.birthplace,Winhdoek,Windhoek
85352.birthyear,180,1980
147713.position,Defendqer,Defender
195325.stadium,Soprting_Park,Sporting_Park
94923.team,uJventus,Juventus
81861.team,Jvuentus,Juventus
18995.birthplace,Mnchester,Manchester
167452.position,Defedner,Defender
191360.birthyear,182,1982
59985.surname,Aiagrain,Aigrain
121090.position,efender,Defender
11887.stadium,Anfvield,Anfield
82213.position,Midfied,Midfield
139941.position,Defendr,Defender
107805.position,Defejnder,Defender
71823.birthplace,Gulfporit,Gulfport
42012.birthyear,994,1994
185572.birthplace,Gulfpot,Gulfport
153144.surname,Abrham,Abraham
226.surname,Aigrgain,Aigrain
196673.team,Juveentus,Juventus
175930.surname,Keherr,Kehrer
126522.birthplace,Elo,Elko
79514.stadium,Estadioy_da_Luz,Estadio_da_Luz
138406.stadium,Sftadio_Olimpico,Stadio_Olimpico
16193.stadium,Allianz_rena_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
78313.surname,Kasny,Kwasny
152396.team,Boaivista_F.C.,Boavista_F.C.
175204.birthplace,Gulfpogrt,Gulfport
2517.position,Defener,Defender
190274.birthplace,Shreeport,Shreveport
155775.birthplace,un,Sun
133366.position,Defenedr,Defender
190925.stadium,Stadio_San_aolo,Stadio_San_Paolo
24458.birthyear,1j993,1993
137165.stadium,SantiagoB_ernabeu_Stadium,Santiago_Bernabeu_Stadium
127270.birthplace,Coankry,Conakry
90349.position,Defendmer,Defender
198034.position,Midfiedl,Midfield
141270.team,Aaltborg_Boldspilklub,Aalborg_Boldspilklub
13865.stadium,Allianz_Arena_Olympic_Sktadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
1285.stadium,Allianz_Arna_Olympic_Stadium_Munich,Allianz_Arena_Olympic_Stadium_Munich
114779.birthyear,9182,1982
155331.position,efender,Defender
193768.team,FC_Dinamo_Bucuresti,ACF_Fiorentina
7329.surname,igrain,Aigrain
98944.surname,Farrrag,Farrag
118310.team,Juvdentus,Juventus
51265.birthyear,1998,1989
64025.surname,Mike,Miike
21746.team,Sporty_Club_Internacional,Sport_Club_Internacional
18548.stadium,Allianz_Arena_Olympic_Stadium_Municch,Allianz_Arena_Olympic_Stadium_Munich
3405.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
199070.team,FC_Dinamo_Bucuresti,FC_Anzhi_Makhachkala
56191.birthplace,uGlfport,Gulfport
8018.surname,Spenher,Spehner
