index,attribute,dirty_value,clean_value
134,article_title, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
16,journal_title,British Journal of Dermatology. ,British Journal of Dermatology.
40,journal_title,European journal of emergency medicine :t official journal of the European Society for Emergency Medicine,European journal of emergency medicine : official journal of the European Society for Emergency Medicine
41,journal_title,Int. J. Radiat.s Oncol. Biol. Phys.,Int. J. Radiat. Oncol. Biol. Phys.
49,journal_title,TheJournal of clinical psychiatry,The Journal of clinical psychiatry
93,journal_title,iNcotine Tob Res,Nicotine Tob Res
134,journal_title, BMJ 2006 333:939,BMJ 2006 333:939
135,journal_title,empty,Annals of Internal Medicine
186,journal_title,Mount Sinia Journal of Medicine,Mount Sinai Journal of Medicine
209,journal_title,empty,Arch Surg
221,journal_title,Computerized Medical Imaging and Graphisc: The Official Journal of the Computerized Medical Imaging Society,Computerized Medical Imaging and Graphics: The Official Journal of the Computerized Medical Imaging Society
224,journal_title,empty,Int J Obes (Lond)
255,journal_title,empty,Nature: New biology
259,journal_title,empty,Critical care medicine
309,journal_title,yGut,Gut
338,journal_title,empty,Leukemia and Lymphoma
348,journal_title,Colorectaldisease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland
352,journal_title,empty,East African Medical Journal
354,journal_title,Bmc ancer,Bmc Cancer
362,journal_title,Ann Frw Anesth Reanim,Ann Fr Anesth Reanim
386,journal_title,he Science of the total environment,The Science of the total environment
404,journal_title,empty,Critical Care Nursing Quarterly
423,journal_title,Addctive Behaviors,Addictive Behaviors
448,journal_title,Conference proceedings : ... Annual Internatiotnal Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference
451,journal_title,Journal of learningd isabilities,Journal of learning disabilities
459,journal_title,Pain Mediocine,Pain Medicine
487,journal_title,Physigotherapy,Physiotherapy
532,journal_title,Science (Newb York N.Y.),Science (New York N.Y.)
550,journal_title,Disabliity and rehabilitation,Disability and rehabilitation
551,journal_title,Journal of stroke and cerebrovascular diseases : the official journal of National Sroke Association,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association
570,journal_title,International psychogeriatric / IPA,International psychogeriatrics / IPA
575,journal_title,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and eMdicine,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
589,journal_title,Pharmacgenomics,Pharmacogenomics
618,journal_title,NbULL,empty
625,journal_title,International wJournal of Obesity,International Journal of Obesity
642,journal_title,Journal of Women''s Health (15n409996),Journal of Women's Health (15409996)
663,journal_title,The Journal of heaart valve disease,The Journal of heart valve disease
664,journal_title,PLoS pOne,PLoS One
674,journal_title,Environmental monitoring and asessment,Environmental monitoring and assessment
692,journal_title,empty,Vaccine
698,journal_title,Eergy Policy,Energy Policy
705,journal_title,BioMed research interntional,BioMed research international
746,journal_title,Circuulation,Circulation
770,journal_title,PLoS Ogne,PLoS One
773,journal_title,Journal of the Nationla Cancer Institute,Journal of the National Cancer Institute
785,journal_title,Patolozgie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.,Patologie asbesto correlate in congiunti di lavoratori del settore cemento-amianto.
792,journal_title,Journal of cardiovascular medicinde (Hagerstown Md.),Journal of cardiovascular medicine (Hagerstown Md.)
797,journal_title,ULL,empty
801,journal_title,Journal of he National Cancer Institute,Journal of the National Cancer Institute
820,journal_title,Crit. Care Mde.,Crit. Care Med.
822,journal_title,Obesity (Silver Sprisng Md.),Obesity (Silver Spring Md.)
827,journal_title,International Medicine & Health Guidance News [Guo Ji Yi Yao Wei Sheng Da oBao],International Medicine & Health Guidance News [Guo Ji Yi Yao Wei Sheng Dao Bao]
849,journal_title,nn Rheum Dis,Ann Rheum Dis
858,journal_title,Circlation,Circulation
883,journal_title,Cost Effectiveness and Resource jAllocation,Cost Effectiveness and Resource Allocation
884,journal_title,empty,Nippon Seikeigeka Gakkai zasshi
889,journal_title,LPoS One,PLoS One
894,journal_title,The European rejspiratory journal,The European respiratory journal
907,journal_title,ProQuets LLC,ProQuest LLC
910,journal_title,Cancre,Cancer
925,journal_title,Europwean Journal Of Anaesthesiology,European Journal Of Anaesthesiology
926,journal_title,Funcional Neurology,Functional Neurology
928,journal_title,empty,Pediatrics
932,journal_title,Journal of clinical oncology : officiacl journal of the American Society of Clinical Oncology,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
954,journal_title,International journal of obesity (2005)***,International journal of obesity (2005)
957,journal_title,empty,Journal of Environmental Psychology
959,journal_title,Annals of niternal medicine,Annals of internal medicine
975,journal_title,Surgica linfections,Surgical infections
980,journal_title,Endocrnology,Endocrinology
984,journal_title,Am J Clin Ntur,Am J Clin Nutr
991,journal_title,Am J Clin Nuwtr,Am J Clin Nutr
8,journal_issn,empty,1535-4970
19,journal_issn,Jan-68,68-Jan
32,journal_issn,empty,0195-668X
68,journal_issn,empty,1139-6121
86,journal_issn,9790000000000,9788480000000
107,journal_issn,NULlL,empty
110,journal_issn,0035-9157 (Print) 0035-9157,1469-493X
111,journal_issn,0035-9157 (Print) 0035-9157,1432-0851
112,journal_issn,0035-9157 (Print) 0035-9157,2044-6055
113,journal_issn,0035-9157 (Print) 0035-9157,empty
114,journal_issn,0035-9157 (Print) 0035-9157,0143-991X
115,journal_issn,0035-9157 (Print) 0035-9157,0315-162X
116,journal_issn,0035-9157 (Print) 0035-9157,empty
117,journal_issn,0035-9157 (Print) 0035-9157,0021-8987
