index,attribute,dirty_value,clean_value
134,article_title, Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow
7,journal_title,empty,Br Med Bull
16,journal_title,British Journal of Dermatology. ,British Journal of Dermatology.
28,journal_title,Metabolism: Culinical and Experimental,Metabolism: Clinical and Experimental
91,journal_title,J Cardiovasc Med (Hagerystown),J Cardiovasc Med (Hagerstown)
134,journal_title, BMJ 2006 333:939,BMJ 2006 333:939
169,journal_title,empty,Cochrane Database of Systematic Reviews
266,journal_title,empty,Psychiatric Services.
271,journal_title,Curr. Probl. Cajrdiol.,Curr. Probl. Cardiol.
273,journal_title,The Brivtish Journal of Psychiatry,The British Journal of Psychiatry
309,journal_title,ut,Gut
336,journal_title,Cyardiol Young,Cardiol Young
354,journal_title,Bumc Cancer,Bmc Cancer
365,journal_title,empty,Journal of Substance Abuse Treatment
487,journal_title,Pysiotherapy,Physiotherapy
657,journal_title,Nephrology dialysis transplantation : offcial publication of the European Dialysis and Transplant Association - European Renal Association,Nephrology dialysis transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association
700,journal_title,empty,Business Wire
705,journal_title,BioMed research interntaional,BioMed research international
796,journal_title,Journal of clinical epidemioolgy,Journal of clinical epidemiology
801,journal_title,Journaul of the National Cancer Institute,Journal of the National Cancer Institute
808,journal_title,ardiology in the young,Cardiology in the young
811,journal_title,ULL,empty
822,journal_title,Obesity (Silver Sdpring Md.),Obesity (Silver Spring Md.)
849,journal_title,Ann RheumD is,Ann Rheum Dis
868,journal_title,empty,Cancer chemotherapy and pharmacology
889,journal_title,PLo One,PLoS One
907,journal_title,ProQuest LLuC,ProQuest LLC
915,journal_title,Psycho-oncoolgy,Psycho-oncology
932,journal_title,Journal of clinical oncology : official journa lof the American Society of Clinical Oncology,Journal of clinical oncology : official journal of the American Society of Clinical Oncology
940,journal_title,empty,Chronic Illness
953,journal_title,NLL,empty
959,journal_title,nnals of internal medicine,Annals of internal medicine
975,journal_title,Squrgical infections,Surgical infections
981,journal_title,empty,Proceedings of SPIE - The International Society for Optical Engineering
984,journal_title,Am J Cli nNutr,Am J Clin Nutr
986,journal_title,empty,British Journal of Anaesthesia
991,journal_title,Am J lin Nutr,Am J Clin Nutr
993,journal_title,Tumour bioloy : the journal of the International Society for Oncodevelopmental Biology and Medicine,Tumour biology : the journal of the International Society for Oncodevelopmental Biology and Medicine
8,journal_issn,empty,1535-4970
19,journal_issn,Jan-68,68-Jan
60,journal_issn,empty,1433-7347
86,journal_issn,9790000000000,9788480000000
132,journal_issn,Feb-37,37-Feb
138,journal_issn,empty,1170-7690
188,journal_issn,1078-679z1,1078-6791
231,journal_issn,0035-9157 (Print) 0035-9157,87567555
232,journal_issn,0035-9157 (Print) 0035-9157,1532-2939
233,journal_issn,0035-9157 (Print) 0035-9157,1532-1916
234,journal_issn,0035-9157 (Print) 0035-9157,0002-9378 (Print) 0002-9378
235,journal_issn,0035-9157 (Print) 0035-9157,1466-187X
236,journal_issn,Jan-47,47-Jan
257,journal_issn,1672-073e3,1672-0733
265,journal_issn,empty,1931-3543
309,journal_issn,175749,0017-5749
310,journal_issn,empty,1931-3543
320,journal_issn,1467-1o107,1467-1107
348,journal_issn,1463-1318,1462-8910
392,journal_issn,Feb-62,62-Feb
395,journal_issn,empty,1098-4275
398,journal_issn,1n526-7598,1526-7598
421,journal_issn,empty,1745-834X     1745-8358
431,journal_issn,0377-208eX,0377-208X
435,journal_issn,Feb-65,65-Feb
450,journal_issn,empty,1170-7690
453,journal_issn,empty,1520-9156
490,journal_issn,empty,1098-4275
508,journal_issn,Nov-53,53-Nov
556,journal_issn,empty,1476-5497
562,journal_issn,1981s-8963,1981-8963
568,journal_issn,empty,0921-4488
571,journal_issn,empty,1806-3756
606,journal_issn,NULL***,empty
643,journal_issn,1525-1446,0737-1209
644,journal_issn,1524-4539,22-Sep
645,journal_issn,Jan-55,55-Jan
657,journal_issn,14t60-2385,1460-2385
659,journal_issn,1524-4628,0039-2499
691,journal_issn,Sep-60,60-Sep
724,journal_issn,empty,1364-3703
747,journal_issn,Mar-67,67-May
770,journal_issn,19d32-6203,1932-6203
798,journal_issn,0363-523,0363-5023
822,journal_issn,1930-739X,1930-7381
828,journal_issn,1532-5415,14-Feb
849,journal_issn,Mar-67,67-May
855,journal_issn,1423-0356,0025-7931
859,journal_issn,empty,1098-4275
888,journal_issn,122-726X,1522-726X
894,journal_issn,1399-3003,0903-1936
915,journal_issn,1099-1611,1057-9249
921,journal_issn,0t391-5387,0391-5387
925,journal_issn,1365-236,1365-2346
928,journal_issn,empty,1098-4275
931,journal_issn,18728243,1872-8243
941,journal_issn,empty,1462-2416
959,journal_issn,1539-3740,1539-3704
968,journal_issn,1049-289,1049-2089
969,journal_issn,empty,0300-8843
984,journal_issn,eFb-65,65-Feb
991,journal_issn,Feb-65,65-Feb
993,journal_issn,142-0380,1423-0380
