Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: name, MSE: nan, Jaccard: 0.0
Attribute: surname, MSE: nan, Jaccard: 0.7787817938420348
Attribute: birthyear, MSE: nan, Jaccard: 0.9953564257028112
Attribute: birthplace, MSE: nan, Jaccard: 0.9971506136276952
Attribute: position, MSE: nan, Jaccard: 0.982711855576072
Attribute: team, MSE: nan, Jaccard: 0.8016139486647653
Attribute: city, MSE: nan, Jaccard: 0.0
Attribute: stadium, MSE: nan, Jaccard: 0.6679810157577852
Attribute: season, MSE: nan, Jaccard: 0.0
Attribute: manager, MSE: nan, Jaccard: 0.0
加权混合距离: 0.23743616605323473
