Attribute: index, MSE: nan, Jaccard: 0.0
Attribute: tno, MSE: nan, Jaccard: 0.0
Attribute: fname, MSE: nan, Jaccard: 0.0
Attribute: lname, MSE: nan, Jaccard: 0.0
Attribute: gender, MSE: nan, Jaccard: 0.8261192128575332
Attribute: areacode, MSE: nan, Jaccard: 0.2617721223687913
Attribute: phone, MSE: nan, Jaccard: 0.0
Attribute: city, MSE: nan, Jaccard: 0.19415729238555335
Attribute: state, MSE: nan, Jaccard: 0.4252131862758566
Attribute: zip, MSE: nan, Jaccard: 0.0
Attribute: maritalstatus, MSE: nan, Jaccard: 0.0
Attribute: haschild, MSE: nan, Jaccard: 0.0
Attribute: salary, MSE: nan, Jaccard: 0.0
Attribute: rate, MSE: 0.0, Jaccard: 0.0
Attribute: singleexemp, MSE: nan, Jaccard: 0.6697129735935706
Attribute: marriedexemp, MSE: nan, Jaccard: 0.5906165832616777
Attribute: childexemp, MSE: nan, Jaccard: 0.7111286431687105
加权混合距离: 0.10819764746799099
